code,stock_name,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.603615,茶花股份,2023-10-25,2023-09-30,0.002710,1.183874,0.346548,1.000000,0.006605,0.494805,-2.055086,-0.006495
sh.603616,韩建河山,2023-10-28,2023-09-30,-0.084173,2.848121,0.158741,1.000000,-0.186177,0.787505,1.220377,-0.193722
sh.603617,君禾股份,2023-10-28,2023-09-30,0.029377,1.697739,0.206283,1.000000,0.083882,0.821710,1.597946,0.063884
sh.603618,杭电股份,2023-10-18,2023-09-30,0.042507,3.374210,0.582979,0.960263,0.022503,0.894393,0.654076,0.038467
sh.603619,中曼石油,2023-10-31,2023-09-30,0.263089,3.024126,0.377973,1.002257,0.229648,0.765244,0.902837,0.332394
sh.603626,科森科技,2023-10-28,2023-09-30,-0.052927,1.828110,0.345768,1.000000,-0.083732,0.962789,1.211277,-0.071799
sh.603628,清源股份,2023-10-31,2023-09-30,0.124887,1.996400,0.554141,1.000895,0.112788,0.819653,0.940421,0.146322
sh.603629,利通电子,2023-10-31,2023-09-30,0.018820,1.897609,0.467050,1.008379,0.021058,1.004326,0.694924,0.030173
sh.603630,拉芳家化,2023-10-31,2023-09-30,0.038787,1.125016,0.279866,1.075127,0.114583,0.873186,1.196972,0.109630
sh.603633,徕木股份,2023-10-26,2023-09-30,0.034895,1.612248,0.256013,1.000000,0.084541,0.931279,0.794420,0.114271
sh.603636,南威软件,2023-10-28,2023-09-30,-0.026290,2.113217,0.125519,0.998594,-0.099253,0.814199,0.955649,-0.127560
sh.603637,镇海股份,2023-10-20,2023-09-30,0.063155,1.518139,0.260881,1.000000,0.159461,0.914957,1.265760,0.137690
sh.603638,艾迪精密,2023-10-31,2023-09-30,0.066352,1.778079,0.283364,1.000000,0.131691,0.852779,0.897047,0.172150
sh.603639,海利尔,2023-10-28,2023-09-30,0.134764,1.864820,0.605831,1.000000,0.119285,0.868726,0.998827,0.137471
sh.603648,畅联股份,2023-10-27,2023-09-30,0.066218,1.308411,0.510679,0.963355,0.102873,0.865064,0.940520,0.126440
sh.603650,彤程新材,2023-10-26,2023-09-30,0.109258,2.207426,0.310491,1.009781,0.157867,0.941808,0.891900,0.187937
sh.603655,朗博科技,2023-10-30,2023-09-30,0.021595,1.069861,0.240551,1.000000,0.083912,0.883250,1.054557,0.090089
sh.603656,泰禾智能,2023-10-28,2023-09-30,0.020310,1.289853,0.242173,1.102761,0.058961,0.824252,1.255530,0.056974
sh.603657,春光科技,2023-10-28,2023-09-30,0.038788,2.019770,0.651981,0.892556,0.033001,0.841073,1.096886,0.035771
sh.603658,安图生物,2023-10-26,2023-09-30,0.112602,1.346375,0.301004,0.984171,0.282317,0.909297,0.995540,0.311869
sh.603659,璞泰来,2023-10-28,2023-09-30,0.115623,2.693715,0.307976,0.890073,0.156585,0.901207,0.980510,0.177205
sh.603660,苏州科达,2023-10-28,2023-09-30,-0.277767,2.671525,0.363992,0.993305,-0.287572,1.002918,1.116514,-0.256813
sh.603661,恒林股份,2023-10-28,2023-09-30,0.105794,2.607636,0.640288,0.979422,0.064695,0.910902,0.904895,0.078487
sh.603662,柯力传感,2023-10-31,2023-09-30,0.090329,1.548435,0.220097,0.928376,0.285494,0.906380,0.956823,0.329196
sh.603663,三祥新材,2023-10-28,2023-09-30,0.066248,1.549300,0.439431,0.944244,0.103053,0.960556,0.939337,0.114213
sh.603665,康隆达,2023-10-28,2023-09-30,-0.022442,2.830421,0.342145,0.624019,-0.037136,0.752905,1.836034,-0.026864
sh.603666,亿嘉和,2023-10-28,2023-09-30,-0.036757,1.552271,0.104857,1.000000,-0.225826,0.831051,1.180765,-0.230136
sh.603667,五洲新春,2023-10-28,2023-09-30,0.047326,1.769075,0.548502,0.962506,0.050672,0.874834,0.855446,0.067710
sh.603668,天马科技,2023-10-28,2023-09-30,-0.042441,4.058803,0.644269,1.513539,-0.010723,1.182496,-0.943917,0.009607
sh.603669,灵康药业,2023-10-21,2023-09-30,-0.089018,1.685972,0.082365,1.000000,-0.641039,1.007949,1.003791,-0.633582
sh.603676,卫信康,2023-10-25,2023-09-30,0.163941,1.339914,0.617564,1.000000,0.198120,0.962632,1.015168,0.202736
sh.603677,奇精机械,2023-10-25,2023-09-30,0.055676,1.805935,0.627184,1.000000,0.049155,0.913783,0.862213,0.062390
sh.603678,火炬电子,2023-10-28,2023-09-30,0.054722,1.457650,0.348879,1.013841,0.106136,0.861025,0.943010,0.130716
sh.603679,华体科技,2023-10-25,2023-09-30,0.066543,1.705690,0.336148,0.969428,0.119717,0.915976,0.813715,0.160620
sh.603680,今创集团,2023-10-30,2023-09-30,0.043179,1.819178,0.297494,1.047259,0.076184,0.942338,0.898599,0.089969
sh.603681,永冠新材,2023-10-30,2023-09-30,0.019724,2.552365,0.638115,1.006792,0.012029,1.443118,0.439673,0.018958
sh.603682,锦和商管,2023-10-31,2023-09-30,0.085252,4.745519,0.144419,1.129759,0.110106,0.727112,0.480945,0.314859
sh.603683,晶华新材,2023-10-31,2023-09-30,0.034845,1.802485,0.546039,0.786816,0.044995,1.011395,0.744306,0.059772
sh.603685,晨丰科技,2023-10-27,2023-09-30,0.014239,2.497761,0.320627,1.789539,0.009936,0.601349,0.463426,0.035652
sh.603686,福龙马,2023-10-27,2023-09-30,0.057771,1.855272,0.628738,0.737069,0.067193,0.769966,1.002943,0.087011
sh.603687,大胜达,2023-10-31,2023-09-30,0.031726,1.633148,0.375827,0.760942,0.067928,0.900376,1.023754,0.073694
sh.603688,石英股份,2023-10-25,2023-09-30,0.807563,1.131483,1.000882,0.997938,0.714565,0.852175,1.002155,0.836717
sh.603689,皖天然气,2023-10-28,2023-09-30,0.104366,2.238376,0.715889,0.991845,0.065665,0.758475,0.939473,0.092153
sh.603690,至纯科技,2023-10-31,2023-09-30,0.042897,2.362518,0.203598,1.178171,0.075695,0.715197,0.686423,0.154189
sh.603693,江苏新能,2023-10-28,2023-09-30,0.061307,2.563334,0.091696,0.858589,0.303787,0.823347,0.744394,0.495660
sh.603696,安记食品,2023-10-26,2023-09-30,0.052256,1.171266,0.764848,1.000000,0.058332,0.847990,1.078629,0.063774
sh.603697,有友食品,2023-10-28,2023-09-30,0.057580,1.090820,0.377896,1.000000,0.139685,0.834555,1.006351,0.166320
sh.603698,航天工程,2023-10-28,2023-09-30,0.031987,1.582049,0.297075,1.000000,0.068060,0.984554,1.490173,0.046389
sh.603699,纽威股份,2023-10-26,2023-09-30,0.171936,2.140914,0.578624,0.990296,0.140154,0.864763,0.996867,0.162581
sh.603700,宁水集团,2023-10-27,2023-09-30,0.052895,1.505450,0.540592,0.997846,0.065135,0.908930,1.005119,0.071297
sh.603701,德宏股份,2023-10-28,2023-09-30,0.019041,1.370508,0.428554,0.757094,0.042821,0.945863,1.057121,0.042825
sh.603703,盛洋科技,2023-10-28,2023-09-30,0.009720,2.246084,0.271828,0.898066,0.017728,1.197469,0.404667,0.036584
sh.603706,东方环宇,2023-10-27,2023-09-30,0.067118,1.664353,0.286337,0.954931,0.147483,0.803359,0.998775,0.183809
sh.603707,健友股份,2023-10-28,2023-09-30,0.129115,1.625492,0.297350,0.999973,0.267139,0.876995,0.968349,0.314563
sh.603708,家家悦,2023-10-27,2023-09-30,0.089591,6.275164,0.951804,1.027968,0.014592,0.707356,0.659078,0.031300
sh.603709,中源家居,2023-10-28,2023-09-30,0.051577,2.016442,0.634663,1.002052,0.040220,0.949417,1.052941,0.040233
sh.603711,香飘飘,2023-10-20,2023-09-30,0.001126,1.616535,0.395678,1.089493,0.001616,-0.145049,0.306832,-0.036313
sh.603712,七一二,2023-10-28,2023-09-30,0.069647,2.208201,0.232061,0.955858,0.142190,1.129841,0.976485,0.128880
sh.603713,密尔克卫,2023-10-26,2023-09-30,0.102980,2.708137,0.719830,0.930207,0.056790,0.796108,0.888453,0.080291
sh.603716,塞力医疗,2023-10-27,2023-09-30,-0.002737,2.762376,0.397260,-0.214432,0.011631,1.153890,0.236596,0.042603
sh.603717,天域生物,2023-10-31,2023-09-30,-0.106468,3.268538,0.167646,0.666936,-0.291332,0.981890,1.092687,-0.271538
sh.603718,海利生物,2023-10-31,2023-09-30,0.064277,1.329413,0.125960,1.147997,0.334366,0.836040,0.939174,0.425842
sh.603719,良品铺子,2023-10-28,2023-09-30,0.078053,2.070078,1.182476,1.002561,0.031805,0.733242,1.061703,0.040855
sh.603721,中广天择,2023-10-28,2023-09-30,-0.005486,1.713348,0.171388,0.762185,-0.024513,1.018657,0.569463,-0.042257
sh.603722,阿科力,2023-10-28,2023-09-30,0.028201,1.242257,0.438468,1.029862,0.050273,0.839762,1.233960,0.048515
sh.603725,天安新材,2023-10-21,2023-09-30,0.125283,4.788053,0.777715,0.767519,0.043835,0.839433,0.781636,0.066808
sh.603726,朗迪集团,2023-10-28,2023-09-30,0.074171,1.861219,0.586294,1.018225,0.066754,0.859216,0.919409,0.084502
sh.603727,博迈科,2023-10-28,2023-09-30,-0.026368,1.516946,0.270591,1.000003,-0.064238,0.791309,0.858608,-0.094547
sh.603728,鸣志电器,2023-10-28,2023-09-30,0.030436,1.400775,0.495949,0.990541,0.044230,0.926915,0.951017,0.050175
sh.603729,龙韵股份,2023-10-31,2023-09-30,0.010779,1.447424,0.396870,6.211448,0.003021,0.277211,0.446702,0.024396
sh.603730,岱美股份,2023-10-31,2023-09-30,0.124581,1.509363,0.674881,1.000000,0.122301,0.833389,0.956865,0.153366
sh.603733,仙鹤股份,2023-10-31,2023-09-30,0.054874,2.214078,0.403245,0.993267,0.061879,0.911426,0.808033,0.084022
sh.603737,三棵树,2023-10-14,2023-09-30,0.215407,5.659052,0.645931,0.995523,0.059194,0.807422,0.832613,0.088051
sh.603738,泰晶科技,2023-10-28,2023-09-30,0.042547,1.150432,0.292888,0.985363,0.128147,0.884516,1.151706,0.125795
sh.603739,蔚蓝生物,2023-10-28,2023-09-30,0.033163,1.649956,0.319583,0.823659,0.076358,0.830651,0.888092,0.103509
sh.603755,日辰股份,2023-10-21,2023-09-30,0.059413,1.344949,0.282415,1.000000,0.156418,0.852519,0.963257,0.190476
sh.603757,大元泵业,2023-10-31,2023-09-30,0.156226,1.583379,0.561163,1.009041,0.174249,0.887917,1.028439,0.190819
sh.603758,秦安股份,2023-10-28,2023-09-30,0.079308,1.221491,0.383197,1.000000,0.169436,0.838496,1.069112,0.189008
sh.603759,海天股份,2023-10-26,2023-09-30,0.071884,2.432940,0.156901,1.018343,0.184918,0.836241,0.771996,0.286440
sh.603766,隆鑫通用,2023-10-26,2023-09-30,0.097184,1.623938,0.708693,1.047978,0.080578,0.865840,0.918001,0.101376
sh.603767,中马传动,2023-10-18,2023-09-30,0.045294,1.283731,0.432180,1.000000,0.081640,0.916856,0.942509,0.094474
sh.603768,常青股份,2023-10-31,2023-09-30,0.059682,2.360724,0.510593,1.000000,0.049513,0.860100,0.771930,0.074575
sh.603773,沃格光电,2023-10-28,2023-09-30,-0.014987,2.560017,0.358422,-10.147045,0.001610,0.237663,0.279330,0.024248
sh.603776,永安行,2023-10-28,2023-09-30,0.003610,1.423532,0.087164,1.180113,0.024653,0.812891,0.289551,0.104740
sh.603777,来伊份,2023-10-27,2023-09-30,0.002514,1.924793,0.863093,0.994536,0.001521,0.153259,1.110096,0.008942
sh.603778,国晟科技,2023-10-31,2023-09-30,0.017217,2.726560,0.318871,0.550290,0.035986,0.972555,0.611490,0.060510
sh.603779,威龙股份,2023-10-28,2023-09-30,-0.003978,1.954108,0.195289,1.005759,-0.010365,0.678391,-0.396383,0.038546
sh.603786,科博达,2023-10-28,2023-09-30,0.105255,1.316752,0.560758,0.938486,0.151892,0.943885,0.961736,0.167325
sh.603787,新日股份,2023-10-28,2023-09-30,0.075911,2.687513,0.910486,1.005186,0.030863,0.916682,1.258435,0.026754
sh.603788,宁波高发,2023-10-27,2023-09-30,0.056650,1.184777,0.376982,1.001964,0.126588,0.859944,0.891894,0.165048
sh.603789,星光农机,2023-10-28,2023-09-30,-0.080936,2.446393,0.160186,0.970819,-0.212742,1.068429,1.283808,-0.155098
sh.603790,雅运股份,2023-10-21,2023-09-30,0.045832,1.381375,0.357373,0.987349,0.094029,0.878712,0.951904,0.112415
sh.603797,联泰环保,2023-10-28,2023-09-30,0.067548,3.549123,0.100201,0.962610,0.197318,0.866728,0.544140,0.418383
sh.603798,康普顿,2023-10-28,2023-09-30,0.043209,1.177546,0.687421,0.949780,0.056202,0.926117,1.025071,0.059202
sh.603799,华友钴业,2023-10-25,2023-09-30,0.101299,4.108440,0.418070,0.744480,0.079219,0.901872,0.781652,0.112375
sh.603800,洪田股份,2023-10-31,2023-09-30,0.072719,4.723733,0.385223,0.538816,0.074167,0.817379,0.954889,0.095024
sh.603801,志邦家居,2023-10-31,2023-09-30,0.118286,2.002318,0.664418,1.000000,0.088912,0.928488,1.017618,0.094102
sh.603803,瑞斯康达,2023-10-28,2023-09-30,-0.038558,1.687125,0.351181,1.000000,-0.065079,1.031365,1.114997,-0.056592
sh.603806,福斯特,2023-10-28,2023-09-30,0.098288,1.447413,0.790118,0.999597,0.085979,0.907325,0.999947,0.094766
sh.603808,歌力思,2023-10-31,2023-09-30,0.047966,1.570729,0.462521,0.764137,0.086403,0.844000,0.942151,0.108659
sh.603809,豪能股份,2023-10-31,2023-09-30,0.069249,2.277898,0.270959,1.004920,0.111645,0.886107,0.748681,0.168290
sh.603810,丰山集团,2023-10-30,2023-09-30,0.013045,1.664335,0.375017,1.046930,0.019963,0.877239,0.802013,0.028374
sh.603811,诚意药业,2023-10-27,2023-09-30,0.102137,1.592413,0.258642,1.003896,0.247025,0.953363,0.958933,0.270206
sh.603813,原尚股份,2023-10-28,2023-09-30,-0.020021,1.907790,0.257759,0.974381,-0.041783,1.086840,0.933350,-0.041190
sh.603815,交建股份,2023-10-26,2023-09-30,0.058806,4.505879,0.329344,0.981205,0.040386,0.752915,0.845581,0.063435
sh.603816,顾家家居,2023-10-31,2023-09-30,0.164473,1.850392,0.837034,0.999150,0.106281,0.799937,0.983356,0.135111
sh.603817,海峡环保,2023-10-26,2023-09-30,0.052372,2.252166,0.136373,1.062003,0.160563,0.824459,0.739914,0.263205
sh.603818,曲美家居,2023-10-28,2023-09-30,-0.099385,3.509876,0.403172,0.976889,-0.071894,0.794710,4.414231,-0.020494
sh.603819,神力股份,2023-10-28,2023-09-30,0.001707,2.144490,0.632358,-0.588630,-0.002138,1.180642,-0.105060,0.017240
sh.603822,嘉澳环保,2023-10-31,2023-09-30,0.034754,3.041868,0.674766,0.958696,0.017662,1.352500,0.398503,0.032769
sh.603823,百合花,2023-10-28,2023-09-30,0.037657,1.599136,0.499554,0.879375,0.053605,0.829706,0.950448,0.067976
sh.603825,华扬联众,2023-10-28,2023-09-30,-0.079990,3.487629,0.836866,0.969839,-0.028259,0.982244,1.356266,-0.021212
sh.603826,坤彩科技,2023-10-26,2023-09-30,0.035659,2.115104,0.168812,0.934644,0.106854,0.891669,0.658817,0.181895
sh.603828,ST柯利达,2023-10-31,2023-09-30,0.017900,5.846815,0.333560,0.925313,0.009919,0.843609,0.311497,0.037747
sh.603829,洛凯股份,2023-10-31,2023-09-30,0.088297,2.539141,0.643354,0.610432,0.088546,0.913889,0.935183,0.103605
sh.603833,欧派家居,2023-10-28,2023-09-30,0.135803,1.817294,0.535913,1.003320,0.138979,0.853666,1.102340,0.147689
sh.603836,海程邦达,2023-10-28,2023-09-30,0.049166,2.212223,1.173346,0.968812,0.019551,0.698593,0.939729,0.029781
sh.603838,四通股份,2023-10-28,2023-09-30,-0.024035,1.061491,0.127338,1.000000,-0.177818,1.010313,0.990806,-0.177636
sh.603839,安正时尚,2023-10-31,2023-09-30,0.014952,1.407878,0.625113,1.058632,0.016048,0.861100,1.206268,0.015450
sh.603843,正平股份,2023-10-28,2023-09-30,-0.077851,5.841289,0.131782,0.873620,-0.115765,0.955674,2.430343,-0.049842
sh.603848,好太太,2023-10-31,2023-09-30,0.112189,1.366688,0.384351,1.001072,0.213347,0.867583,1.021363,0.240767
sh.603855,华荣股份,2023-10-27,2023-09-30,0.168973,2.410263,0.476173,0.983952,0.149629,0.920784,1.019544,0.159386
sh.603856,东宏股份,2023-10-26,2023-09-30,0.070705,1.768566,0.552649,0.966959,0.074812,0.899721,0.930875,0.089325
sh.603858,步长制药,2023-10-28,2023-09-30,0.075251,1.731362,0.469017,1.112977,0.083263,0.769089,0.945119,0.114548
sh.603859,能科科技,2023-10-27,2023-09-30,0.064191,1.291644,0.325954,0.702272,0.217104,0.885601,0.989788,0.247678
sh.603860,中公高科,2023-10-31,2023-09-30,0.016285,1.171300,0.126652,1.056305,0.103923,0.945013,1.172895,0.093759
sh.603861,白云电器,2023-10-28,2023-09-30,0.021770,3.090739,0.339697,1.013419,0.020460,0.890940,0.628302,0.036551
sh.603863,松炀资源,2023-10-31,2023-09-30,-0.213665,1.910639,0.295753,0.999991,-0.378119,0.986952,1.106821,-0.346143
sh.603866,桃李面包,2023-10-24,2023-09-30,0.091919,1.355524,0.747963,1.000000,0.090660,0.786124,0.971227,0.118742
sh.603867,新化股份,2023-10-28,2023-09-30,0.097426,1.783832,0.508787,0.880927,0.121855,0.860968,0.964707,0.146711
sh.603868,飞科电器,2023-10-28,2023-09-30,0.242805,1.276549,0.918569,1.000000,0.207066,0.762886,1.004315,0.270258
sh.603869,ST智知,2023-10-28,2023-09-30,0.003082,1.244573,0.138517,0.815677,0.021915,3.784445,0.128186,0.045176
sh.603871,嘉友国际,2023-10-27,2023-09-30,0.171956,1.336001,0.869869,0.998744,0.148151,0.875411,1.013325,0.167010
sh.603876,鼎胜新材,2023-10-28,2023-09-30,0.073704,3.628476,0.617798,1.003325,0.032770,0.860497,0.939405,0.040540
sh.603877,太平鸟,2023-10-27,2023-09-30,0.049599,1.954379,0.632644,1.004178,0.039948,0.722915,0.888784,0.062175
sh.603878,武进不锈,2023-10-27,2023-09-30,0.102918,1.535929,0.667793,1.000000,0.100341,0.874349,0.993994,0.115454
sh.603879,ST永悦,2023-10-28,2023-09-30,-0.063216,1.158328,0.421501,0.986874,-0.131200,0.753536,0.999751,-0.174156
sh.603880,南卫股份,2023-10-31,2023-09-30,0.011708,2.363449,0.320805,0.977474,0.015798,1.004874,0.535592,0.029353
sh.603881,数据港,2023-10-28,2023-09-30,0.033187,2.388976,0.152436,1.000022,0.091130,0.739388,0.584168,0.210985
sh.603882,金域医学,2023-10-28,2023-09-30,0.067341,1.522955,0.484354,1.016531,0.089807,0.903512,1.007255,0.098682
sh.603883,老百姓,2023-10-31,2023-09-30,0.108590,3.237153,0.750967,0.838946,0.053244,0.798345,0.885635,0.075306
sh.603885,吉祥航空,2023-10-31,2023-09-30,0.119102,4.697064,0.355216,0.993542,0.071848,0.741755,0.605436,0.159987
sh.603886,元祖股份,2023-10-27,2023-09-30,0.182532,2.057229,0.634615,0.999892,0.139828,0.796671,0.974799,0.180052
sh.603887,城地香江,2023-10-31,2023-09-30,0.001889,2.445749,0.153795,1.000000,0.005023,0.550380,0.102569,0.088975
sh.603888,新华网,2023-10-27,2023-09-30,0.044547,1.507648,0.245904,1.000000,0.120159,0.985099,1.366603,0.089255
sh.603889,新澳股份,2023-10-20,2023-09-30,0.115737,1.701789,0.680070,0.941598,0.106206,0.881604,0.983370,0.122506
sh.603890,春秋电子,2023-10-28,2023-09-30,0.003862,2.040801,0.428908,-1.099731,-0.004012,-0.388366,0.410668,0.025156
sh.603893,瑞芯微,2023-10-19,2023-09-30,0.026322,1.162138,0.426097,1.000000,0.053155,2.035486,1.474864,0.017706
sh.603895,天永智能,2023-10-28,2023-09-30,0.017270,3.610116,0.299369,-25.096838,-0.000637,1.000000,-0.030653,0.020772
sh.603896,寿仙谷,2023-10-27,2023-09-30,0.070312,1.471545,0.186045,1.000000,0.256824,0.997790,1.085893,0.237033
sh.603897,长城科技,2023-10-27,2023-09-30,0.040330,2.156346,1.403940,1.000000,0.013322,0.860059,1.174219,0.013191
sh.603898,好莱客,2023-10-28,2023-09-30,0.058909,1.445434,0.372176,1.000000,0.109506,0.885859,0.890202,0.138862
sh.603899,晨光股份,2023-10-28,2023-09-30,0.152973,1.885236,1.176168,0.936853,0.073639,0.830274,1.026036,0.086442
sh.603900,莱绅通灵,2023-10-28,2023-09-30,-0.008795,1.145340,0.225573,0.995235,-0.034203,0.737156,0.832666,-0.055724
sh.603901,永创智能,2023-10-28,2023-09-30,0.064033,2.566414,0.361731,1.019723,0.067641,0.899063,0.867549,0.086722
sh.603903,中持股份,2023-10-31,2023-09-30,0.051814,2.705645,0.192225,0.964297,0.103314,0.901309,0.616620,0.185895
sh.603906,龙蟠科技,2023-10-28,2023-09-30,-0.167292,3.762308,0.397275,0.806219,-0.138828,0.833630,1.131300,-0.147206
sh.603908,牧高笛,2023-10-31,2023-09-30,0.200334,2.301959,0.913813,1.000000,0.095235,0.782091,0.956668,0.127286
sh.603909,建发合诚,2023-10-26,2023-09-30,0.031238,2.155072,0.996332,0.812180,0.017913,0.834094,0.990508,0.021682
sh.603912,佳力图,2023-10-28,2023-09-30,0.014054,1.813528,0.147479,1.002968,0.052390,0.936556,2.197366,0.025457
sh.603915,国茂股份,2023-10-28,2023-09-30,0.078921,1.401364,0.425209,1.007152,0.131506,0.903832,1.057804,0.137548
sh.603916,苏博特,2023-10-27,2023-09-30,0.033682,1.848416,0.331821,0.711891,0.077139,0.872552,0.857788,0.103063
sh.603917,合力科技,2023-10-28,2023-09-30,0.038591,1.343931,0.326268,1.000000,0.088010,0.919371,0.954989,0.100240
sh.603918,金桥信息,2023-10-25,2023-09-30,0.014658,1.504195,0.365288,1.082599,0.024641,0.708251,1.272010,0.027352
sh.603919,金徽酒,2023-10-17,2023-09-30,0.084918,1.290326,0.487420,1.013789,0.133183,0.855822,1.051799,0.147956
sh.603920,世运电路,2023-10-24,2023-09-30,0.123384,1.963458,0.562020,1.059843,0.105498,0.847719,0.975176,0.127617
sh.603922,金鸿顺,2023-10-28,2023-09-30,-0.040649,1.328853,0.215794,1.000000,-0.141753,0.882331,0.915365,-0.175511
sh.603926,铁流股份,2023-10-26,2023-09-30,0.049155,1.650558,0.605076,1.015023,0.048490,0.934180,0.995784,0.052126
sh.603927,中科软,2023-10-27,2023-09-30,0.128958,2.346206,0.582335,1.000000,0.094387,1.000340,1.116341,0.084521
sh.603928,兴业股份,2023-10-28,2023-09-30,0.042953,1.289745,0.584770,1.000000,0.056951,0.863441,0.972550,0.067820
sh.603929,亚翔集成,2023-10-27,2023-09-30,0.181433,2.250354,0.640566,0.982891,0.128055,0.841683,1.145818,0.132780
sh.603931,格林达,2023-10-26,2023-09-30,0.088777,1.149698,0.326908,0.999908,0.236227,0.853846,1.086325,0.254677
sh.603933,睿能科技,2023-10-28,2023-09-30,0.036550,1.742879,0.634093,0.972505,0.034008,1.232127,0.802717,0.034384
sh.603936,博敏电子,2023-10-28,2023-09-30,0.012752,1.717004,0.298990,0.997956,0.024892,0.934718,0.691411,0.038515
sh.603937,丽岛新材,2023-10-30,2023-09-30,0.035304,1.266970,0.569507,1.000000,0.048928,0.811485,1.059408,0.056913
sh.603938,三孚股份,2023-10-27,2023-09-30,0.074935,1.414352,0.498735,1.081441,0.098232,0.864847,0.960782,0.118219
sh.603939,益丰药房,2023-10-31,2023-09-30,0.111357,2.394692,0.739423,0.885590,0.071014,0.768678,0.967245,0.095513
sh.603948,建业股份,2023-10-28,2023-09-30,0.122582,1.327448,0.743415,1.000000,0.124216,0.814296,1.028270,0.148350
sh.603949,雪龙集团,2023-10-28,2023-09-30,0.052783,1.076408,0.259346,1.000000,0.189078,0.892029,1.019124,0.207986
sh.603950,长源东谷,2023-10-31,2023-09-30,0.084753,1.721387,0.261947,0.997069,0.188510,0.920478,1.055900,0.193954
sh.603955,大千生态,2023-10-26,2023-09-30,0.010039,1.980138,0.028706,0.685635,0.257596,0.712465,-3.721370,-0.097157
sh.603956,威派格,2023-10-28,2023-09-30,-0.029324,1.679553,0.229096,1.041562,-0.073169,0.715074,1.228314,-0.083304
sh.603958,哈森股份,2023-10-28,2023-09-30,-0.000600,1.253333,0.563044,-0.213967,0.003974,0.533716,1.573889,0.004731
sh.603959,ST百利,2023-10-27,2023-09-30,0.021494,6.530337,0.342063,1.082228,0.008891,0.837143,0.447466,0.023735
sh.603960,克来机电,2023-10-28,2023-09-30,0.042098,1.240352,0.327265,1.000001,0.103708,0.896632,0.927758,0.124670
sh.603963,*ST大药,2023-10-27,2023-09-30,-0.039112,1.230613,0.151329,1.000000,-0.210022,1.137010,1.102431,-0.167552
sh.603966,法兰泰克,2023-10-28,2023-09-30,0.093958,2.263529,0.432631,0.982548,0.097651,0.891746,0.916847,0.119437
sh.603967,中创物流,2023-10-27,2023-09-30,0.084071,1.671738,1.459243,0.860535,0.040048,0.784396,0.973304,0.052456
sh.603968,醋化股份,2023-10-28,2023-09-30,0.031938,1.657220,0.710469,1.009703,0.026865,0.794434,1.090372,0.031013
sh.603969,银龙股份,2023-10-31,2023-09-30,0.054962,1.533770,0.612243,0.953361,0.061394,0.874793,0.965659,0.072677
sh.603970,中农立华,2023-10-28,2023-09-30,0.133412,4.698733,1.306270,0.891875,0.024371,0.777887,0.993786,0.031526
sh.603976,正川股份,2023-10-26,2023-09-30,0.029821,1.707045,0.326714,1.000000,0.053469,0.903141,0.737761,0.080248
sh.603977,国泰集团,2023-10-25,2023-09-30,0.076540,1.717381,0.357650,0.862300,0.144513,0.861805,1.017101,0.164867
sh.603978,深圳新星,2023-10-27,2023-09-30,-0.038217,1.971743,0.328946,1.000000,-0.058923,0.979772,2.876719,-0.020906
sh.603979,金诚信,2023-10-18,2023-09-30,0.108490,1.898484,0.427499,1.002914,0.133286,0.761730,0.932505,0.187643
sh.603980,吉华集团,2023-10-27,2023-09-30,-0.015044,1.214587,0.255883,0.948038,-0.051057,0.912588,0.755050,-0.074098
sh.603982,泉峰汽车,2023-10-28,2023-09-30,-0.142066,2.443300,0.231241,1.000000,-0.251448,0.923225,1.208010,-0.225460
sh.603983,丸美生物,2023-10-31,2023-09-30,0.053902,1.262536,0.377364,0.996053,0.113585,0.914617,1.059244,0.117243
sh.603985,恒润股份,2023-10-26,2023-09-30,0.016989,1.325156,0.275347,1.000860,0.046521,0.841294,1.095366,0.050483
sh.603986,兆易创新,2023-10-25,2023-09-30,0.028231,1.094231,0.261438,1.000000,0.098686,1.034537,1.655172,0.057633
sh.603987,康德莱,2023-10-28,2023-09-30,0.081710,1.802323,0.455268,0.836654,0.119022,0.908812,0.939323,0.139425
sh.603988,中电电机,2023-10-28,2023-09-30,0.020625,1.777708,0.468008,1.000000,0.024791,0.792373,0.978947,0.031960
sh.603989,艾华集团,2023-10-31,2023-09-30,0.093595,1.588181,0.469380,1.012093,0.124053,0.864729,0.939894,0.152633
sh.603990,麦迪科技,2023-10-28,2023-09-30,-0.070159,1.984201,0.134446,1.039783,-0.252933,1.118816,1.389651,-0.162683
sh.603991,至正股份,2023-10-26,2023-09-30,-0.047985,1.717308,0.302858,0.981772,-0.093974,0.918732,1.436398,-0.071211
sh.603992,松霖科技,2023-10-30,2023-09-30,0.132881,1.925429,0.497942,0.908368,0.152579,1.095682,0.977166,0.142508
sh.603993,洛阳钼业,2023-10-28,2023-09-30,0.046050,3.295743,0.753111,1.074411,0.017268,0.451491,0.723572,0.052859
sh.603995,甬金股份,2023-10-27,2023-09-30,0.067726,2.470238,2.397286,0.728972,0.015689,0.797236,0.966969,0.020351
sh.603997,继峰股份,2023-10-31,2023-09-30,0.041773,4.363050,0.989798,0.955276,0.010126,0.722041,0.450349,0.031140
