code,stock_name,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.600020,中原高速,2023-10-28,2023-09-30,0.066435,3.623571,0.077440,1.000102,0.236728,0.776219,0.588487,0.518237
sh.600021,上海电力,2023-10-28,2023-09-30,0.064464,7.238815,0.190604,0.466698,0.100112,0.817704,0.608677,0.201142
sh.600022,山东钢铁,2023-10-28,2023-09-30,-0.015761,3.162581,1.004653,7.087796,-0.000700,1.890014,-0.105222,0.003519
sh.600023,浙能电力,2023-10-28,2023-09-30,0.092721,2.084439,0.518544,0.833309,0.102943,0.864319,0.895907,0.132942
sh.600025,华能水电,2023-10-28,2023-09-30,0.101375,2.670596,0.102705,0.925265,0.399450,0.875488,0.802906,0.568261
sh.600026,中远海能,2023-10-27,2023-09-30,0.111810,2.116301,0.235218,0.926584,0.242408,0.809150,0.842667,0.355519
sh.600027,华电国际,2023-10-31,2023-09-30,0.067744,3.347990,0.408084,0.914312,0.054231,0.870436,0.673563,0.092498
sh.600028,中国石化,2023-10-27,2023-09-30,0.066852,2.545225,1.224843,0.857693,0.025002,0.807939,0.896692,0.034511
sh.600029,南方航空,2023-10-28,2023-09-30,0.031666,7.415072,0.386576,0.476534,0.023182,0.698437,0.493038,0.067319
sh.600030,中信证券,2023-10-31,2023-09-30,0.063672,5.277802,0.033668,0.961661,0.372616,0.782055,,
sh.600031,三一重工,2023-10-31,2023-09-30,0.060971,2.357948,0.358628,0.975716,0.073896,0.868742,0.985225,0.086337
sh.600032,浙江新能,2023-10-27,2023-09-30,0.053684,4.740372,0.071273,0.626088,0.253787,0.861171,0.576790,0.510931
sh.600033,福建高速,2023-10-31,2023-09-30,0.072685,1.517855,0.137413,0.794188,0.438798,0.753744,0.975542,0.596753
sh.600035,楚天高速,2023-10-26,2023-09-30,0.103518,2.372735,0.122789,0.977071,0.363648,0.764738,0.807062,0.589198
sh.600036,招商银行,2023-10-28,2023-09-30,0.116349,10.628042,0.025019,0.990606,0.441718,0.850464,,
sh.600037,歌华有线,2023-10-28,2023-09-30,-0.006499,1.232707,0.101430,1.000000,-0.051979,1.029999,0.537636,-0.093865
sh.600038,中直股份,2023-10-25,2023-09-30,0.029761,2.997228,0.534338,1.045064,0.017781,0.995709,1.047464,0.017049
sh.600039,四川路桥,2023-10-31,2023-09-30,0.179808,5.091606,0.407857,0.992291,0.087258,0.834066,0.827984,0.126353
sh.600048,保利发展,2023-10-28,2023-09-30,0.067023,7.332999,0.132400,0.785768,0.087854,0.753871,0.899142,0.129610
sh.600050,中国联通,2023-10-25,2023-09-30,0.048048,4.154852,0.429890,0.437689,0.061461,0.813288,1.007634,0.074998
sh.600051,宁波联合,2023-10-26,2023-09-30,0.016631,1.897460,0.211619,3.703846,0.011182,0.401961,0.517878,0.053718
sh.600052,东望时代,2023-10-28,2023-09-30,0.019344,1.190429,0.065983,0.998345,0.246680,0.897739,1.316857,0.208663
sh.600053,九鼎投资,2023-10-28,2023-09-30,0.006416,1.189548,0.058565,0.833627,0.110471,1.254425,0.697922,0.126182
sh.600054,黄山旅游,2023-10-28,2023-09-30,0.095251,1.271083,0.263559,0.920882,0.308754,0.798845,1.002350,0.385595
sh.600055,万东医疗,2023-10-28,2023-09-30,0.025976,1.138933,0.175691,0.986539,0.131589,0.835741,1.527510,0.103077
sh.600056,中国医药,2023-10-28,2023-09-30,0.053996,3.366626,0.804396,0.758120,0.026300,0.706543,0.938337,0.039670
sh.600057,厦门象屿,2023-10-31,2023-09-30,0.062384,6.383844,3.049740,0.809782,0.003957,0.864077,0.573507,0.007985
sh.600058,五矿发展,2023-10-28,2023-09-30,0.029183,4.280263,2.231998,1.020505,0.002993,0.701851,0.636687,0.006699
sh.600059,古越龙山,2023-10-25,2023-09-30,0.024119,1.150707,0.182467,0.992709,0.115716,0.761825,1.219917,0.124511
sh.600060,海信视像,2023-10-25,2023-09-30,0.090355,2.179480,0.998754,0.848061,0.048946,0.890614,0.993228,0.055332
sh.600061,国投资本,2023-10-28,2023-09-30,0.046507,5.654789,0.043449,0.831585,0.227622,0.807680,0.912847,0.308729
sh.600062,华润双鹤,2023-10-27,2023-09-30,0.103289,1.415014,0.511066,1.004348,0.142210,0.831995,1.019029,0.167735
sh.600063,皖维高新,2023-10-19,2023-09-30,0.051980,1.794448,0.477636,1.008828,0.060117,0.848053,1.119571,0.063317
sh.600064,南京高科,2023-10-31,2023-09-30,0.097821,2.181688,0.113845,0.994413,0.396060,0.974336,0.912413,0.445514
sh.600066,宇通客车,2023-10-27,2023-09-30,0.075622,2.187387,0.623645,0.988444,0.056083,0.867020,1.098456,0.058887
sh.600067,冠城新材,2023-10-28,2023-09-30,-0.019988,3.419757,0.244533,1.162724,-0.020557,2.024984,-0.446660,0.022728
sh.600070,*ST富润,2023-10-28,2023-09-30,-0.150930,1.442324,0.058029,0.999181,-1.804787,0.877396,1.018036,-2.020540
sh.600071,凤凰光学,2023-10-28,2023-09-30,-0.068690,4.006845,0.648531,0.897845,-0.029441,0.924396,1.804858,-0.017646
sh.600072,中船科技,2023-10-31,2023-09-30,0.017990,3.743001,0.286967,1.210521,0.013836,0.950210,0.390916,0.037247
sh.600073,光明肉业,2023-10-31,2023-09-30,0.064908,3.081741,1.088275,1.883079,0.010278,0.597454,0.815642,0.021091
sh.600075,新疆天业,2023-10-28,2023-09-30,-0.078250,2.084569,0.414527,1.000463,-0.090514,1.048967,1.374634,-0.062772
sh.600076,康欣新材,2023-10-25,2023-09-30,-0.028916,1.555771,0.013988,0.999184,-1.329829,1.007430,1.724806,-0.765316
sh.600078,澄星股份,2023-10-28,2023-09-30,-0.059301,2.861588,0.449061,2.950342,-0.015641,0.588243,-2.970688,0.008951
sh.600079,人福医药,2023-10-27,2023-09-30,0.111319,2.288786,0.498044,0.774680,0.126059,0.843339,0.922272,0.162074
sh.600080,金花股份,2023-10-28,2023-09-30,0.002012,1.196483,0.199742,1.000000,0.008417,1.751157,6.165095,0.000780
sh.600081,东风科技,2023-10-24,2023-09-30,0.014488,2.532770,0.524223,0.355108,0.030728,0.824872,1.017120,0.036625
sh.600082,海泰发展,2023-10-28,2023-09-30,-0.020386,1.655138,0.130686,1.000000,-0.094248,1.028465,-4.738052,0.019341
sh.600083,*ST博信,2023-10-28,2023-09-30,-0.194038,14.042857,0.212246,0.878438,-0.074111,0.945447,-2.196118,0.035693
sh.600084,中信尼雅,2023-10-27,2023-09-30,0.005988,1.077407,0.116845,0.956699,0.049720,1.000000,1.035612,0.048010
sh.600085,同仁堂,2023-10-31,2023-09-30,0.113023,2.298211,0.485225,0.639895,0.158389,0.837106,1.036812,0.182492
sh.600088,中视传媒,2023-10-28,2023-09-30,0.265877,1.450553,0.267912,1.000335,0.683926,0.972411,1.006100,0.699066
sh.600089,特变电工,2023-10-28,2023-09-30,0.157061,3.070422,0.401831,0.739199,0.172213,0.837693,0.944830,0.217585
sh.600094,大名城,2023-10-24,2023-09-30,0.051096,2.457311,0.329463,0.993799,0.063507,0.680976,0.936560,0.099575
sh.600095,湘财股份,2023-10-28,2023-09-30,0.012623,2.960159,0.052755,1.021668,0.079116,0.677666,0.750593,0.155541
sh.600096,云天化,2023-10-28,2023-09-30,0.214773,3.178230,0.972340,0.831203,0.083612,0.862489,0.900767,0.107622
sh.600097,开创国际,2023-10-28,2023-09-30,0.007820,1.626634,0.355699,0.811147,0.016663,0.802651,0.655045,0.031692
sh.600098,广州发展,2023-10-31,2023-09-30,0.061770,2.627361,0.505529,0.908822,0.051172,0.821890,0.794013,0.078413
sh.600099,林海股份,2023-10-28,2023-09-30,0.023024,1.631160,0.640879,1.000000,0.022025,1.217822,1.027717,0.017597
sh.600100,同方股份,2023-10-28,2023-09-30,-0.042272,3.750684,0.327928,0.931217,-0.036908,1.963945,-2.154189,0.008724
sh.600101,明星电力,2023-10-27,2023-09-30,0.067168,1.442027,0.508562,1.000000,0.091589,0.841510,0.929935,0.117039
sh.600103,青山纸业,2023-10-24,2023-09-30,0.023565,1.510304,0.327574,0.885835,0.053770,0.833524,0.951483,0.067798
sh.600104,上汽集团,2023-10-27,2023-09-30,0.040370,3.437150,0.538846,0.681822,0.031969,0.760922,0.982549,0.042759
sh.600105,永鼎股份,2023-10-27,2023-09-30,0.028610,2.655931,0.364689,0.879966,0.033567,0.900031,0.599251,0.062236
sh.600106,重庆路桥,2023-10-31,2023-09-30,0.035814,1.488643,0.012637,1.000000,1.903795,0.957791,0.944182,2.105202
sh.600107,美尔雅,2023-10-28,2023-09-30,-0.018880,2.032896,0.254797,1.187036,-0.030706,-0.553538,0.651947,0.085086
sh.600108,亚盛集团,2023-10-28,2023-09-30,0.011388,2.142575,0.252600,1.022097,0.020587,0.929627,0.336835,0.065746
sh.600109,国金证券,2023-10-31,2023-09-30,0.039052,3.282208,0.048404,0.971981,0.252899,0.820645,,
sh.600110,诺德股份,2023-10-26,2023-09-30,0.005486,2.299564,0.256283,0.633657,0.014690,0.544831,0.416348,0.064761
sh.600111,北方稀土,2023-10-24,2023-09-30,0.068134,1.907421,0.644930,0.885207,0.062569,0.837785,0.933923,0.079968
sh.600113,浙江东日,2023-10-30,2023-09-30,0.048412,1.527526,0.157348,1.162397,0.173280,0.623073,1.032964,0.269230
sh.600114,东睦股份,2023-10-31,2023-09-30,0.042510,2.604640,0.424514,1.096745,0.035054,1.023109,0.539479,0.063510
sh.600115,中国东航,2023-10-28,2023-09-30,-0.093978,10.234332,0.301290,1.014397,-0.030045,0.839321,-2.182466,0.016402
sh.600116,三峡水利,2023-10-26,2023-09-30,0.030453,2.033405,0.372428,1.037894,0.038744,0.777167,0.710546,0.070161
sh.600117,西宁特钢,2023-10-28,2023-09-30,,-10.817150,0.213036,0.819149,-0.430904,1.008490,1.205985,-0.354297
sh.600118,中国卫星,2023-10-31,2023-09-30,0.026339,2.271477,0.256453,0.760406,0.059461,1.045870,1.187137,0.047891
sh.600119,长江投资,2023-10-28,2023-09-30,-0.032148,4.013924,0.815303,1.255245,-0.007826,2.526138,-1.426657,0.002172
sh.600120,浙江东方,2023-10-28,2023-09-30,0.026616,2.406795,0.374485,1.516468,0.019473,0.651109,0.858164,0.034850
sh.600121,郑州煤电,2023-10-28,2023-09-30,-0.061369,8.542481,0.228938,-8.688899,0.003611,0.115539,0.411252,0.076006
sh.600123,兰花科创,2023-10-28,2023-09-30,0.112885,1.967671,0.306349,0.932655,0.200791,0.718309,0.958748,0.291561
sh.600125,铁龙物流,2023-10-31,2023-09-30,0.066551,1.402911,1.109602,0.995961,0.042925,0.729507,0.996361,0.059056
sh.600126,杭钢股份,2023-10-28,2023-09-30,0.004248,1.527764,1.282393,0.990674,0.002189,0.937999,-0.799751,-0.002918
sh.600127,金健米业,2023-10-31,2023-09-30,0.033030,2.705459,2.006065,1.008733,0.006033,0.705247,0.743853,0.011501
sh.600128,苏豪弘业,2023-10-31,2023-09-30,0.010138,2.601461,0.791251,0.495853,0.009933,1.090251,0.887486,0.010266
sh.600129,太极集团,2023-10-27,2023-09-30,0.220473,4.215364,0.840503,0.988093,0.062977,0.841683,0.910745,0.082156
sh.600130,波导股份,2023-10-31,2023-09-30,0.014524,1.193116,0.259991,0.653410,0.071655,0.958406,1.355636,0.055151
sh.600131,国网信通,2023-10-28,2023-09-30,0.059195,2.045089,0.332954,1.000000,0.086934,0.962420,1.039698,0.086879
sh.600132,重庆啤酒,2023-10-31,2023-09-30,0.640518,6.325475,0.981545,0.496162,0.207924,0.804157,1.015360,0.254649
sh.600133,东湖高新,2023-10-31,2023-09-30,0.031879,4.838437,0.298853,0.719313,0.030649,0.798558,0.842514,0.045555
sh.600135,乐凯胶片,2023-10-27,2023-09-30,0.001306,1.282355,0.440030,0.666008,0.003475,0.594420,0.560513,0.010430
sh.600136,ST明诚,2023-10-28,2023-09-30,,-0.466893,0.143895,0.986926,-5.210678,1.003072,1.098968,-4.726907
sh.600137,浪莎股份,2023-10-31,2023-09-30,0.021001,1.233207,0.355445,1.000000,0.047909,0.954846,1.210311,0.041456
sh.600138,中青旅,2023-10-31,2023-09-30,0.033676,2.901985,0.379003,0.664059,0.046108,0.680770,0.710506,0.095326
sh.600141,兴发集团,2023-10-28,2023-09-30,0.046128,2.104953,0.514563,0.954151,0.044634,0.751421,0.856245,0.069371
sh.600143,金发科技,2023-10-25,2023-09-30,0.029281,3.482984,0.595196,1.260097,0.011209,0.507652,0.515660,0.042819
sh.600148,长春一东,2023-10-27,2023-09-30,-0.024113,2.486749,0.447840,2.463860,-0.008788,3.164516,-0.176562,0.015728
sh.600149,廊坊发展,2023-10-28,2023-09-30,-0.077781,3.880323,0.180938,0.823980,-0.134449,1.024397,1.265052,-0.103748
sh.600150,中国船舶,2023-10-31,2023-09-30,0.054472,3.667668,0.287915,0.999087,0.051631,0.994469,1.623085,0.031987
sh.600151,航天机电,2023-10-31,2023-09-30,0.002136,2.124782,0.674430,1.253798,0.001189,0.460027,0.303230,0.008521
sh.600152,维科技术,2023-10-28,2023-09-30,-0.041993,1.801350,0.351601,0.896210,-0.073981,0.922860,1.022384,-0.078410
sh.600153,建发股份,2023-10-31,2023-09-30,0.196861,12.647275,0.750288,0.825879,0.025120,0.891437,0.968903,0.029084
sh.600155,华创云信,2023-10-31,2023-09-30,0.017022,2.628600,0.040581,0.985287,0.161960,0.702206,,
sh.600156,华升股份,2023-10-27,2023-09-30,-0.051281,2.188818,0.516536,0.690652,-0.065673,0.969937,1.116311,-0.060654
sh.600157,永泰能源,2023-10-26,2023-09-30,0.036158,2.338864,0.209241,0.934917,0.079029,0.717452,0.618819,0.178004
sh.600158,中体产业,2023-10-30,2023-09-30,-0.015616,2.911688,0.135895,-22.330676,0.001767,0.343742,-0.534601,-0.009618
sh.600159,大龙地产,2023-10-31,2023-09-30,0.001691,1.753064,0.134236,0.678661,0.010588,0.352769,1.400161,0.021437
sh.600160,巨化股份,2023-10-27,2023-09-30,0.048209,1.475899,0.700396,0.985595,0.047319,0.887089,0.993624,0.053684
sh.600161,天坛生物,2023-10-26,2023-09-30,0.096475,1.496889,0.292111,0.734836,0.300253,0.838010,1.025243,0.349470
sh.600162,香江控股,2023-10-31,2023-09-30,0.012132,3.529383,0.108632,2.656308,0.011912,0.126518,0.444400,0.211864
sh.600163,中闽能源,2023-10-31,2023-09-30,0.065666,1.948859,0.096816,0.927747,0.375134,0.853917,0.857055,0.512580
sh.600165,*ST宁科,2023-10-28,2023-09-30,-0.424151,6.177884,0.052565,0.888425,-1.470162,0.997540,1.694023,-0.869993
sh.600166,福田汽车,2023-10-31,2023-09-30,0.057030,3.655932,0.849305,1.045349,0.017570,0.887272,1.060971,0.018665
sh.600167,联美控股,2023-10-31,2023-09-30,0.061271,1.575902,0.130028,0.933126,0.320441,0.833183,1.190817,0.322970
sh.600168,武汉控股,2023-10-27,2023-09-30,0.061935,3.967078,0.112296,1.004657,0.138383,0.842918,0.536400,0.306062
sh.600169,太原重工,2023-10-28,2023-09-30,0.020182,6.248886,0.206436,0.689493,0.022691,0.837370,0.320575,0.084528
sh.600170,上海建工,2023-10-31,2023-09-30,0.031219,8.799628,0.610737,0.961769,0.006040,0.640596,0.552643,0.017061
sh.600171,上海贝岭,2023-10-24,2023-09-30,-0.031773,1.180393,0.294734,1.000000,-0.091327,0.784172,0.860270,-0.135379
sh.600172,黄河旋风,2023-10-30,2023-09-30,-0.117833,3.071361,0.151356,1.000000,-0.253476,0.975993,2.679277,-0.096933
sh.600173,卧龙地产,2023-10-24,2023-09-30,0.062889,1.701876,0.722932,0.991535,0.051552,0.772436,1.039874,0.064180
sh.600176,中国巨石,2023-10-24,2023-09-30,0.095621,1.811925,0.225496,0.964224,0.242714,0.853030,0.953607,0.298374
sh.600177,雅戈尔,2023-10-31,2023-09-30,0.071200,2.101895,0.093805,0.965507,0.374013,0.915636,0.930790,0.438846
sh.600178,东安动力,2023-10-28,2023-09-30,0.011786,3.023950,0.500666,0.969808,0.008027,1.091521,3.060153,0.002403
sh.600179,安通控股,2023-10-24,2023-09-30,0.040520,1.350073,0.408940,1.000000,0.073392,0.767358,0.943130,0.101410
sh.600180,瑞茂通,2023-10-27,2023-09-30,0.051550,4.059168,1.120089,0.989878,0.011454,0.879753,0.702793,0.018525
sh.600182,S佳通,2023-10-28,2023-09-30,0.117988,3.310446,0.837550,0.499135,0.085256,0.755016,0.961083,0.117492
sh.600183,生益科技,2023-10-27,2023-09-30,0.066168,1.849819,0.491330,1.012432,0.071908,0.914470,0.916224,0.085824
sh.600184,光电股份,2023-10-27,2023-09-30,0.017535,1.661046,0.361121,1.000000,0.029232,0.871874,1.548664,0.021650
sh.600185,格力地产,2023-10-28,2023-09-30,-0.050652,4.770590,0.092207,0.996343,-0.115572,1.187711,-2.066233,0.047094
sh.600186,莲花控股,2023-10-16,2023-09-30,0.065033,1.680866,0.660297,0.976759,0.059990,0.756470,1.110898,0.071385
sh.600187,国中水务,2023-10-28,2023-09-30,0.021066,1.202219,0.044367,1.030268,0.383345,0.875340,0.826015,0.530182
sh.600188,兖矿能源,2023-10-28,2023-09-30,0.195938,3.998571,0.426219,0.743883,0.154552,0.736896,0.915180,0.229172
sh.600189,泉阳泉,2023-10-27,2023-09-30,0.022515,2.934678,0.193185,0.617199,0.064344,0.725682,0.558298,0.158816
sh.600190,ST锦港,2023-10-28,2023-09-30,0.006787,2.634029,0.125286,1.069925,0.019223,0.763423,0.147819,0.170345
sh.600191,华资实业,2023-10-31,2023-09-30,0.018653,1.307614,0.216265,1.000000,0.065961,0.793739,0.830150,0.100104
sh.600192,长城电工,2023-10-28,2023-09-30,-0.033822,3.245222,0.328373,0.887512,-0.035761,1.006603,2.781897,-0.012771
sh.600193,创兴资源,2023-10-30,2023-09-30,-0.024021,2.295598,0.194426,1.000000,-0.053819,0.892596,1.223188,-0.049293
sh.600195,中牧股份,2023-10-31,2023-09-30,0.073386,1.540285,0.499179,1.092255,0.087384,0.861333,0.981775,0.103336
sh.600196,复星医药,2023-10-31,2023-09-30,0.050453,2.408030,0.281741,0.860298,0.086443,0.806027,0.828393,0.129462
sh.600197,伊力特,2023-10-28,2023-09-30,0.062102,1.270398,0.350808,0.975038,0.142914,0.736238,0.960847,0.202024
sh.600198,大唐电信,2023-10-27,2023-09-30,-0.292563,7.990452,0.163717,1.068364,-0.209332,0.909764,1.024570,-0.224577
sh.600199,金种子酒,2023-10-28,2023-09-30,-0.013794,1.341726,0.316472,1.056530,-0.030748,1.247688,0.815382,-0.030224
sh.600200,江苏吴中,2023-10-31,2023-09-30,0.006036,2.251533,0.367927,1.157602,0.006294,0.760126,0.187674,0.044123
sh.600201,生物股份,2023-10-31,2023-09-30,0.055463,1.268622,0.184848,1.008927,0.234422,0.863944,1.142961,0.237401
sh.600202,哈空调,2023-10-31,2023-09-30,0.028612,3.250575,0.396864,0.968585,0.022898,0.927856,0.584661,0.042210
sh.600203,福日电子,2023-10-27,2023-09-30,-0.058631,3.666343,0.917551,1.052406,-0.016561,1.031236,2.590684,-0.006199
sh.600206,有研新材,2023-10-19,2023-09-30,0.038169,1.571454,1.446468,1.026478,0.016359,0.795376,0.893198,0.023027
sh.600207,安彩高科,2023-10-28,2023-09-30,0.011386,2.276990,0.565194,0.512068,0.017277,0.624605,0.682514,0.040528
sh.600208,衢州发展,2023-10-31,2023-09-30,0.046200,2.949978,0.029826,1.013757,0.517954,0.930360,0.645369,0.862645
sh.600210,紫江企业,2023-10-31,2023-09-30,0.081313,2.220909,0.595393,0.916243,0.067114,0.815464,0.909061,0.090534
sh.600211,西藏药业,2023-10-27,2023-09-30,0.266014,1.371655,0.536913,0.990529,0.364661,0.904522,1.019974,0.395258
sh.600212,绿能慧充,2023-10-31,2023-09-30,0.067515,2.245646,0.617654,1.046397,0.046518,1.005472,0.965078,0.047938
sh.600215,派斯林,2023-10-28,2023-09-30,0.065915,2.122101,0.384775,1.000000,0.080726,0.756439,0.870635,0.122576
sh.600216,浙江医药,2023-10-26,2023-09-30,0.032103,1.333034,0.469643,1.666090,0.030778,0.673910,0.968607,0.047151
sh.600217,中再资环,2023-10-19,2023-09-30,0.021025,2.863998,0.372336,1.001716,0.019683,1.598667,0.238318,0.051662
sh.600218,全柴动力,2023-10-28,2023-09-30,0.023744,1.848985,0.666315,1.047733,0.018395,0.931607,1.316926,0.014993
sh.600219,南山铝业,2023-10-28,2023-09-30,0.046414,1.460407,0.321822,0.885646,0.111507,0.923839,1.007795,0.119766
sh.600221,海航控股,2023-10-31,2023-09-30,0.358822,56.204238,0.337042,1.063187,0.017816,1.025777,0.214701,0.080897
sh.600222,太龙药业,2023-10-27,2023-09-30,-0.011204,2.296755,0.415842,0.867099,-0.013529,0.929996,-1.343777,0.010826
sh.600223,福瑞达,2023-10-28,2023-09-30,0.062055,9.040672,0.097896,0.788910,0.088877,0.878788,0.900908,0.112260
sh.600225,退市卓朗,2023-10-31,2023-09-30,0.021019,2.969813,0.082039,1.607791,0.053658,1.379642,0.225423,0.172532
sh.600226,亨通股份,2023-10-28,2023-09-30,0.051115,1.142508,0.121228,1.017332,0.362763,0.909347,1.018613,0.391637
sh.600227,赤天化,2023-10-28,2023-09-30,-0.092007,1.746270,0.357713,0.983831,-0.149712,0.939935,1.105025,-0.144141
sh.600228,返利科技,2023-10-28,2023-09-30,-0.015404,1.253854,0.186336,1.000000,-0.065930,1.119817,0.698635,-0.084272
sh.600229,城市传媒,2023-10-31,2023-09-30,0.083585,1.356518,0.470382,1.003529,0.130534,0.985131,1.038934,0.127538
sh.600230,沧州大化,2023-10-28,2023-09-30,0.052369,1.748432,0.534349,0.983547,0.056991,0.971640,0.898589,0.065273
sh.600231,凌钢股份,2023-10-28,2023-09-30,-0.025072,2.049068,0.944023,1.000000,-0.012961,0.758696,0.974376,-0.017533
sh.600232,金鹰股份,2023-10-27,2023-09-30,0.027865,1.609677,0.578809,0.867763,0.034466,0.845852,0.912578,0.044650
sh.600233,圆通速递,2023-10-27,2023-09-30,0.096751,1.465734,1.011881,0.986854,0.066102,0.782723,1.010523,0.083572
sh.600234,*ST科新,2023-10-28,2023-09-30,-0.034556,1.404395,0.088817,1.000005,-0.277035,1.000000,0.932517,-0.297083
sh.600235,民丰特纸,2023-10-27,2023-09-30,0.019241,1.577669,0.530615,1.000000,0.022985,1.000000,0.646290,0.035564
sh.600236,桂冠电力,2023-10-28,2023-09-30,0.060000,2.407665,0.133630,0.858464,0.217235,0.875904,0.779971,0.317977
sh.600237,铜峰电子,2023-10-21,2023-09-30,0.039021,1.460469,0.377022,1.071354,0.066146,1.018175,0.980149,0.066281
sh.600238,海南椰岛,2023-10-28,2023-09-30,-0.194055,3.428495,0.139122,0.934690,-0.435270,0.897677,1.243528,-0.389926
sh.600239,云南城投,2023-10-28,2023-09-30,0.082092,8.542041,0.093263,0.976978,0.105473,0.839935,0.488925,0.256835
sh.600241,时代万恒,2023-10-31,2023-09-30,0.040594,1.249529,0.375875,0.849279,0.101771,0.980565,1.146116,0.090556
sh.600243,青海华鼎,2023-10-28,2023-09-30,-0.032284,1.494082,0.206866,0.921186,-0.113392,1.000004,1.108325,-0.102309
sh.600246,万通发展,2023-10-28,2023-09-30,-0.028473,1.571763,0.038712,0.982844,-0.476121,0.989998,1.429826,-0.336356
sh.600248,陕建股份,2023-10-31,2023-09-30,0.126717,13.389022,0.388065,0.841489,0.028982,0.858749,0.800301,0.042171
sh.600249,两面针,2023-10-27,2023-09-30,0.018335,1.202118,0.265267,0.974064,0.059029,0.812534,2.124925,0.034189
sh.600250,南京商旅,2023-10-30,2023-09-30,0.065367,3.015089,0.354390,0.452449,0.135210,0.724057,0.897200,0.208136
sh.600251,冠农股份,2023-10-27,2023-09-30,0.183909,1.948726,0.511520,0.823871,0.223939,0.949230,0.980026,0.240724
sh.600252,中恒集团,2023-10-28,2023-09-30,0.018345,1.783516,0.184917,2.095724,0.026541,0.840474,11.393622,0.002772
sh.600255,鑫科材料,2023-10-21,2023-09-30,-0.025005,2.749629,0.584567,1.009855,-0.015405,1.090424,1.906855,-0.007409
sh.600256,广汇能源,2023-10-27,2023-09-30,0.168188,2.105603,0.816270,1.025635,0.095410,0.789468,0.885333,0.136506
sh.600257,大湖股份,2023-10-31,2023-09-30,0.002658,2.430757,0.406696,0.116697,0.023038,0.856679,0.599428,0.044864
sh.600258,首旅酒店,2023-10-30,2023-09-30,0.063673,2.361797,0.232740,0.965503,0.119973,0.738290,0.757375,0.214559
sh.600259,广晟有色,2023-10-31,2023-09-30,0.047200,2.306791,1.913390,0.953602,0.011214,0.799220,0.790690,0.017746
sh.600261,阳光照明,2023-10-17,2023-09-30,0.040336,1.524541,0.424895,0.979890,0.063546,0.809974,1.046958,0.074936
sh.600262,北方股份,2023-10-24,2023-09-30,0.066113,2.274775,0.546426,0.833542,0.063810,0.791642,1.048738,0.076859
sh.600265,景谷林业,2023-10-31,2023-09-30,0.019532,4.805404,0.563410,0.146553,0.049227,1.036693,0.622078,0.076333
sh.600266,城建发展,2023-10-31,2023-09-30,0.024602,5.745853,0.114894,0.985071,0.037831,0.712749,0.814780,0.065143
sh.600267,海正药业,2023-10-28,2023-09-30,0.054857,2.215720,0.471274,0.966554,0.054352,0.814248,0.795342,0.083928
sh.600268,国电南自,2023-10-27,2023-09-30,0.019800,3.284168,0.534037,0.266061,0.042432,0.804742,0.943644,0.055876
sh.600269,赣粤高速,2023-10-27,2023-09-30,0.062985,2.024243,0.149889,0.935792,0.221833,0.724627,0.844405,0.362544
sh.600271,航天信息,2023-10-31,2023-09-30,0.032471,1.654469,0.426879,0.556145,0.082669,0.819418,1.042769,0.096749
sh.600272,开开实业,2023-10-28,2023-09-30,0.034568,2.088121,0.514593,1.069622,0.030076,0.655127,1.005448,0.045660
