code,stock_name,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.601021,春秋航空,2023-10-31,2023-09-30,0.178884,0.189847,0.210112,2677359925.000000,1.409024,,978548805.00,978548805.00
sh.601022,宁波远洋,2023-10-27,2023-09-30,0.074214,0.116504,0.170397,386419132.230000,0.394153,,1308633334.00,130863334.00
sh.601028,玉龙股份,2023-10-28,2023-09-30,0.124258,0.049967,0.102373,363815211.900000,0.660478,,783025760.00,783025760.00
sh.601033,永兴股份,2023-12-29,2023-09-30,0.084018,0.248535,0.486707,673846634.640000,0.939485,2677673882.270000,750000000.00,
sh.601038,一拖股份,2023-10-28,2023-09-30,0.170233,0.106608,0.165625,1092324002.620000,0.863655,,1123645275.00,593910000.00
sh.601058,赛轮轮胎,2023-10-30,2023-09-30,0.155860,0.110644,0.254572,2103522865.700000,0.734554,,3120051053.00,3120051053.00
sh.601059,信达证券,2023-10-28,2023-09-30,0.070106,0.414056,,1133954912.700000,0.490257,,3243000000.00,324300000.00
sh.601061,中信金属,2023-10-28,2023-09-30,0.097227,0.016593,0.017779,1572705063.640000,0.388645,,4900000000.00,486115605.00
sh.601065,江盐集团,2023-10-27,2023-09-30,0.116668,0.166899,0.358533,368353406.780000,0.676723,,642776079.00,155196855.00
sh.601066,中信建投,2023-10-27,2023-09-30,0.060006,0.310179,,5702258416.520000,0.871856,,7756694797.00,3811362018.00
sh.601068,中铝国际,2023-10-28,2023-09-30,-0.111404,-0.049281,0.108514,-741154250.000000,-0.272114,,2959066667.00,2559590667.00
sh.601069,西部黄金,2023-10-28,2023-09-30,-0.013599,-0.019831,0.078529,-63924656.270000,0.050159,,922853531.00,672363636.00
sh.601077,渝农商行,2023-10-28,2023-09-30,0.085152,0.463215,,10144182000.000000,0.967563,,11357000000.00,8834447324.00
sh.601083,锦江航运,2023-11-16,2023-09-30,0.116012,0.178340,0.270568,705539149.720000,0.946459,3872274927.920000,1100000000.00,
sh.601086,国芳集团,2023-10-28,2023-09-30,0.081603,0.173916,0.469040,128553835.170000,0.296885,,666000000.00,666000000.00
sh.601088,中国神华,2023-10-28,2023-09-30,0.122091,0.222924,0.351404,56281000000.000000,2.956587,,19868519955.00,16491037955.00
sh.601089,福元医药,2023-10-27,2023-09-30,0.116277,0.155522,0.672663,383031171.230000,1.014953,,480000000.00,205346413.00
sh.601096,宏盛华源,2023-12-05,2023-09-30,0.028537,0.013526,0.073016,88993807.020000,0.062565,,2006366316.00,
sh.601098,中南传媒,2023-10-28,2023-09-30,0.083931,0.140436,0.421295,1293035152.790000,0.870773,,1796000000.00,1796000000.00
sh.601099,太平洋,2023-10-28,2023-09-30,0.026831,0.242657,,251137892.480000,-0.021209,,6816316370.00,6816316370.00
sh.601100,恒立液压,2023-10-31,2023-09-30,0.133607,0.276822,0.401937,1756261553.410000,1.750441,,1340820992.00,1340820992.00
sh.601101,昊华能源,2023-10-30,2023-09-30,0.093043,0.247582,0.520519,1515247373.500000,0.573582,,1439997926.00,1439997926.00
sh.601106,中国一重,2023-10-31,2023-09-30,0.004379,0.003556,0.091396,53112287.130000,0.012381,,6857782927.00,6857782927.00
sh.601107,四川成渝,2023-10-27,2023-09-30,0.066994,0.147403,0.298286,1178037304.040000,0.435677,,3058060000.00,2162740000.00
sh.601108,财通证券,2023-10-28,2023-09-30,0.044941,0.302801,,1500288690.200000,0.417605,,4643738762.00,4643738762.00
sh.601111,中国国航,2023-10-27,2023-09-30,0.025257,0.011252,0.076962,1186837000.000000,-0.600268,,16200792838.00,11023584324.00
sh.601113,华鼎股份,2023-10-28,2023-09-30,0.045934,0.024739,0.183022,156754624.390000,0.200958,,1104152226.00,1104152226.00
sh.601116,三江购物,2023-10-31,2023-09-30,0.032657,0.035265,0.272143,102584513.730000,0.275191,,547678400.00,547678400.00
sh.601117,中国化学,2023-10-28,2023-09-30,0.068557,0.030740,0.082166,4028059886.500000,0.886821,,6109470588.00,6049510588.00
sh.601118,海南橡胶,2023-10-28,2023-09-30,-0.057462,-0.025090,0.023493,-623243022.230000,-0.078207,,4279427797.00,4279427797.00
sh.601121,宝地矿业,2023-10-27,2023-09-30,0.066532,0.362744,0.381610,197822875.060000,0.227709,,800000000.00,200000000.00
sh.601126,四方股份,2023-10-31,2023-09-30,0.128396,0.123294,0.362947,522346985.660000,0.769952,,813172000.00,813172000.00
sh.601127,赛力斯,2023-10-28,2023-09-30,-0.221709,-0.206884,0.067613,-3450856058.190000,-2.289499,,1507370567.00,1507370567.00
sh.601128,常熟银行,2023-10-27,2023-09-30,0.106937,0.360987,,2714766000.000000,1.161144,,2740882786.00,2643371958.00
sh.601133,柏诚股份,2023-10-28,2023-09-30,0.074905,0.059138,0.126538,149792317.690000,0.405135,,522500000.00,126095216.00
sh.601136,首创证券,2023-10-28,2023-09-30,0.038015,0.354388,,459907503.600000,0.206209,,2733333800.00,273333800.00
sh.601137,博威合金,2023-10-28,2023-09-30,0.124280,0.063132,0.143554,790687347.120000,1.159240,,781865870.00,779465870.00
sh.601138,工业富联,2023-10-31,2023-09-30,0.103020,0.041043,0.079582,13495792000.000000,1.095442,,19865842010.00,19831778695.00
sh.601139,深圳燃气,2023-10-27,2023-09-30,0.081092,0.053373,0.154913,1237889928.360000,0.509486,,2876730494.00,2876730494.00
sh.601155,新城控股,2023-10-28,2023-09-30,0.041048,0.037163,0.182466,2648972245.000000,0.231752,,2255622856.00,2255622856.00
sh.601156,东航物流,2023-10-31,2023-09-30,0.118301,0.133813,0.211270,1904349903.090000,1.485743,,1587555556.00,801715556.00
sh.601158,重庆水务,2023-10-28,2023-09-30,0.084063,0.249904,0.356896,1449256821.440000,0.347516,,4800000000.00,4800000000.00
sh.601162,天风证券,2023-10-31,2023-09-30,0.018097,0.221647,,575591646.090000,-0.131153,,8665757464.00,8665757464.00
sh.601163,三角轮胎,2023-10-27,2023-09-30,0.087278,0.134387,0.214387,1057575930.270000,1.656114,,800000000.00,800000000.00
sh.601166,兴业银行,2023-10-31,2023-09-30,0.084942,0.404325,,65216000000.000000,4.069164,,20774289934.00,20774289934.00
sh.601168,西部矿业,2023-10-21,2023-09-30,0.141008,0.102011,0.188160,3288173476.000000,1.369436,,2383000000.00,2383000000.00
sh.601169,北京银行,2023-10-31,2023-09-30,0.064062,0.408553,,20321000000.000000,1.212317,,21142984272.00,21142984272.00
sh.601177,杭齿前进,2023-10-27,2023-09-30,0.078387,0.124087,0.244321,177801487.730000,0.593813,,400060000.00,400060000.00
sh.601179,中国西电,2023-10-28,2023-09-30,0.024533,0.045913,0.167454,626535659.200000,0.129384,,5125882352.00,5125882352.00
sh.601186,中国铁建,2023-10-31,2023-09-30,0.064900,0.029018,0.091653,23402347000.000000,2.009915,,13579541500.00,11503245500.00
sh.601187,厦门银行,2023-10-31,2023-09-30,0.077231,0.498895,,2141917000.000000,1.049375,,2639127888.00,1191217875.00
sh.601188,龙江交通,2023-10-27,2023-09-30,0.039790,0.391376,0.471021,187508038.660000,0.109795,,1315878571.00,1315878571.00
sh.601198,东兴证券,2023-10-31,2023-09-30,0.017826,0.156411,,470436557.950000,0.136073,,3232445520.00,3232445520.00
sh.601199,江南水务,2023-10-27,2023-09-30,0.071593,0.264433,0.440412,256008039.900000,0.361881,,935210292.00,935210292.00
sh.601200,上海环境,2023-10-31,2023-09-30,0.045239,0.130481,0.294838,563536850.120000,0.479698,,1121858543.00,1121858543.00
sh.601208,东材科技,2023-10-19,2023-09-30,0.069876,0.103914,0.192066,293644354.150000,0.411243,,917715123.00,896781623.00
sh.601211,国泰君安,2023-10-31,2023-09-30,0.053321,0.334889,,9051858631.000000,1.314805,,8904610816.00,7452618576.00
sh.601212,白银有色,2023-10-28,2023-09-30,-0.003379,0.005603,0.036665,389782935.990000,0.034909,,7404774511.00,7404774511.00
sh.601216,君正集团,2023-10-31,2023-09-30,0.083297,0.160351,0.246874,2268139600.390000,0.427031,,8438017390.00,8438017390.00
sh.601218,吉鑫科技,2023-10-31,2023-09-30,0.033037,0.095562,0.228771,93348463.190000,0.156611,,977095932.00,976003236.00
sh.601222,林洋能源,2023-10-27,2023-09-30,0.056572,0.183074,0.318971,869559990.100000,0.472352,,2060169156.00,2060169156.00
sh.601225,陕西煤业,2023-10-28,2023-09-30,0.171253,0.214714,0.372670,27361588341.470000,2.281391,,9695000000.00,9695000000.00
sh.601226,华电科工,2023-10-27,2023-09-30,0.019759,0.020173,0.148910,79434094.070000,0.207348,,1166660000.00,1158828000.00
sh.601228,广州港,2023-10-31,2023-09-30,0.044643,0.109445,0.244116,1062556517.100000,0.139932,,7544531351.00,6531017838.00
sh.601229,上海银行,2023-10-27,2023-09-30,0.076537,0.442283,,17369772000.000000,1.580793,,14206667801.00,13847617083.00
sh.601231,环旭电子,2023-10-26,2023-09-30,0.086820,0.032341,0.097343,1392512772.100000,1.033400,,2207706196.00,2181766224.00
sh.601233,桐昆股份,2023-10-28,2023-09-30,0.025724,0.014979,0.061073,924830178.040000,-0.372443,,2411119493.00,2287531037.00
sh.601236,红塔证券,2023-10-31,2023-09-30,0.009375,0.227850,,199561245.060000,0.048294,,4716787742.00,4716787742.00
sh.601238,广汽集团,2023-10-27,2023-09-30,0.039444,0.042670,0.069379,4167018168.000000,0.430761,,10485700725.00,7330716569.00
sh.601279,英利汽车,2023-10-31,2023-09-30,0.017327,0.016564,0.112511,64649122.000000,0.088063,,1494253157.00,195440185.00
sh.601288,农业银行,2023-10-28,2023-09-30,0.075622,0.389586,,207789000000.000000,0.768489,,349983033873.00,319244210777.00
sh.601298,青岛港,2023-10-28,2023-09-30,0.098826,0.311129,0.360224,4249554375.000000,0.749378,,6491100000.00,5392075000.00
sh.601311,骆驼股份,2023-10-26,2023-09-30,0.044379,0.038925,0.145991,401385255.810000,0.487073,,1173146118.00,1173146118.00
sh.601318,中国平安,2023-10-28,2023-09-30,0.099417,0.153362,,108111000000.000000,4.314497,,18210234607.00,10762657695.00
sh.601319,中国人保,2023-10-31,2023-09-30,0.088767,0.065907,,27593000000.000000,0.466873,,44223990583.00,35497756583.00
sh.601326,秦港股份,2023-10-28,2023-09-30,0.072561,0.249739,0.387646,1339136348.040000,0.265111,,5587412000.00,4757559000.00
sh.601328,交通银行,2023-10-28,2023-09-30,0.066353,0.350346,,69680000000.000000,1.258034,,74262726645.00,39250864015.00
sh.601330,绿色动力,2023-10-31,2023-09-30,0.071252,0.184975,0.382068,562700388.060000,0.495198,,1393450526.00,989090734.00
sh.601333,广深铁路,2023-10-31,2023-09-30,0.039447,0.053158,0.079223,1019496764.000000,0.002576,,7083537000.00,5652237000.00
sh.601336,新华保险,2023-10-28,2023-09-30,0.090362,0.154296,,9544000000.000000,2.587556,,3119546600.00,2085439340.00
sh.601339,百隆东方,2023-10-28,2023-09-30,0.055029,0.108595,0.107472,552952905.150000,0.718328,,1500000000.00,1500000000.00
sh.601360,三六零,2023-10-28,2023-09-30,-0.011657,-0.056063,0.612873,-377748000.000000,-0.085054,,7145363197.00,7145363197.00
sh.601366,利群股份,2023-10-28,2023-09-30,0.006697,0.004557,0.320543,27118411.860000,-0.191100,,849625652.00,841837550.00
sh.601368,绿城水务,2023-10-24,2023-09-30,0.029001,0.078694,0.375290,136182789.330000,0.152849,,882973077.00,882973077.00
sh.601369,陕鼓动力,2023-10-28,2023-09-30,0.087458,0.108545,0.233973,789047868.780000,0.510089,,1727594779.00,1675068092.00
sh.601375,中原证券,2023-10-28,2023-09-30,0.015025,0.136640,,201831266.450000,0.045680,,4642884700.00,3447519700.00
sh.601377,兴业证券,2023-10-28,2023-09-30,0.030061,0.243358,,2155275954.870000,0.282275,,8635987294.00,8635987294.00
sh.601388,怡球资源,2023-10-28,2023-09-30,0.029190,0.024165,0.084806,124110292.220000,0.097791,,2201254956.00,2201222616.00
sh.601390,中国中铁,2023-10-31,2023-09-30,0.077008,0.029810,0.090886,26319856000.000000,1.304206,,24752195983.00,20363539283.00
sh.601398,工商银行,2023-10-28,2023-09-30,0.075141,0.414467,,269929000000.000000,1.017350,,356406257089.00,269612212539.00
sh.601399,国机重装,2023-10-31,2023-09-30,0.025590,0.046410,0.130461,377265815.870000,0.060519,,7213555890.00,7213555890.00
sh.601456,国联证券,2023-10-28,2023-09-30,0.041957,0.289445,,725700550.970000,0.300352,,2831773168.00,2389133168.00
sh.601500,通用股份,2023-10-28,2023-09-30,0.032646,0.043133,0.139155,158713284.010000,0.096705,,1579452735.00,1568240045.00
sh.601512,中新集团,2023-10-28,2023-09-30,0.075741,0.465513,0.489594,1215854008.070000,1.071171,,1498890000.00,1498890000.00
sh.601515,东峰集团,2023-10-31,2023-09-30,0.041763,0.116247,0.239016,246393095.720000,0.130849,,1842962023.00,1842962023.00
sh.601518,吉林高速,2023-10-27,2023-09-30,0.083947,0.446342,0.642143,418599608.320000,0.247113,,1890553169.00,1890553169.00
sh.601519,大智慧,2023-10-27,2023-09-30,0.132895,0.413741,0.580770,226718258.600000,0.113999,,2019422800.00,2003865600.00
sh.601528,瑞丰银行,2023-10-31,2023-09-30,0.081275,0.439517,,1273351000.000000,0.871284,,1962161395.00,788936612.00
sh.601555,东吴证券,2023-10-31,2023-09-30,0.045110,0.217905,,1751103357.020000,0.448384,,5007502651.00,5007502651.00
sh.601566,九牧王,2023-10-27,2023-09-30,0.025364,0.041607,0.634128,88950117.420000,0.205829,,574637150.00,574637150.00
sh.601567,三星医疗,2023-10-26,2023-09-30,0.148062,0.179778,0.336189,1498941843.850000,1.229288,,1412070071.00,1394913253.00
sh.601568,北元集团,2023-10-28,2023-09-30,0.032213,0.051445,0.134522,430150879.790000,0.125165,,3972222224.00,2545778890.00
sh.601577,长沙银行,2023-10-27,2023-09-30,0.093493,0.326414,,6120734000.000000,1.816219,,4021553754.00,4020596589.00
sh.601579,会稽山,2023-10-27,2023-09-30,0.028207,0.113468,0.435632,106114826.020000,0.309898,,479463409.00,479463409.00
sh.601588,北辰实业,2023-10-31,2023-09-30,0.002129,-0.002634,0.213764,-27634849.000000,-0.225913,,3367020000.00,2660000000.00
sh.601595,上海电影,2023-10-31,2023-09-30,0.077314,0.223513,0.255172,140682870.620000,-0.123340,,448200000.00,448200000.00
sh.601598,中国外运,2023-10-27,2023-09-30,0.088419,0.045319,0.060497,3297999062.410000,0.501111,,7294216875.00,5255916875.00
sh.601599,浙文影业,2023-10-25,2023-09-30,0.087047,0.050398,0.147049,118980290.190000,0.097263,,1160542453.00,892724964.00
sh.601600,中国铝业,2023-10-26,2023-09-30,0.094317,0.048834,0.113290,9200552000.000000,0.241575,,17161591551.00,13078706983.00
sh.601601,中国太保,2023-10-28,2023-09-30,0.099146,0.092527,,23680000000.000000,1.781745,,9620341455.00,6845041455.00
sh.601606,长城军工,2023-10-26,2023-09-30,0.003591,0.009241,0.236052,8698124.590000,0.145173,,724228400.00,724228400.00
sh.601607,上海医药,2023-10-28,2023-09-30,0.056011,0.025081,0.121324,4953768221.760000,1.242139,,3703301054.00,1931519954.00
sh.601608,中信重工,2023-10-27,2023-09-30,0.034329,0.039129,0.188760,273317857.480000,0.050372,,4339419293.00,4339419293.00
sh.601609,金田股份,2023-10-28,2023-09-30,0.049231,0.004819,0.021577,395947882.140000,0.272154,,1478885355.00,1472386605.00
sh.601611,中国核建,2023-10-31,2023-09-30,0.052967,0.024714,0.102353,1942334950.680000,0.622805,,3018871244.00,2922645905.00
sh.601615,明阳智能,2023-10-28,2023-09-30,0.043337,0.060361,0.157846,1265026165.740000,0.491830,,2271983706.00,2262508506.00
sh.601616,广电电气,2023-10-28,2023-09-30,0.006627,0.053088,0.303974,29595613.550000,0.002977,,935575000.00,935575000.00
sh.601618,中国中冶,2023-10-27,2023-09-30,0.061053,0.022467,0.092240,10499361000.000000,0.566735,,20723619170.00,17852619170.00
sh.601619,嘉泽新能,2023-10-31,2023-09-30,0.106544,0.355879,0.625502,650983783.330000,0.311237,,2434365760.00,2420637760.00
sh.601628,中国人寿,2023-10-27,2023-09-30,0.036921,0.024392,,17302000000.000000,0.610868,,28264705000.00,20823530000.00
sh.601633,长城汽车,2023-10-28,2023-09-30,0.076286,0.041816,0.188437,4997210142.310000,0.600323,,8496276499.00,6166061539.00
sh.601636,旗滨集团,2023-10-14,2023-09-30,0.097156,0.111586,0.233635,1248042209.780000,0.488719,,2683501346.00,2683501346.00
sh.601658,邮储银行,2023-10-28,2023-09-30,0.087060,0.291271,,75766000000.000000,0.877663,,99161076038.00,67122395200.00
sh.601665,齐鲁银行,2023-10-28,2023-09-30,0.080734,0.326262,,2968153000.000000,0.872583,,4580972284.00,2319789774.00
sh.601666,平煤股份,2023-10-11,2023-09-30,0.134766,0.144766,0.308927,3343519526.100000,1.787003,,2313876265.00,2301590665.00
sh.601668,中国建筑,2023-10-27,2023-09-30,0.109044,0.033961,0.089280,56756317000.000000,1.218221,,41919514444.00,41320390444.00
sh.601669,中国电建,2023-10-31,2023-09-30,0.060463,0.029233,0.123003,12296359538.030000,0.714748,,17226159334.00,13071525850.00
sh.601677,明泰铝业,2023-10-27,2023-09-30,0.086167,0.059747,0.114477,1162426627.500000,1.302977,,1105195612.00,1005195612.00
sh.601678,滨化股份,2023-10-28,2023-09-30,0.024676,0.054037,0.179685,293685282.590000,0.215819,,2058036276.00,2058036276.00
sh.601686,友发集团,2023-10-25,2023-09-30,0.067838,0.009149,0.028077,423186108.380000,0.463675,,1429709650.00,570239050.00
sh.601688,华泰证券,2023-10-31,2023-09-30,0.056859,0.359493,,9788727419.280000,1.412355,,9074663335.00,7326339263.00
sh.601689,拓普集团,2023-10-31,2023-09-30,0.126009,0.113299,0.226131,1603368405.270000,1.895121,,1102049055.00,1102049055.00
sh.601696,中银证券,2023-10-27,2023-09-30,0.048340,0.367952,,811134076.770000,0.306643,,2778000000.00,2778000000.00
sh.601698,中国卫通,2023-10-31,2023-09-30,0.026637,0.280132,0.347724,521534891.020000,0.189490,,4224385412.00,4224385412.00
sh.601699,潞安环能,2023-10-27,2023-09-30,0.149133,0.246908,0.499304,8151168278.220000,4.068169,,2991409200.00,2991409200.00
sh.601700,风范股份,2023-10-31,2023-09-30,0.015244,0.017810,0.096935,39726922.710000,0.034090,,1142246700.00,1142246700.00
sh.601702,华峰铝业,2023-10-27,2023-09-30,0.165264,0.099094,0.163034,663339557.010000,0.813692,,998530600.00,998530600.00
sh.601717,郑煤机,2023-10-31,2023-09-30,0.132219,0.096915,0.218705,2640038885.880000,1.709377,,1780517970.00,1526069770.00
sh.601718,际华集团,2023-10-25,2023-09-30,0.006395,0.014167,0.140966,113953428.160000,0.035465,,4391629404.00,4391629404.00
sh.601727,上海电气,2023-10-31,2023-09-30,0.015192,0.031015,0.179144,2417518000.000000,-0.085302,,15579809092.00,12655327092.00
sh.601728,中国电信,2023-10-21,2023-09-30,0.062202,0.071222,0.301161,27143011982.490000,0.329493,,91507138699.00,19590425382.00
sh.601766,中国中车,2023-10-28,2023-09-30,0.039601,0.056070,0.218246,8020024000.000000,0.410390,,28698864088.00,24327798048.00
sh.601777,力帆科技,2023-10-28,2023-09-30,0.006025,-0.031421,0.081775,-136062181.340000,0.014043,,4571523000.00,2250450000.00
sh.601778,晶科科技,2023-10-31,2023-09-30,0.027803,0.113901,0.413912,399011671.700000,0.083682,,3570950631.00,3570950631.00
sh.601788,光大证券,2023-10-27,2023-09-30,0.066431,0.565455,,4385151561.040000,0.898123,,4610787639.00,3906698839.00
sh.601789,宁波建工,2023-10-26,2023-09-30,0.048477,0.016220,0.083350,245900460.790000,0.330607,,1086798590.00,1086798590.00
sh.601798,蓝科高新,2023-10-28,2023-09-30,-0.037668,-0.063540,0.143131,-51885697.020000,-0.528881,,354528198.00,354528198.00
sh.601799,星宇股份,2023-10-26,2023-09-30,0.090219,0.108006,0.214913,781611397.780000,3.392188,,285679419.00,285679419.00
sh.601800,中国交建,2023-10-31,2023-09-30,0.056831,0.037851,0.112611,20731194564.000000,1.199833,,16263661425.00,11747235425.00
sh.601801,皖新传媒,2023-10-28,2023-09-30,0.085497,0.102827,0.222238,1005607662.260000,0.432376,,1989204737.00,1989204737.00
sh.601808,中海油服,2023-10-27,2023-09-30,0.056669,0.083357,0.161953,2459636044.000000,0.536144,,4771592000.00,2960468000.00
sh.601811,新华文轩,2023-10-31,2023-09-30,0.073380,0.122583,0.359699,979403597.710000,1.268190,,1233841000.00,791903900.00
sh.601816,京沪高铁,2023-10-31,2023-09-30,0.047355,0.280850,0.464675,8673074418.280000,0.166698,,49106484611.00,49106484611.00
sh.601818,光大银行,2023-10-31,2023-09-30,0.071385,0.337753,,37906000000.000000,0.776941,,59085551061.00,46406815561.00
sh.601825,沪农商行,2023-10-28,2023-09-30,0.098225,0.524317,,10703696000.000000,1.285235,,9644444445.00,4621763445.00
sh.601827,三峰环境,2023-10-28,2023-09-30,0.098853,0.226985,0.333468,1030240564.750000,0.753030,,1678268000.00,1678268000.00
sh.601828,美凯龙,2023-10-28,2023-09-30,-0.010572,-0.073296,0.580478,-635867934.460000,-0.259438,,4354732673.00,3613447039.00
sh.601838,成都银行,2023-10-27,2023-09-30,0.126304,0.488393,,8157321000.000000,3.001450,,3813932007.00,3805817129.00
sh.601857,中国石油,2023-10-31,2023-09-30,0.094427,0.064131,0.216996,146355000000.000000,0.880227,,183020977818.00,161922077818.00
sh.601858,中国科传,2023-10-28,2023-09-30,0.060532,0.158971,0.278232,296537827.670000,0.611167,,790500000.00,790500000.00
sh.601860,紫金银行,2023-10-31,2023-09-30,0.076511,0.397912,,1348940000.000000,0.457278,,3660978685.00,3507795048.00
sh.601865,福莱特,2023-10-31,2023-09-30,0.109281,0.124096,0.212287,1971233468.250000,1.100255,,2351323762.00,1694634461.00
sh.601866,中远海发,2023-10-31,2023-09-30,0.041603,0.114410,0.288591,1204454962.740000,0.103718,,13575938612.00,8234629789.00
sh.601868,中国能建,2023-10-28,2023-09-30,0.029730,0.020077,0.109490,5728126000.000000,0.160436,,41691163636.00,14222500963.00
sh.601869,长飞光纤,2023-10-31,2023-09-30,0.081733,0.082286,0.259783,825270755.000000,1.546584,,757905108.00,406338314.00
sh.601872,招商轮船,2023-10-31,2023-09-30,0.108435,0.200609,0.257495,3816092201.490000,0.611204,,8143641233.00,8143641233.00
sh.601877,正泰电器,2023-10-31,2023-09-30,0.080305,0.093763,0.228661,3996129307.070000,1.778199,,2148968976.00,2148968976.00
sh.601878,浙商证券,2023-10-31,2023-09-30,0.050479,0.108888,,1374377725.260000,0.471410,,3878190720.00,3878190720.00
sh.601880,辽港股份,2023-10-27,2023-09-30,0.027528,0.142714,0.296496,1233219238.120000,0.051250,,23987065816.00,18828349817.00
sh.601881,中国银河,2023-10-31,2023-09-30,0.059179,0.259128,,6603422794.600000,0.750878,,10552172031.00,6861187398.00
sh.601882,海天精工,2023-10-31,2023-09-30,0.218135,0.184883,0.295562,463552698.120000,1.138829,,522000000.00,522000000.00
sh.601886,江河集团,2023-10-31,2023-09-30,0.060522,0.033337,0.151754,470563094.130000,0.386831,,1133002060.00,1133002060.00
sh.601888,中国中免,2023-10-27,2023-09-30,0.102905,0.106677,0.317469,5423157058.160000,2.710922,,2068859044.00,1952475544.00
sh.601890,亚星锚链,2023-10-31,2023-09-30,0.052939,0.118621,0.279558,176769459.220000,0.238164,,959400000.00,959400000.00
sh.601898,中煤能源,2023-10-26,2023-09-30,0.121742,0.139295,0.242865,21759020000.000000,1.176656,,13258663400.00,9152000400.00
sh.601899,紫金矿业,2023-10-28,2023-09-30,0.168210,0.089206,0.151582,20072068108.000000,0.742210,,26326571240.00,20525299238.00
sh.601900,南方传媒,2023-10-27,2023-09-30,0.092794,0.119417,0.323138,769859422.160000,1.189999,,895876566.00,895876566.00
sh.601901,方正证券,2023-10-27,2023-09-30,0.044041,0.343371,,1946236418.540000,0.260379,,8232101395.00,8232101395.00
sh.601908,京运通,2023-10-27,2023-09-30,0.032222,0.041386,0.172609,330257821.350000,-0.018993,,2414602861.00,2414602861.00
sh.601916,浙商银行,2023-10-28,2023-09-30,0.073621,0.263856,,13111000000.000000,0.540113,,27464635963.00,21544435963.00
sh.601918,新集能源,2023-10-21,2023-09-30,0.154902,0.218749,0.405004,2120064612.630000,0.827603,,2590541800.00,2590541800.00
sh.601919,中远海控,2023-10-31,2023-09-30,0.109383,0.193216,0.190123,25998500568.250000,2.120219,,16172464597.00,12817684597.00
sh.601921,浙版传媒,2023-10-28,2023-09-30,0.067455,0.110645,0.259385,861097316.990000,0.666766,,2222222223.00,422221962.00
sh.601928,凤凰传媒,2023-10-28,2023-09-30,0.101243,0.187037,0.400675,1805116127.220000,0.832848,,2544900000.00,2544900000.00
sh.601929,吉视传媒,2023-10-28,2023-09-30,-0.033892,-0.192996,0.253763,-231654706.660000,-0.172135,,3301300911.00,3301300911.00
sh.601933,永辉超市,2023-10-28,2023-09-30,0.007084,-0.000317,0.216303,-19698249.590000,-0.201025,,9075036993.00,9075036993.00
sh.601939,建设银行,2023-10-27,2023-09-30,0.086112,0.434097,,255440000000.000000,1.326206,,250010977486.00,9593657606.00
sh.601949,中国出版,2023-10-31,2023-09-30,0.048475,0.107401,0.307328,417269218.420000,0.401169,,1903968054.00,1822500000.00
sh.601952,苏垦农发,2023-10-24,2023-09-30,0.084417,0.062019,0.126244,534624129.670000,0.546580,,1378000000.00,1378000000.00
sh.601956,东贝集团,2023-10-26,2023-09-30,0.056096,0.031390,0.137798,137564584.250000,0.294900,,622166300.00,322384398.00
sh.601958,金钼股份,2023-10-28,2023-09-30,0.168445,0.298567,0.479230,2643250837.670000,0.836269,,3226604400.00,3226604400.00
sh.601963,重庆银行,2023-10-28,2023-09-30,0.083284,0.439028,,4498965000.000000,1.409343,,3474558981.00,691411719.00
sh.601965,中国汽研,2023-10-24,2023-09-30,0.091142,0.233730,0.434437,589187121.550000,0.753089,,1004252587.00,982423847.00
sh.601966,玲珑轮胎,2023-10-24,2023-09-30,0.048396,0.066045,0.197027,959636628.000000,0.702405,,1473522713.00,1473522713.00
sh.601968,宝钢包装,2023-10-31,2023-09-30,0.053172,0.037551,0.094667,218411112.830000,0.229094,,1133039174.00,905132435.00
sh.601969,海南矿业,2023-10-28,2023-09-30,0.073959,0.129761,0.258549,480171410.000000,0.244177,,2037522809.00,2026557209.00
sh.601975,招商南油,2023-10-26,2023-09-30,0.149605,0.260830,0.331549,1212158782.440000,0.346798,,4852783848.00,4852783848.00
sh.601985,中国核电,2023-10-27,2023-09-30,0.104556,0.298623,0.482301,16749528175.740000,0.545643,,18883284867.00,18883284867.00
sh.601988,中国银行,2023-10-31,2023-09-30,0.070040,0.396287,,186503000000.000000,0.781680,,294387791241.00,210765514846.00
sh.601989,中国重工,2023-10-28,2023-09-30,-0.001327,-0.003950,0.087090,-119705182.540000,-0.049179,,22802035324.00,22083803282.00
sh.601990,南京证券,2023-10-28,2023-09-30,0.033964,0.322949,,572612926.790000,0.183930,,3686361034.00,3619930567.00
sh.601991,大唐发电,2023-10-27,2023-09-30,0.040075,0.045204,0.107581,4096335000.000000,0.089782,,18506710504.00,12396089106.00
sh.601992,金隅集团,2023-10-28,2023-09-30,0.000156,-0.005770,0.108166,-418877189.350000,-0.103582,,10677771134.00,8334158264.00
sh.601995,中金公司,2023-10-31,2023-09-30,0.045533,0.265129,,4630626560.000000,1.282926,,4827256868.00,929621281.00
sh.601996,丰林集团,2023-10-28,2023-09-30,0.027632,0.044569,0.095437,78812712.270000,0.066749,,1145622800.00,1145622800.00
sh.601997,贵阳银行,2023-10-28,2023-09-30,0.073029,0.380291,,4351487000.000000,1.635037,,3656198076.00,3569026389.00
sh.601998,中信银行,2023-10-27,2023-09-30,0.075190,0.334524,,52262000000.000000,1.356693,,48966865954.00,34084702977.00
