code,stock_name,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity
sh.600000,浦发银行,2023-10-28,2023-09-30,,,,0.046603,0.917826,12.169281
sh.600004,白云机场,2023-10-31,2023-09-30,0.653139,0.641155,0.390806,-0.051661,0.339215,1.513351
sh.600006,东风股份,2023-10-28,2023-09-30,1.516560,1.356027,0.651074,0.076050,0.543697,2.191528
sh.600007,中国国贸,2023-10-31,2023-09-30,1.984589,1.969463,1.817568,-0.129344,0.256687,1.345328
sh.600008,首创环保,2023-10-28,2023-09-30,0.973904,0.921722,0.200115,-0.053120,0.624681,2.664397
sh.600009,上海机场,2023-10-31,2023-09-30,1.745526,1.740074,1.362654,0.006092,0.397033,1.658466
sh.600010,包钢股份,2023-10-27,2023-09-30,0.620623,0.377428,0.121962,0.070954,0.599176,2.494863
sh.600011,华能国际,2023-10-25,2023-09-30,0.589916,0.520158,0.121145,-0.002777,0.700240,3.335997
sh.600012,皖通高速,2023-10-31,2023-09-30,2.811584,2.809374,2.635507,-0.051430,0.370770,1.589243
sh.600015,华夏银行,2023-10-28,2023-09-30,,,,0.073405,0.923767,13.117595
sh.600016,民生银行,2023-10-31,2023-09-30,,,,0.055954,0.915665,11.857443
sh.600017,日照港,2023-10-27,2023-09-30,0.363099,0.346647,0.164831,0.411365,0.597177,2.482482
sh.600018,上港集团,2023-10-31,2023-09-30,2.523300,1.941059,1.471367,0.041566,0.317944,1.466156
sh.600019,宝钢股份,2023-10-25,2023-09-30,1.347790,0.952530,0.318869,-0.124446,0.424010,1.736140
sh.600020,中原高速,2023-10-28,2023-09-30,0.919176,0.253820,0.128543,-0.028399,0.701428,3.349279
sh.600021,上海电力,2023-10-28,2023-09-30,0.829550,0.812433,0.210741,-0.031755,0.696705,3.297121
sh.600022,山东钢铁,2023-10-28,2023-09-30,0.525977,0.348686,0.242813,-0.037994,0.543062,2.188478
sh.600023,浙能电力,2023-10-28,2023-09-30,1.424115,1.186301,0.628946,0.348819,0.457857,1.844533
sh.600025,华能水电,2023-10-28,2023-09-30,0.174475,0.173069,0.068078,0.330870,0.642136,2.794354
sh.600026,中远海能,2023-10-27,2023-09-30,1.371760,1.219938,0.784745,0.037159,0.486718,1.948247
sh.600027,华电国际,2023-10-31,2023-09-30,0.534939,0.462985,0.133919,-0.056275,0.617580,2.614927
sh.600028,中国石化,2023-10-27,2023-09-30,0.898705,0.512351,0.261818,0.005126,0.542473,2.185662
sh.600029,南方航空,2023-10-28,2023-09-30,0.223539,0.210186,0.107624,0.019011,0.811033,5.291919
sh.600030,中信证券,2023-10-31,2023-09-30,,,,0.058922,0.810549,5.278423
sh.600031,三一重工,2023-10-31,2023-09-30,1.687704,1.337780,0.514711,-0.034188,0.553227,2.238272
sh.600032,浙江新能,2023-10-27,2023-09-30,1.735036,1.733436,0.488183,0.026780,0.647873,2.839881
sh.600033,福建高速,2023-10-31,2023-09-30,2.015294,2.003369,1.127910,-0.184422,0.186940,1.229921
sh.600035,楚天高速,2023-10-26,2023-09-30,0.713822,0.697398,0.577738,0.005940,0.515799,2.065256
sh.600036,招商银行,2023-10-28,2023-09-30,,,,0.098792,0.904262,10.445121
sh.600037,歌华有线,2023-10-28,2023-09-30,5.001285,4.833488,4.358530,-0.033586,0.188380,1.232104
sh.600038,中直股份,2023-10-25,2023-09-30,1.468363,0.795661,0.091913,-0.030729,0.673427,3.062103
sh.600039,四川路桥,2023-10-31,2023-09-30,1.256950,1.196529,0.185468,0.470881,0.783431,4.617476
sh.600048,保利发展,2023-10-28,2023-09-30,1.546656,0.481209,0.174890,-0.021524,0.767584,4.302634
sh.600050,中国联通,2023-10-25,2023-09-30,0.659068,0.646331,0.278406,0.137981,0.461003,1.855297
sh.600051,宁波联合,2023-10-26,2023-09-30,1.989906,1.015363,0.670223,-0.095703,0.395204,1.653449
sh.600052,东望时代,2023-10-28,2023-09-30,6.268106,6.119125,4.918514,1.095598,0.142944,1.166785
sh.600053,九鼎投资,2023-10-28,2023-09-30,5.650494,1.240496,0.950820,0.273107,0.145155,1.169803
sh.600054,黄山旅游,2023-10-28,2023-09-30,4.637669,3.849896,3.169462,0.161456,0.175735,1.213202
sh.600055,万东医疗,2023-10-28,2023-09-30,9.064039,8.331572,7.097767,0.087888,0.098466,1.109221
sh.600056,中国医药,2023-10-28,2023-09-30,1.526905,1.163902,0.159101,0.210275,0.641538,2.789693
sh.600057,厦门象屿,2023-10-31,2023-09-30,1.314529,0.968594,0.280122,-0.011903,0.686507,3.189864
sh.600058,五矿发展,2023-10-28,2023-09-30,1.212608,1.023937,0.107793,0.024082,0.743807,3.903304
sh.600059,古越龙山,2023-10-25,2023-09-30,5.203803,2.626132,2.373160,0.549960,0.127045,1.145534
sh.600060,海信视像,2023-10-25,2023-09-30,2.000202,1.664205,0.808693,0.261456,0.424144,1.736546
sh.600061,国投资本,2023-10-28,2023-09-30,1.391291,1.389784,0.897815,0.056132,0.817818,5.489008
sh.600062,华润双鹤,2023-10-27,2023-09-30,2.539425,1.974148,1.128913,-0.147716,0.232836,1.303502
sh.600063,皖维高新,2023-10-19,2023-09-30,1.141204,0.948374,0.564178,0.293882,0.464928,1.868907
sh.600064,南京高科,2023-10-31,2023-09-30,1.153000,0.394924,0.225353,-0.103934,0.496221,1.984997
sh.600066,宇通客车,2023-10-27,2023-09-30,1.393574,1.090014,0.648588,0.237936,0.563344,2.290133
sh.600067,冠城新材,2023-10-28,2023-09-30,1.280476,0.463872,0.104898,0.051640,0.661961,2.958235
sh.600070,*ST富润,2023-10-28,2023-09-30,1.784104,1.778338,0.168538,-0.387812,0.290707,1.409855
sh.600071,凤凰光学,2023-10-28,2023-09-30,1.030339,0.781607,0.170282,0.188089,0.709681,3.444482
sh.600072,中船科技,2023-10-31,2023-09-30,1.512745,1.185765,0.325848,9.903781,0.765036,4.255965
sh.600073,光明肉业,2023-10-31,2023-09-30,1.342985,0.886657,0.541253,-0.018928,0.520051,2.083556
sh.600075,新疆天业,2023-10-28,2023-09-30,1.017115,0.882166,0.537981,0.418155,0.567009,2.309517
sh.600076,康欣新材,2023-10-25,2023-09-30,2.732828,0.165085,0.107547,-0.123060,0.352104,1.543458
sh.600078,澄星股份,2023-10-28,2023-09-30,1.139666,0.873150,0.353787,-0.026291,0.560181,2.273661
sh.600079,人福医药,2023-10-27,2023-09-30,1.436753,1.195177,0.389346,-0.018177,0.465539,1.871043
sh.600080,金花股份,2023-10-28,2023-09-30,2.548515,2.464025,1.884937,0.890229,0.180527,1.220297
sh.600081,东风科技,2023-10-24,2023-09-30,1.540544,1.455862,0.808180,-0.050892,0.476733,1.911071
sh.600082,海泰发展,2023-10-28,2023-09-30,2.418440,0.462654,0.267787,0.262916,0.418876,1.720803
sh.600083,*ST博信,2023-10-28,2023-09-30,0.531707,0.531364,0.086130,-0.072621,0.751780,4.028685
sh.600084,中信尼雅,2023-10-27,2023-09-30,8.071608,1.273419,0.855300,0.026831,0.107903,1.120955
sh.600085,同仁堂,2023-10-31,2023-09-30,3.256571,2.183819,1.817436,0.064908,0.325101,1.481703
sh.600088,中视传媒,2023-10-28,2023-09-30,2.390670,1.591977,1.415499,0.054452,0.244568,1.323746
sh.600089,特变电工,2023-10-28,2023-09-30,1.198485,0.961363,0.378480,0.333549,0.559394,2.269603
sh.600094,大名城,2023-10-24,2023-09-30,1.677718,0.321784,0.205147,-0.449266,0.513518,2.055573
sh.600095,湘财股份,2023-10-28,2023-09-30,1.425491,1.424585,0.893949,0.047694,0.664393,2.979674
sh.600096,云天化,2023-10-28,2023-09-30,0.952799,0.659279,0.402392,-0.190257,0.617080,2.611514
sh.600097,开创国际,2023-10-28,2023-09-30,2.341321,1.070551,0.634094,0.008034,0.366697,1.579024
sh.600098,广州发展,2023-10-31,2023-09-30,1.322231,1.144006,0.466234,0.219603,0.589027,2.433247
sh.600099,林海股份,2023-10-28,2023-09-30,1.942500,1.455957,0.498852,0.285234,0.421249,1.727859
sh.600100,同方股份,2023-10-28,2023-09-30,1.085221,0.681401,0.263190,0.019146,0.653516,2.886133
sh.600101,明星电力,2023-10-27,2023-09-30,1.429143,1.395039,1.055192,-0.002862,0.312140,1.453785
sh.600103,青山纸业,2023-10-24,2023-09-30,2.510934,2.134053,1.542374,0.093795,0.285945,1.400452
sh.600104,上汽集团,2023-10-27,2023-09-30,1.164745,0.973448,0.393407,-0.046269,0.639545,2.774272
sh.600105,永鼎股份,2023-10-27,2023-09-30,0.970059,0.794206,0.350193,0.055892,0.596794,2.480122
sh.600106,重庆路桥,2023-10-31,2023-09-30,3.110038,2.542581,2.522286,-0.150391,0.303058,1.434839
sh.600107,美尔雅,2023-10-28,2023-09-30,1.823058,1.186709,0.701906,0.064627,0.434116,1.767145
sh.600108,亚盛集团,2023-10-28,2023-09-30,1.355594,0.910096,0.157679,0.058714,0.534076,2.146271
sh.600109,国金证券,2023-10-31,2023-09-30,,,,0.209152,0.693039,3.257743
sh.600110,诺德股份,2023-10-26,2023-09-30,1.529486,1.300822,0.797024,0.196614,0.475898,1.908027
sh.600111,北方稀土,2023-10-24,2023-09-30,3.376063,1.767430,0.705885,0.232878,0.365041,1.574906
sh.600113,浙江东日,2023-10-30,2023-09-30,2.131998,1.252512,1.031371,1.272892,0.371061,1.589980
sh.600114,东睦股份,2023-10-31,2023-09-30,1.766419,1.176254,0.200630,0.028805,0.574655,2.351033
sh.600115,中国东航,2023-10-28,2023-09-30,0.243281,0.227246,0.127041,-0.031942,0.902651,10.272370
sh.600116,三峡水利,2023-10-26,2023-09-30,0.754830,0.711712,0.326603,0.072095,0.510493,2.042871
sh.600117,西宁特钢,2023-10-28,2023-09-30,0.403088,0.250685,0.010604,-0.159561,0.962925,26.972642
sh.600118,中国卫星,2023-10-31,2023-09-30,1.844979,1.486099,0.447887,-0.203497,0.444000,1.798561
sh.600119,长江投资,2023-10-28,2023-09-30,1.493760,1.381335,0.599295,0.042312,0.553021,2.237243
sh.600120,浙江东方,2023-10-28,2023-09-30,1.670538,1.608346,1.189604,0.491556,0.537849,2.163794
sh.600121,郑州煤电,2023-10-28,2023-09-30,0.474825,0.460555,0.316615,-0.058647,0.798233,4.956214
sh.600123,兰花科创,2023-10-28,2023-09-30,1.006199,0.924526,0.667236,0.007203,0.495412,1.981815
sh.600125,铁龙物流,2023-10-31,2023-09-30,3.063191,1.659826,1.090469,-0.030183,0.280286,1.389441
sh.600126,杭钢股份,2023-10-28,2023-09-30,1.507281,1.207064,0.847112,0.038898,0.389281,1.637415
sh.600127,金健米业,2023-10-31,2023-09-30,1.199371,0.532540,0.227801,-0.150849,0.572113,2.337067
sh.600128,苏豪弘业,2023-10-31,2023-09-30,1.194420,1.117833,0.380210,0.180581,0.515189,2.062660
sh.600129,太极集团,2023-10-27,2023-09-30,0.822972,0.527955,0.129919,0.011991,0.741389,3.866815
sh.600130,波导股份,2023-10-31,2023-09-30,7.384776,7.095754,6.287073,-0.325829,0.111909,1.126010
sh.600131,国网信通,2023-10-28,2023-09-30,1.581586,1.502564,0.238982,-0.079906,0.498124,1.992526
sh.600132,重庆啤酒,2023-10-31,2023-09-30,0.867356,0.676563,0.621254,-0.010374,0.641672,2.790741
sh.600133,东湖高新,2023-10-31,2023-09-30,1.579216,1.357874,0.241805,0.081658,0.727071,3.663952
sh.600135,乐凯胶片,2023-10-27,2023-09-30,3.975567,3.248790,2.151906,0.108564,0.196828,1.245063
sh.600136,ST明诚,2023-10-28,2023-09-30,0.132142,0.109663,0.009375,0.185150,4.659207,
sh.600137,浪莎股份,2023-10-31,2023-09-30,4.612688,4.051481,2.011996,0.085940,0.168252,1.202287
sh.600138,中青旅,2023-10-31,2023-09-30,0.961742,0.643442,0.158259,0.046208,0.534227,2.146969
sh.600141,兴发集团,2023-10-28,2023-09-30,0.703941,0.538717,0.247746,0.062523,0.509835,2.040128
sh.600143,金发科技,2023-10-25,2023-09-30,1.101319,0.835648,0.241462,0.147335,0.695533,3.284427
sh.600148,长春一东,2023-10-27,2023-09-30,1.727405,1.364753,0.545213,0.166189,0.529846,2.126961
sh.600149,廊坊发展,2023-10-28,2023-09-30,0.617753,0.558174,0.430010,-0.079712,0.586305,2.417241
sh.600150,中国船舶,2023-10-31,2023-09-30,1.228753,0.895302,0.588854,0.190918,0.713701,3.492850
sh.600151,航天机电,2023-10-31,2023-09-30,1.330385,0.989344,0.303604,0.007748,0.494285,1.977400
sh.600152,维科技术,2023-10-28,2023-09-30,1.283179,0.936121,0.459821,-0.310781,0.430207,1.755024
sh.600153,建发股份,2023-10-31,2023-09-30,1.335583,0.520807,0.182016,0.147050,0.753805,4.061816
sh.600155,华创云信,2023-10-31,2023-09-30,,,,-0.081843,0.607811,2.549788
sh.600156,华升股份,2023-10-27,2023-09-30,1.284816,1.086086,0.511053,-0.138295,0.579766,2.379625
sh.600157,永泰能源,2023-10-26,2023-09-30,0.452154,0.420950,0.086696,-0.044716,0.514327,2.058997
sh.600158,中体产业,2023-10-30,2023-09-30,1.599176,1.031345,0.672800,0.138007,0.548538,2.215024
sh.600159,大龙地产,2023-10-31,2023-09-30,2.395865,0.752656,0.383372,-0.029962,0.378136,1.608068
sh.600160,巨化股份,2023-10-27,2023-09-30,1.346955,1.030809,0.347559,0.038858,0.314490,1.458769
sh.600161,天坛生物,2023-10-26,2023-09-30,4.349156,3.022382,2.709048,0.115213,0.145057,1.169669
sh.600162,香江控股,2023-10-31,2023-09-30,1.265967,0.276305,0.144113,-0.218366,0.701055,3.345095
sh.600163,中闽能源,2023-10-31,2023-09-30,2.364817,2.341568,0.696391,-0.130805,0.451958,1.824678
sh.600165,*ST宁科,2023-10-28,2023-09-30,0.100370,0.037933,0.006294,0.147309,0.793970,4.853656
sh.600166,福田汽车,2023-10-31,2023-09-30,0.809451,0.638095,0.303681,0.042341,0.728862,3.688160
sh.600167,联美控股,2023-10-31,2023-09-30,2.702672,2.544787,2.092083,0.329176,0.301397,1.431429
sh.600168,武汉控股,2023-10-27,2023-09-30,1.208850,1.204854,0.124829,0.079080,0.735075,3.774653
sh.600169,太原重工,2023-10-28,2023-09-30,1.536706,0.895510,0.148204,0.004363,0.799721,4.993045
sh.600170,上海建工,2023-10-31,2023-09-30,1.141195,0.871006,0.331716,0.084725,0.854188,6.858127
sh.600171,上海贝岭,2023-10-24,2023-09-30,4.111649,2.770366,1.792054,-0.025117,0.155285,1.183831
sh.600172,黄河旋风,2023-10-30,2023-09-30,0.457929,0.323712,0.127206,-0.023439,0.690778,3.233920
sh.600173,卧龙地产,2023-10-24,2023-09-30,2.121419,0.445313,0.229503,-0.216062,0.392226,1.645349
sh.600176,中国巨石,2023-10-24,2023-09-30,0.953176,0.665443,0.282321,0.017290,0.437234,1.776936
sh.600177,雅戈尔,2023-10-31,2023-09-30,1.017317,0.478545,0.378432,0.162252,0.532488,2.138983
sh.600178,东安动力,2023-10-28,2023-09-30,1.160929,0.995861,0.314800,-0.058924,0.550970,2.227021
sh.600179,安通控股,2023-10-24,2023-09-30,2.688587,2.657735,1.689441,-0.016135,0.260520,1.352302
sh.600180,瑞茂通,2023-10-27,2023-09-30,0.752809,0.727429,0.201036,-0.155985,0.752125,4.034291
sh.600182,S佳通,2023-10-28,2023-09-30,1.975815,1.692727,0.368288,0.140500,0.501285,2.005154
sh.600183,生益科技,2023-10-27,2023-09-30,1.825603,1.311801,0.406355,0.001933,0.385889,1.628369
sh.600184,光电股份,2023-10-27,2023-09-30,1.684739,1.311211,0.266317,-0.096698,0.380212,1.613456
sh.600185,格力地产,2023-10-28,2023-09-30,1.487207,0.186345,0.123629,-0.060172,0.790353,4.769926
sh.600186,莲花控股,2023-10-16,2023-09-30,1.508441,1.395065,1.159575,0.046561,0.486714,1.948232
sh.600187,国中水务,2023-10-28,2023-09-30,5.821903,5.228555,2.768504,-0.667325,0.116042,1.131276
sh.600188,兖矿能源,2023-10-28,2023-09-30,0.755580,0.693605,0.275780,0.353830,0.694943,3.278074
sh.600189,泉阳泉,2023-10-27,2023-09-30,1.199514,1.133879,0.227599,-0.048020,0.618022,2.617954
sh.600190,ST锦港,2023-10-28,2023-09-30,0.419090,0.416598,0.182254,-0.043523,0.611737,2.575576
sh.600191,华资实业,2023-10-31,2023-09-30,1.281487,0.605328,0.166167,0.222269,0.238029,1.312387
sh.600192,长城电工,2023-10-28,2023-09-30,1.146415,0.763314,0.108414,0.105943,0.699249,3.325005
sh.600193,创兴资源,2023-10-30,2023-09-30,1.295705,1.295705,0.017239,0.055302,0.566992,2.309424
sh.600195,中牧股份,2023-10-31,2023-09-30,2.738249,2.059401,0.729258,0.192831,0.247145,1.328277
sh.600196,复星医药,2023-10-31,2023-09-30,1.011820,0.781082,0.458087,0.072050,0.494595,1.978610
sh.600197,伊力特,2023-10-28,2023-09-30,3.734644,1.220440,0.773372,-0.196626,0.188872,1.232851
sh.600198,大唐电信,2023-10-27,2023-09-30,1.354486,1.071460,0.263956,-0.048805,0.497101,1.988471
sh.600199,金种子酒,2023-10-28,2023-09-30,2.960316,0.990781,0.752182,0.184428,0.255720,1.343581
sh.600200,江苏吴中,2023-10-31,2023-09-30,1.329401,1.279254,0.722566,0.224330,0.567318,2.311169
sh.600201,生物股份,2023-10-31,2023-09-30,3.933919,3.564072,2.285114,0.131058,0.174053,1.210732
sh.600202,哈空调,2023-10-31,2023-09-30,1.314133,1.089253,0.187140,0.335581,0.702813,3.364889
sh.600203,福日电子,2023-10-27,2023-09-30,1.199628,0.930948,0.278053,-0.266606,0.705507,3.395665
sh.600206,有研新材,2023-10-19,2023-09-30,2.801769,1.705299,0.391512,0.165109,0.336264,1.506624
sh.600207,安彩高科,2023-10-28,2023-09-30,1.367353,1.193238,0.300061,-0.032560,0.519230,2.079996
sh.600208,衢州发展,2023-10-31,2023-09-30,1.169285,0.360469,0.142256,-0.069739,0.641944,2.792859
sh.600210,紫江企业,2023-10-31,2023-09-30,1.411698,0.918009,0.325900,-0.012661,0.518364,2.076257
sh.600211,西藏药业,2023-10-27,2023-09-30,2.715116,2.621318,2.042514,0.059730,0.270079,1.370011
sh.600212,绿能慧充,2023-10-31,2023-09-30,1.965904,1.765171,0.863974,0.363516,0.454596,1.833502
sh.600215,派斯林,2023-10-28,2023-09-30,0.917204,0.807482,0.014865,0.098302,0.512586,2.051643
sh.600216,浙江医药,2023-10-26,2023-09-30,2.136668,1.379198,0.667091,-0.005126,0.213894,1.272093
sh.600217,中再资环,2023-10-19,2023-09-30,3.863288,3.753716,0.193689,0.038122,0.646208,2.826523
sh.600218,全柴动力,2023-10-28,2023-09-30,1.720899,1.432307,0.610697,-0.037458,0.461776,1.857964
sh.600219,南山铝业,2023-10-28,2023-09-30,2.419200,2.093368,1.588451,0.061198,0.250845,1.334838
sh.600221,海航控股,2023-10-31,2023-09-30,0.961236,0.914285,0.413701,-0.014105,0.978159,45.786482
sh.600222,太龙药业,2023-10-27,2023-09-30,1.067026,0.804351,0.141821,-0.044486,0.553211,2.238195
sh.600223,福瑞达,2023-10-28,2023-09-30,1.777098,0.889384,0.308050,-0.884355,0.570476,2.328158
sh.600225,退市卓朗,2023-10-31,2023-09-30,0.861897,0.479491,0.076852,0.164250,0.649695,2.854654
sh.600226,亨通股份,2023-10-28,2023-09-30,5.908324,5.395694,4.132027,1.573109,0.110596,1.124348
sh.600227,赤天化,2023-10-28,2023-09-30,0.849017,0.671800,0.242893,0.283241,0.463959,1.865529
sh.600228,返利科技,2023-10-28,2023-09-30,3.423871,3.423871,2.292028,-0.065343,0.276252,1.381696
sh.600229,城市传媒,2023-10-31,2023-09-30,2.368694,1.771291,0.993446,0.062669,0.255223,1.342684
sh.600230,沧州大化,2023-10-28,2023-09-30,1.198308,0.879487,0.360727,-0.222338,0.367805,1.581789
sh.600231,凌钢股份,2023-10-28,2023-09-30,0.778014,0.538235,0.350776,-0.144072,0.513844,2.056953
sh.600232,金鹰股份,2023-10-27,2023-09-30,2.159795,1.214134,0.327220,-0.065744,0.360498,1.563717
sh.600233,圆通速递,2023-10-27,2023-09-30,1.271348,1.258085,0.950296,0.048322,0.301487,1.431613
sh.600234,*ST科新,2023-10-28,2023-09-30,3.161592,3.161592,1.062098,-0.107294,0.261451,1.354007
sh.600235,民丰特纸,2023-10-27,2023-09-30,1.214533,0.775746,0.226611,0.203133,0.384703,1.625232
sh.600236,桂冠电力,2023-10-28,2023-09-30,0.299130,0.272841,0.074570,0.110627,0.524623,2.103592
sh.600237,铜峰电子,2023-10-21,2023-09-30,2.734037,2.348519,1.443687,-0.079579,0.245467,1.325323
sh.600238,海南椰岛,2023-10-28,2023-09-30,0.906693,0.468550,0.063089,0.132139,0.705813,3.399197
sh.600239,云南城投,2023-10-28,2023-09-30,0.991846,0.869199,0.124066,-0.601770,0.798775,4.969554
sh.600241,时代万恒,2023-10-31,2023-09-30,3.780749,3.257086,2.457662,-0.581495,0.183001,1.223992
sh.600243,青海华鼎,2023-10-28,2023-09-30,2.116755,1.351834,0.555899,-0.435787,0.297768,1.424030
sh.600246,万通发展,2023-10-28,2023-09-30,3.410972,2.491589,1.596668,-0.105535,0.320231,1.471089
sh.600248,陕建股份,2023-10-31,2023-09-30,1.074126,1.062468,0.088822,0.179191,0.893954,9.429850
sh.600249,两面针,2023-10-27,2023-09-30,4.411033,3.850600,3.462444,0.294779,0.184077,1.225605
sh.600250,南京商旅,2023-10-30,2023-09-30,0.867768,0.791600,0.513777,-0.154889,0.542628,2.186403
sh.600251,冠农股份,2023-10-27,2023-09-30,1.666082,1.251142,0.959436,0.036364,0.378890,1.610020
sh.600252,中恒集团,2023-10-28,2023-09-30,2.894207,2.576307,1.846100,-0.064656,0.288224,1.404936
sh.600255,鑫科材料,2023-10-21,2023-09-30,1.000821,0.691437,0.356678,0.070394,0.552372,2.234000
sh.600256,广汇能源,2023-10-27,2023-09-30,0.628671,0.559262,0.154467,-0.248524,0.526748,2.113038
sh.600257,大湖股份,2023-10-31,2023-09-30,1.881672,0.979170,0.551283,-0.094441,0.518793,2.078109
sh.600258,首旅酒店,2023-10-30,2023-09-30,0.760695,0.750484,0.593625,-0.073189,0.559539,2.270350
sh.600259,广晟有色,2023-10-31,2023-09-30,1.376273,0.592601,0.262352,0.017784,0.559262,2.268920
sh.600261,阳光照明,2023-10-17,2023-09-30,2.529597,2.182241,1.489831,-0.127486,0.325047,1.481584
sh.600262,北方股份,2023-10-24,2023-09-30,1.690835,1.022758,0.334333,0.130393,0.575070,2.353328
sh.600265,景谷林业,2023-10-31,2023-09-30,2.593318,1.088659,0.390612,1.190514,0.664532,2.980911
sh.600266,城建发展,2023-10-31,2023-09-30,1.861110,0.465080,0.286159,-0.067856,0.801894,5.047802
sh.600267,海正药业,2023-10-28,2023-09-30,1.004414,0.719480,0.237770,-0.118570,0.512143,2.049780
sh.600268,国电南自,2023-10-27,2023-09-30,1.276078,1.041313,0.185646,0.114834,0.608431,2.553826
sh.600269,赣粤高速,2023-10-27,2023-09-30,0.878335,0.605183,0.288799,-0.056310,0.444261,1.799406
sh.600271,航天信息,2023-10-31,2023-09-30,2.878242,2.450545,1.307066,0.044784,0.246343,1.326863
sh.600272,开开实业,2023-10-28,2023-09-30,1.414703,1.202778,0.509327,0.049819,0.505931,2.024007
sh.600273,嘉化能源,2023-10-28,2023-09-30,1.996821,1.537231,0.406928,-0.302740,0.157938,1.187560
sh.600276,恒瑞医药,2023-10-26,2023-09-30,12.526064,11.512246,7.204230,-0.069981,0.062158,1.066278
sh.600278,东方创业,2023-10-28,2023-09-30,1.460809,1.212173,0.517745,-0.221186,0.560232,2.273927
sh.600279,重庆港,2023-10-27,2023-09-30,1.773146,1.467774,0.629123,0.114279,0.471257,1.891277
sh.600280,中央商场,2023-10-20,2023-09-30,0.699480,0.078085,0.031289,-0.057986,0.920283,12.544390
sh.600281,华阳新材,2023-10-28,2023-09-30,1.239684,0.669212,0.162169,0.062655,0.696921,3.299475
sh.600282,南钢股份,2023-10-28,2023-09-30,0.920232,0.693796,0.348796,0.180531,0.610790,2.569309
sh.600283,钱江水利,2023-10-28,2023-09-30,0.754746,0.478074,0.328322,0.025092,0.596505,2.478348
sh.600284,浦东建设,2023-10-31,2023-09-30,1.129823,1.022106,0.461064,0.287780,0.750398,4.006371
sh.600285,羚锐制药,2023-10-28,2023-09-30,1.330754,1.083456,0.662575,0.161214,0.413063,1.703760
sh.600287,ST舜天,2023-10-31,2023-09-30,1.501614,1.192264,0.580881,-0.091334,0.481352,1.928090
sh.600288,大恒科技,2023-10-26,2023-09-30,2.077449,1.417142,0.554762,-0.124633,0.354140,1.548324
sh.600289,*ST信通,2023-10-28,2023-09-30,2.924891,2.878947,2.577900,0.963323,0.650592,2.861987
sh.600292,远达环保,2023-10-27,2023-09-30,1.299076,1.203534,0.166488,-0.053796,0.458889,1.848051
sh.600293,三峡新材,2023-10-25,2023-09-30,0.706702,0.540200,0.296529,-0.033671,0.498509,1.994053
sh.600295,鄂尔多斯,2023-10-31,2023-09-30,0.779434,0.544759,0.335553,0.024853,0.470170,1.887399
sh.600298,安琪酵母,2023-10-25,2023-09-30,1.314105,0.699624,0.302202,0.092053,0.433121,1.764043
sh.600299,安迪苏,2023-10-28,2023-09-30,1.439355,0.940439,0.251528,-0.139138,0.304704,1.438236
sh.600300,维维股份,2023-10-28,2023-09-30,1.459116,1.051727,0.761480,-0.208926,0.319969,1.470522
sh.600301,华锡有色,2023-10-31,2023-09-30,0.702089,0.563877,0.423854,14.376766,0.433011,1.763702
sh.600302,标准股份,2023-10-28,2023-09-30,2.818216,1.961254,0.482744,-0.191947,0.317492,1.465184
sh.600303,ST曙光,2023-10-28,2023-09-30,0.779881,0.602998,0.068962,0.096955,0.484007,1.938011
sh.600305,恒顺醋业,2023-10-30,2023-09-30,4.535357,4.008075,3.662964,-0.051347,0.147748,1.173362
sh.600307,酒钢宏兴,2023-10-28,2023-09-30,0.447753,0.200782,0.138865,0.125248,0.741305,3.865549
sh.600308,华泰股份,2023-10-28,2023-09-30,1.166991,0.912613,0.391600,-0.051691,0.399040,1.664004
sh.600309,万华化学,2023-10-14,2023-09-30,0.635079,0.477291,0.332379,0.206700,0.649732,2.854954
sh.600310,广西能源,2023-10-25,2023-09-30,0.652570,0.463256,0.290258,-0.007404,0.793738,4.848201
sh.600312,平高电气,2023-10-18,2023-09-30,1.489841,1.300551,0.382683,0.098017,0.480385,1.924503
sh.600313,农发种业,2023-10-18,2023-09-30,2.046674,1.607293,0.711075,0.272240,0.456508,1.839953
sh.600315,上海家化,2023-10-26,2023-09-30,1.784129,1.495782,1.059641,-0.128797,0.371310,1.590609
sh.600316,洪都航空,2023-10-25,2023-09-30,1.344004,0.934654,0.045323,-0.154084,0.657320,2.918171
sh.600318,新力金融,2023-10-20,2023-09-30,1.336151,1.336131,0.148116,-0.011933,0.495200,1.980984
sh.600319,亚星化学,2023-10-28,2023-09-30,0.276149,0.174144,0.068637,0.139442,0.738588,3.825372
sh.600320,振华重工,2023-10-31,2023-09-30,0.933301,0.413517,0.099553,0.042887,0.780237,4.550367
sh.600322,津投城开,2023-10-28,2023-09-30,1.482841,0.153772,0.027570,-0.123143,0.949778,19.911598
sh.600323,瀚蓝环境,2023-10-27,2023-09-30,0.781609,0.756142,0.215210,0.112851,0.652456,2.877337
sh.600325,华发股份,2023-10-31,2023-09-30,1.937608,0.592820,0.265556,0.135126,0.728948,3.689328
sh.600326,西藏天路,2023-10-28,2023-09-30,1.433255,1.366169,0.554069,0.003968,0.566757,2.308176
sh.600327,大东方,2023-10-24,2023-09-30,0.575055,0.426358,0.307447,0.101340,0.412893,1.703266
sh.600328,中盐化工,2023-10-26,2023-09-30,1.044948,0.878289,0.297157,-0.200058,0.323540,1.478285
