code,stock_name,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sh.603880,南卫股份,2023-10-31,2023-09-30,0.454692,0.545308,0.368008,5.288334,-0.238565,-15.100882,-0.238565
sh.603881,数据港,2023-10-28,2023-09-30,0.203305,0.796695,0.399885,2.401188,0.744288,8.167305,0.744288
sh.603882,金域医学,2023-10-28,2023-09-30,0.707245,0.292755,0.645287,,0.080482,0.896164,0.080482
sh.603883,老百姓,2023-10-31,2023-09-30,0.419189,0.580811,-0.026829,8.743919,0.089096,1.673336,0.089096
sh.603885,吉祥航空,2023-10-31,2023-09-30,0.081174,0.918826,0.155423,1.990357,0.356221,4.958008,0.356221
sh.603886,元祖股份,2023-10-27,2023-09-30,0.630086,0.369914,0.412792,57.455179,0.323139,2.310982,0.323139
sh.603887,城地香江,2023-10-31,2023-09-30,0.584786,0.415214,0.286094,1.102626,0.029060,5.785575,0.029060
sh.603888,新华网,2023-10-27,2023-09-30,0.758606,0.241394,0.667235,,-0.038858,-0.323390,-0.038858
sh.603889,新澳股份,2023-10-20,2023-09-30,0.650034,0.349966,0.512163,,0.025272,0.237950,0.025272
sh.603890,春秋电子,2023-10-28,2023-09-30,0.548980,0.451020,0.438895,3.238513,0.154278,,0.154278
sh.603893,瑞芯微,2023-10-19,2023-09-30,0.799096,0.200904,0.761105,,0.273386,5.143146,0.273386
sh.603895,天永智能,2023-10-28,2023-09-30,0.842831,0.157169,0.193127,0.888765,-0.280281,,-0.280281
sh.603896,寿仙谷,2023-10-27,2023-09-30,0.585471,0.414529,0.570658,,0.359062,1.398088,0.359062
sh.603897,长城科技,2023-10-27,2023-09-30,0.815172,0.184828,0.410500,,0.009756,0.732313,0.009756
sh.603898,好莱客,2023-10-28,2023-09-30,0.454873,0.545127,0.621958,8.935031,0.187240,1.709872,0.187240
sh.603899,晨光股份,2023-10-28,2023-09-30,0.787013,0.212987,0.474694,,0.084941,1.153476,0.084941
sh.603900,莱绅通灵,2023-10-28,2023-09-30,0.909823,0.090177,0.835500,,-0.024162,,-0.024162
sh.603901,永创智能,2023-10-28,2023-09-30,0.661635,0.338365,0.287619,7.868757,-0.019951,-0.294957,-0.019951
sh.603903,中持股份,2023-10-31,2023-09-30,0.513209,0.486791,0.102975,2.566470,-0.072280,-0.699617,-0.072280
sh.603906,龙蟠科技,2023-10-28,2023-09-30,0.599809,0.400191,0.155208,-7.124354,-0.071614,,-0.071614
sh.603908,牧高笛,2023-10-31,2023-09-30,0.829099,0.170901,0.446465,176.563454,0.211930,2.225329,0.211930
sh.603909,建发合诚,2023-10-26,2023-09-30,0.815320,0.184680,0.315812,62.559334,0.077895,4.348475,0.077895
sh.603912,佳力图,2023-10-28,2023-09-30,0.792927,0.207073,0.561307,,-0.266460,-5.086126,-0.266460
sh.603915,国茂股份,2023-10-28,2023-09-30,0.652033,0.347967,0.662280,,0.083342,0.633748,0.083342
sh.603916,苏博特,2023-10-27,2023-09-30,0.617616,0.382384,0.434260,7.190937,0.063074,0.817670,0.063074
sh.603917,合力科技,2023-10-28,2023-09-30,0.618420,0.381580,0.690665,,0.120022,1.363736,0.120022
sh.603918,金桥信息,2023-10-25,2023-09-30,0.837514,0.162486,0.576038,,-0.129317,-5.247969,-0.129317
sh.603919,金徽酒,2023-10-17,2023-09-30,0.603028,0.396972,0.720808,,0.121458,0.911966,0.121458
sh.603920,世运电路,2023-10-24,2023-09-30,0.576008,0.423992,0.488543,,0.279329,2.647730,0.279329
sh.603922,金鸿顺,2023-10-28,2023-09-30,0.773365,0.226635,0.630586,,0.210517,,0.210517
sh.603926,铁流股份,2023-10-26,2023-09-30,0.584115,0.415885,0.541331,,0.124220,2.561776,0.124220
sh.603927,中科软,2023-10-27,2023-09-30,0.949456,0.050544,0.442110,,-0.279249,-2.958561,-0.279249
sh.603928,兴业股份,2023-10-28,2023-09-30,0.589801,0.410199,0.692142,12.448864,0.185880,3.263872,0.185880
sh.603929,亚翔集成,2023-10-27,2023-09-30,0.929654,0.070346,0.422847,,0.482084,3.764665,0.482084
sh.603931,格林达,2023-10-26,2023-09-30,0.633536,0.366464,0.829067,,0.300853,1.273577,0.300853
sh.603933,睿能科技,2023-10-28,2023-09-30,0.754688,0.245312,0.467016,4.152284,0.090293,2.655096,0.090293
sh.603936,博敏电子,2023-10-28,2023-09-30,0.381599,0.618401,0.460020,4.175090,0.107811,4.331251,0.107811
sh.603937,丽岛新材,2023-10-30,2023-09-30,0.483281,0.516719,0.696607,,0.048176,0.984623,0.048176
sh.603938,三孚股份,2023-10-27,2023-09-30,0.466862,0.533138,0.673202,23.074774,0.197028,2.005745,0.197028
sh.603939,益丰药房,2023-10-31,2023-09-30,0.479077,0.520923,0.174870,24.084446,0.181387,2.554260,0.181387
sh.603948,建业股份,2023-10-28,2023-09-30,0.725303,0.274697,0.718942,,0.101721,0.818907,0.101721
sh.603949,雪龙集团,2023-10-28,2023-09-30,0.774386,0.225614,0.899638,,0.216952,1.147424,0.216952
sh.603950,长源东谷,2023-10-31,2023-09-30,0.445295,0.554705,0.522899,,0.170642,0.905214,0.170642
sh.603955,大千生态,2023-10-26,2023-09-30,0.462434,0.537566,0.524357,,-0.012087,-0.046921,-0.012087
sh.603956,威派格,2023-10-28,2023-09-30,0.613478,0.386522,0.461877,-4.273175,-0.218523,,-0.218523
sh.603958,哈森股份,2023-10-28,2023-09-30,0.819432,0.180568,0.745455,,0.075141,18.908745,0.075141
sh.603959,ST百利,2023-10-27,2023-09-30,0.792365,0.207635,0.065040,1.655970,-0.193224,-21.732339,-0.193224
sh.603960,克来机电,2023-10-28,2023-09-30,0.635365,0.364635,0.688810,,0.342058,3.298273,0.342058
sh.603963,*ST大药,2023-10-27,2023-09-30,0.598025,0.401975,0.741934,-9.664288,-0.451782,,-0.451782
sh.603966,法兰泰克,2023-10-28,2023-09-30,0.600061,0.399939,0.242166,11.861090,0.102852,1.053262,0.102852
sh.603967,中创物流,2023-10-27,2023-09-30,0.525057,0.474943,0.493285,118.976356,0.005577,0.139252,0.005577
sh.603968,醋化股份,2023-10-28,2023-09-30,0.646547,0.353453,0.499654,,0.007759,0.288819,0.007759
sh.603969,银龙股份,2023-10-31,2023-09-30,0.798450,0.201550,0.600353,105.040405,-0.070672,-1.151129,-0.070672
sh.603970,中农立华,2023-10-28,2023-09-30,0.956893,0.043107,0.205207,11.244132,-0.174376,-7.155024,-0.174376
sh.603976,正川股份,2023-10-26,2023-09-30,0.520431,0.479569,0.559553,3.811573,0.132799,2.483642,0.132799
sh.603977,国泰集团,2023-10-25,2023-09-30,0.458807,0.541193,0.384678,,0.074921,0.518436,0.074921
sh.603978,深圳新星,2023-10-27,2023-09-30,0.486518,0.513482,0.432307,-0.490783,-0.091248,,-0.091248
sh.603979,金诚信,2023-10-18,2023-09-30,0.525614,0.474386,0.435026,17.654332,0.103333,0.775272,0.103333
sh.603980,吉华集团,2023-10-27,2023-09-30,0.616567,0.383433,0.819649,,-0.074001,,-0.074001
sh.603982,泉峰汽车,2023-10-28,2023-09-30,0.355641,0.644359,0.330808,-4.505479,-0.244905,,-0.244905
sh.603983,丸美生物,2023-10-31,2023-09-30,0.508429,0.491571,0.610000,,0.044164,0.388815,0.044164
sh.603985,恒润股份,2023-10-26,2023-09-30,0.478922,0.521078,0.696635,,-0.125972,-2.707847,-0.125972
sh.603986,兆易创新,2023-10-25,2023-09-30,0.690679,0.309321,0.826528,,0.223281,2.262529,0.223281
sh.603987,康德莱,2023-10-28,2023-09-30,0.461110,0.538890,0.460821,12.956486,0.137754,1.157381,0.137754
sh.603988,中电电机,2023-10-28,2023-09-30,0.849037,0.150963,0.550529,11.038722,-0.001318,-0.053149,-0.001318
sh.603989,艾华集团,2023-10-31,2023-09-30,0.681334,0.318666,0.619707,21.413217,0.066862,0.538974,0.066862
sh.603990,麦迪科技,2023-10-28,2023-09-30,0.460154,0.539846,0.314164,-5.690446,-0.901538,,-0.901538
sh.603991,至正股份,2023-10-26,2023-09-30,0.425286,0.574714,0.205347,-2.143399,-0.119730,,-0.119730
sh.603992,松霖科技,2023-10-30,2023-09-30,0.636281,0.363719,0.452386,,0.136227,0.892830,0.136227
sh.603993,洛阳钼业,2023-10-28,2023-09-30,0.498456,0.501544,0.146243,3.413632,0.076698,4.441591,0.076698
sh.603995,甬金股份,2023-10-27,2023-09-30,0.428789,0.571211,0.372168,9.721523,0.006440,0.410477,0.006440
sh.603997,继峰股份,2023-10-31,2023-09-30,0.467058,0.532942,0.031916,1.628175,0.062396,6.162152,0.062396
sh.603998,方盛制药,2023-10-26,2023-09-30,0.368735,0.631265,0.277193,22.130261,-0.009476,-0.081867,-0.009476
sh.603999,读者传媒,2023-10-26,2023-09-30,0.675608,0.324392,0.751368,,0.034445,0.438049,0.034445
sh.605001,威奥股份,2023-10-28,2023-09-30,0.644115,0.355885,0.371888,-0.700382,-0.168024,,-0.168024
sh.605003,众望布艺,2023-10-31,2023-09-30,0.549569,0.450431,0.710436,,0.397872,2.344144,0.397872
sh.605005,合兴股份,2023-10-27,2023-09-30,0.546117,0.453883,0.695314,1770.595175,0.220948,1.616893,0.220948
sh.605006,山东玻纤,2023-10-28,2023-09-30,0.286415,0.713585,0.456937,4.396891,0.357748,5.609066,0.357748
sh.605007,五洲特纸,2023-10-27,2023-09-30,0.374427,0.625573,0.236032,2.629944,0.119240,5.167592,0.119240
sh.605008,长鸿高科,2023-10-31,2023-09-30,0.322880,0.677120,0.385721,3.957535,0.185745,2.007344,0.185745
sh.605009,豪悦护理,2023-10-25,2023-09-30,0.632342,0.367658,0.636649,,0.221138,1.479264,0.221138
sh.605011,杭州热电,2023-10-27,2023-09-30,0.352550,0.647450,0.534312,23.877472,0.155840,1.659445,0.155840
sh.605016,百龙创园,2023-10-21,2023-09-30,0.514014,0.485986,0.868610,,0.220114,1.018180,0.220114
sh.605018,长华集团,2023-10-28,2023-09-30,0.387925,0.612075,0.719705,28.709365,0.067640,1.896897,0.067640
sh.605020,永和股份,2023-10-28,2023-09-30,0.270386,0.729614,0.336290,7.984660,0.078074,1.553496,0.078074
sh.605028,世茂能源,2023-10-24,2023-09-30,0.496937,0.503063,0.840440,,0.458357,0.841770,0.458357
sh.605033,美邦股份,2023-10-26,2023-09-30,0.670446,0.329554,0.776052,,0.156581,1.235045,0.156581
sh.605050,福然德,2023-10-26,2023-09-30,0.847309,0.152691,0.580834,,-0.092310,-2.153801,-0.092310
sh.605055,迎丰股份,2023-10-27,2023-09-30,0.199157,0.800843,0.313791,2.331821,0.173899,7.809922,0.173899
sh.605056,咸亨国际,2023-10-31,2023-09-30,0.782476,0.217524,0.534204,,-0.049845,-1.329531,-0.049845
sh.605058,澳弘电子,2023-10-27,2023-09-30,0.702637,0.297363,0.658639,,0.132403,0.959727,0.132403
sh.605060,联德股份,2023-10-28,2023-09-30,0.496273,0.503727,0.797838,,0.201506,0.921414,0.201506
sh.605066,天正电气,2023-10-28,2023-09-30,0.720845,0.279155,0.484534,,0.148437,2.100898,0.148437
sh.605068,明新旭腾,2023-10-31,2023-09-30,0.612052,0.387948,0.491109,2.418554,0.136975,2.193573,0.136975
sh.605069,正和生态,2023-10-31,2023-09-30,0.490135,0.509865,0.320355,-3.670492,0.062359,,0.062359
sh.605077,华康股份,2023-10-25,2023-09-30,0.464133,0.535867,0.456196,228.846678,0.207177,1.537379,0.207177
sh.605080,浙江自然,2023-10-20,2023-09-30,0.665108,0.334892,0.801660,,0.291518,1.500914,0.291518
sh.605081,太和水,2023-10-28,2023-09-30,0.722604,0.277396,0.771101,,-0.789667,,-0.789667
sh.605086,龙高股份,2023-10-20,2023-09-30,0.480559,0.519441,0.675223,,0.540734,1.366299,0.540734
sh.605088,冠盛股份,2023-10-25,2023-09-30,0.788960,0.211040,0.442564,,0.107140,1.133760,0.107140
sh.605089,味知香,2023-10-26,2023-09-30,0.791544,0.208456,0.890979,,0.249265,1.439060,0.249265
sh.605090,九丰能源,2023-10-24,2023-09-30,0.592156,0.407844,0.422942,,0.070858,1.212870,0.070858
sh.605098,行动教育,2023-10-26,2023-09-30,0.863109,0.136891,0.462833,,0.649037,1.859216,0.649037
sh.605099,共创草坪,2023-10-31,2023-09-30,0.707287,0.292713,0.719118,,0.118170,0.642871,0.118170
sh.605100,华丰股份,2023-10-28,2023-09-30,0.542499,0.457501,0.691553,,-0.012234,-0.208133,-0.012234
sh.605108,同庆楼,2023-10-31,2023-09-30,0.148943,0.851057,0.465790,10.204318,0.296928,2.461704,0.296928
sh.605111,新洁能,2023-10-27,2023-09-30,0.842535,0.157465,0.824843,,0.227886,1.188351,0.227886
sh.605116,奥锐特,2023-10-31,2023-09-30,0.550193,0.449807,0.729038,,0.313158,1.241345,0.313158
sh.605117,德业股份,2023-10-28,2023-09-30,0.798998,0.201002,0.466617,,0.337531,1.361496,0.337531
sh.605118,力鼎光电,2023-10-31,2023-09-30,0.656932,0.343068,0.877068,,0.443257,1.733763,0.443257
sh.605122,四方新材,2023-10-27,2023-09-30,0.691229,0.308771,0.331939,0.821430,0.113494,69.698416,0.113494
sh.605123,派克新材,2023-10-31,2023-09-30,0.790396,0.209604,0.592681,,-0.002571,-0.016975,-0.002571
sh.605128,上海沿浦,2023-10-18,2023-09-30,0.497853,0.502147,0.379313,10.609936,0.064905,1.055046,0.064905
sh.605133,嵘泰股份,2023-10-28,2023-09-30,0.464444,0.535556,0.573628,167.504882,0.040989,0.476739,0.040989
sh.605136,丽人丽妆,2023-10-28,2023-09-30,0.850278,0.149722,0.854414,,-0.129346,,-0.129346
sh.605138,盛泰集团,2023-10-28,2023-09-30,0.382348,0.617652,0.276605,2.022300,0.131214,3.783390,0.131214
sh.605151,西上海,2023-10-28,2023-09-30,0.713531,0.286469,0.521084,275.795073,-0.024536,-0.209618,-0.024536
sh.605155,西大门,2023-10-27,2023-09-30,0.601767,0.398233,0.909095,,0.133041,0.856866,0.133041
sh.605158,华达新材,2023-10-28,2023-09-30,0.873007,0.126993,0.405268,,0.048969,1.191616,0.048969
sh.605162,新中港,2023-10-28,2023-09-30,0.472394,0.527606,0.685369,,0.172171,1.404708,0.172171
sh.605166,聚合顺,2023-10-31,2023-09-30,0.729227,0.270773,0.305246,,0.044600,1.173464,0.044600
sh.605167,利柏特,2023-10-27,2023-09-30,0.561379,0.438621,0.499989,,0.096734,1.469503,0.096734
sh.605168,三人行,2023-10-30,2023-09-30,0.740130,0.259870,0.520894,16.628118,-0.141107,-1.715300,-0.141107
sh.605169,洪通燃气,2023-10-26,2023-09-30,0.378957,0.621043,0.646487,60.323697,0.111003,1.340364,0.111003
sh.605177,东亚药业,2023-10-31,2023-09-30,0.595712,0.404288,0.580859,,-0.097425,-1.143761,-0.097425
sh.605178,时空科技,2023-10-28,2023-09-30,0.874510,0.125490,0.763260,,-0.694308,,-0.694308
sh.605179,一鸣食品,2023-10-27,2023-09-30,0.255708,0.744292,0.311778,7.897839,0.174869,9.634176,0.174869
sh.605180,华生科技,2023-10-31,2023-09-30,0.789111,0.210889,0.949256,,0.356111,2.045108,0.356111
sh.605183,确成股份,2023-10-28,2023-09-30,0.641782,0.358218,0.838372,,0.196655,0.852581,0.196655
sh.605186,健麾信息,2023-10-31,2023-09-30,0.627328,0.372672,0.797495,,-0.252718,-0.818453,-0.252718
sh.605188,国光连锁,2023-10-28,2023-09-30,0.415105,0.584895,0.327106,1.704110,0.132826,20.558497,0.132826
sh.605189,富春染织,2023-10-31,2023-09-30,0.496300,0.503700,0.412367,142.034327,0.050012,1.263124,0.050012
sh.605196,华通线缆,2023-10-31,2023-09-30,0.767966,0.232034,0.455812,10.088191,0.126718,1.782423,0.126718
sh.605198,安德利,2023-10-31,2023-09-30,0.673278,0.326722,0.904443,,0.595765,1.858941,0.595765
sh.605199,葫芦娃,2023-10-31,2023-09-30,0.466463,0.533537,0.323396,8.002607,-0.199505,-3.078709,-0.199505
sh.605208,永茂泰,2023-10-27,2023-09-30,0.576731,0.423269,0.553949,3.870519,0.019179,1.704523,0.019179
sh.605218,伟时电子,2023-10-30,2023-09-30,0.709390,0.290610,0.680313,,-0.034575,-0.590569,-0.034575
sh.605222,起帆电缆,2023-10-28,2023-09-30,0.854419,0.145581,0.314937,4.390488,-0.078052,-3.251074,-0.078052
sh.605228,神通科技,2023-10-27,2023-09-30,0.629011,0.370989,0.460874,21.888449,0.113161,5.212000,0.113161
sh.605255,天普股份,2023-10-26,2023-09-30,0.300175,0.699825,0.814311,,0.145769,1.600387,0.145769
sh.605258,协和电子,2023-10-31,2023-09-30,0.582060,0.417940,0.734802,,0.070403,1.438564,0.070403
sh.605259,绿田机械,2023-10-26,2023-09-30,0.750111,0.249889,0.751684,,0.084370,0.695178,0.084370
sh.605266,健之佳,2023-10-28,2023-09-30,0.391675,0.608325,-0.038584,4.685795,0.109075,2.556120,0.109075
sh.605268,王力安防,2023-10-31,2023-09-30,0.536014,0.463986,0.341503,274.560400,0.087244,1.788245,0.087244
sh.605277,新亚电子,2023-10-31,2023-09-30,0.535994,0.464006,0.373805,6.229300,0.145271,2.922581,0.145271
sh.605286,同力日升,2023-10-26,2023-09-30,0.676960,0.323040,0.388291,37.085124,0.033027,0.374335,0.033027
sh.605287,德才股份,2023-10-31,2023-09-30,0.876127,0.123873,0.149192,3.256550,0.003763,0.096573,0.003763
sh.605288,凯迪股份,2023-10-31,2023-09-30,0.624691,0.375309,0.760388,,0.193983,1.968718,0.193983
sh.605289,罗曼股份,2023-10-28,2023-09-30,0.766748,0.233252,0.629035,,-0.016610,-0.091811,-0.016610
sh.605296,神农集团,2023-10-27,2023-09-30,0.391118,0.608882,0.735737,,-0.008468,,-0.008468
sh.605298,必得科技,2023-10-28,2023-09-30,0.684284,0.315716,0.713137,,-0.077800,-1.175300,-0.077800
sh.605299,舒华体育,2023-10-30,2023-09-30,0.546392,0.453608,0.603477,110.636716,0.088154,1.421999,0.088154
sh.605300,佳禾食品,2023-10-28,2023-09-30,0.704124,0.295876,0.626645,,0.089704,0.910470,0.089704
sh.605303,园林股份,2023-10-28,2023-09-30,0.862975,0.137025,0.435651,,-0.548894,,-0.548894
sh.605305,中际联合,2023-10-28,2023-09-30,0.888160,0.111840,0.766529,,0.051868,0.305983,0.051868
sh.605318,法狮龙,2023-10-31,2023-09-30,0.715944,0.284056,0.636143,,-0.146110,-3.398433,-0.146110
sh.605319,无锡振华,2023-10-27,2023-09-30,0.488469,0.511531,0.396183,13.940663,0.206921,2.006723,0.206921
sh.605333,沪光股份,2023-10-27,2023-09-30,0.558033,0.441967,0.253290,0.384497,0.035590,,0.035590
sh.605336,帅丰电器,2023-10-31,2023-09-30,0.754489,0.245511,0.840807,,0.246533,1.103777,0.246533
sh.605337,李子园,2023-10-17,2023-09-30,0.531980,0.468020,0.552122,,0.318290,1.799899,0.318290
sh.605338,巴比食品,2023-10-27,2023-09-30,0.431059,0.568941,0.711710,,0.137115,1.046712,0.137115
sh.605339,南侨食品,2023-10-27,2023-09-30,0.601933,0.398067,0.771626,,0.140663,2.571334,0.140663
sh.605358,立昂微,2023-10-28,2023-09-30,0.324523,0.675477,0.403123,1.769817,0.276649,4.066870,0.276649
sh.605365,立达信,2023-10-24,2023-09-30,0.640682,0.359318,0.502622,,0.119019,2.400724,0.119019
sh.605366,宏柏新材,2023-10-28,2023-09-30,0.385471,0.614529,0.560972,7.997371,0.143637,2.859917,0.143637
sh.605368,蓝天燃气,2023-10-30,2023-09-30,0.335422,0.664578,0.378974,31.749327,0.118307,0.836137,0.118307
sh.605369,拱东医疗,2023-10-28,2023-09-30,0.466767,0.533233,0.693152,,0.159809,1.290576,0.159809
sh.605376,博迁新材,2023-10-27,2023-09-30,0.476695,0.523305,0.716798,,0.135077,5.166961,0.135077
sh.605377,华旺科技,2023-10-30,2023-09-30,0.764672,0.235328,0.595199,,-0.014880,-0.112159,-0.014880
sh.605378,野马电池,2023-10-30,2023-09-30,0.739801,0.260199,0.730459,,0.063788,0.637541,0.063788
sh.605388,均瑶健康,2023-10-27,2023-09-30,0.448924,0.551076,0.663711,,-0.018102,-0.280291,-0.018102
sh.605389,长龄液压,2023-10-31,2023-09-30,0.606312,0.393688,0.689139,,0.210528,1.543193,0.210528
sh.605398,新炬网络,2023-10-28,2023-09-30,0.984343,0.015657,0.850364,,-0.127954,-1.739967,-0.127954
sh.605399,晨光新材,2023-10-28,2023-09-30,0.589802,0.410198,0.711312,,0.190463,2.182174,0.190463
sh.605488,福莱新材,2023-10-26,2023-09-30,0.537761,0.462239,0.331278,,0.045619,1.243606,0.045619
sh.605499,东鹏饮料,2023-10-28,2023-09-30,0.601849,0.398151,0.350835,,0.233013,1.216143,0.233013
sh.605500,森林包装,2023-10-31,2023-09-30,0.443778,0.556222,0.704636,,0.062385,1.109591,0.062385
sh.605507,国邦医药,2023-10-19,2023-09-30,0.524532,0.475468,0.707904,,0.002688,0.022343,0.002688
sh.605555,德昌股份,2023-10-30,2023-09-30,0.735800,0.264200,0.571738,,0.153128,1.237475,0.153128
sh.605566,福莱蒽特,2023-10-31,2023-09-30,0.756918,0.243082,0.674957,,0.009958,0.157612,0.009958
sh.605567,春雪食品,2023-10-28,2023-09-30,0.460134,0.539866,0.470419,8.169838,0.074762,7.466352,0.074762
sh.605577,龙版传媒,2023-10-31,2023-09-30,0.576713,0.423287,0.633408,,0.165513,0.760477,0.165513
sh.605580,恒盛能源,2023-10-28,2023-09-30,0.330416,0.669584,0.608874,,0.325243,1.843156,0.325243
sh.605588,冠石科技,2023-10-31,2023-09-30,0.756538,0.243462,0.575083,,0.035086,0.479693,0.035086
sh.605589,圣泉集团,2023-10-28,2023-09-30,0.454221,0.545779,0.641854,16.494837,0.084023,1.149914,0.084023
sh.605598,上海港湾,2023-10-28,2023-09-30,0.850072,0.149928,0.799834,,0.155613,0.972885,0.155613
sh.605599,菜百股份,2023-10-30,2023-09-30,0.951139,0.048861,0.579191,35.334506,0.054438,1.133600,0.054438
sh.688001,华兴源创,2023-10-31,2023-09-30,0.578032,0.421968,0.552395,,0.019196,0.134521,0.019196
sh.688002,睿创微纳,2023-10-24,2023-09-30,0.589931,0.410069,0.495974,16.209277,0.054492,0.405536,0.054492
sh.688003,天准科技,2023-10-31,2023-09-30,0.639951,0.360049,0.422421,7.662501,0.142269,3.045237,0.142269
sh.688004,博汇科技,2023-10-19,2023-09-30,0.454375,0.545625,0.877148,,-0.633046,,-0.633046
sh.688005,容百科技,2023-10-26,2023-09-30,0.627511,0.372489,0.320493,20.497950,0.047931,1.381268,0.047931
sh.688006,杭可科技,2023-10-31,2023-09-30,0.850826,0.149174,0.467533,,0.144042,0.667716,0.144042
sh.688007,光峰科技,2023-10-27,2023-09-30,0.695315,0.304685,0.570403,,0.126578,2.790421,0.126578
sh.688008,澜起科技,2023-10-31,2023-09-30,0.783870,0.216130,0.924096,,0.237557,1.548384,0.237557
sh.688009,中国通号,2023-10-28,2023-09-30,0.791729,0.208271,0.362073,,-0.032525,-0.271411,-0.032449
sh.688010,福光股份,2023-10-28,2023-09-30,0.409796,0.590204,0.630559,-4.393909,0.044796,,0.044796
sh.688011,新光光电,2023-10-28,2023-09-30,0.782062,0.217938,0.837286,,-0.197024,,-0.197024
sh.688012,中微公司,2023-10-27,2023-09-30,0.706742,0.293259,0.768106,,-0.315864,-1.101665,-0.315864
sh.688013,天臣医疗,2023-10-28,2023-09-30,0.759068,0.240932,0.864330,,0.270709,1.485506,0.270709
sh.688015,交控科技,2023-10-28,2023-09-30,0.747385,0.252615,0.415585,,-0.130890,-2.561428,-0.130890
sh.688016,心脉医疗,2023-10-28,2023-09-30,0.654274,0.345726,0.689858,,0.368959,0.851769,0.368959
sh.688017,绿的谐波,2023-10-31,2023-09-30,0.608852,0.391148,0.696681,,0.359204,1.235349,0.359204
sh.688018,乐鑫科技,2023-10-24,2023-09-30,0.583961,0.416039,0.849782,,0.200877,2.366573,0.200877
sh.688019,安集科技,2023-10-31,2023-09-30,0.534623,0.465377,0.748991,,0.215279,0.613018,0.215279
sh.688020,方邦股份,2023-10-25,2023-09-30,0.530440,0.469560,0.749687,-33.781723,-0.041566,,-0.041566
sh.688021,奥福环保,2023-10-21,2023-09-30,0.494090,0.505910,0.559723,4.056327,-0.237955,-6.171410,-0.237955
sh.688022,瀚川智能,2023-10-31,2023-09-30,0.667628,0.332372,0.438837,0.140983,-0.320616,-36.537734,-0.320616
sh.688023,安恒信息,2023-10-28,2023-09-30,0.522530,0.477470,0.454627,-36.711495,-0.561088,,-0.561088
sh.688025,杰普特,2023-10-31,2023-09-30,0.680690,0.319310,0.697010,,0.137447,1.486844,0.137447
sh.688026,洁特生物,2023-10-31,2023-09-30,0.464996,0.535004,0.673324,8.470183,0.229320,5.345411,0.229320
sh.688027,国盾量子,2023-10-28,2023-09-30,0.685304,0.314696,0.745000,,-0.303110,,-0.303110
sh.688028,沃尔德,2023-10-28,2023-09-30,0.385873,0.614127,0.679754,,0.120601,0.685032,0.120601
sh.688029,南微医学,2023-10-28,2023-09-30,0.751138,0.248862,0.763875,,0.205794,0.909135,0.205794
sh.688030,山石网科,2023-10-27,2023-09-30,0.741092,0.258908,0.513950,-17.861601,-0.168049,,-0.168049
sh.688031,星环科技,2023-10-31,2023-09-30,0.943296,0.056704,0.859746,,-1.590636,,-1.590636
sh.688032,禾迈股份,2023-10-30,2023-09-30,0.869212,0.130788,0.853670,,-0.015893,-0.054186,-0.015893
sh.688033,天宜上佳,2023-10-27,2023-09-30,0.482331,0.517669,0.575739,63.071348,-0.193948,-1.242897,-0.193948
sh.688035,德邦科技,2023-10-28,2023-09-30,0.711391,0.288609,0.807641,,0.165316,1.305522,0.165316
sh.688036,传音控股,2023-10-18,2023-09-30,0.871136,0.128864,0.373427,,0.264699,2.910166,0.264699
sh.688037,芯源微,2023-10-28,2023-09-30,0.778887,0.221113,0.532810,,-0.488699,-2.677253,-0.488699
sh.688038,中科通达,2023-10-25,2023-09-30,0.664607,0.335393,0.515705,-12.909910,-0.633308,,-0.633308
sh.688039,当虹科技,2023-10-28,2023-09-30,0.504129,0.495871,0.738476,,-0.476345,,-0.476345
sh.688041,海光信息,2023-10-18,2023-09-30,0.637048,0.362952,0.550305,,0.233844,0.757859,0.233844
sh.688045,必易微,2023-10-28,2023-09-30,0.889879,0.110121,0.899768,,-0.132352,,-0.132352
sh.688046,药康生物,2023-10-28,2023-09-30,0.656665,0.343335,0.807305,,0.081730,0.315608,0.081730
sh.688047,龙芯中科,2023-10-27,2023-09-30,0.801575,0.198425,0.748192,,-0.714464,,-0.714464
sh.688048,长光华芯,2023-10-31,2023-09-30,0.664104,0.335896,0.876409,,0.241540,,0.241540
sh.688049,炬芯科技,2023-10-30,2023-09-30,0.925914,0.074086,0.933509,,0.278430,2.232137,0.278430
sh.688050,爱博医疗,2023-10-26,2023-09-30,0.407839,0.592161,0.714845,282.612613,0.195729,0.536683,0.195729
sh.688051,佳华科技,2023-10-28,2023-09-30,0.571444,0.428556,0.622724,-148.512246,-0.576502,,-0.576502
sh.688052,纳芯微,2023-10-24,2023-09-30,0.804609,0.195391,0.898543,,-0.278564,,-0.278564
sh.688053,思科瑞,2023-10-30,2023-09-30,0.751416,0.248584,0.911153,,0.164057,0.515740,0.164057
sh.688055,龙腾光电,2023-10-28,2023-09-30,0.514747,0.485253,0.586996,,0.206788,,0.206788
sh.688056,莱伯泰科,2023-10-28,2023-09-30,0.786160,0.213840,0.805505,,0.052566,0.591401,0.052566
sh.688057,金达莱,2023-10-28,2023-09-30,0.874543,0.125457,0.815272,,0.313806,1.082492,0.313806
sh.688058,宝兰德,2023-10-28,2023-09-30,0.872158,0.127842,0.885895,,-0.184292,,-0.184292
