code,stock_name,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sh.600151,航天机电,2023-10-31,2023-09-30,0.499971,0.500029,0.394682,2.950540,-0.027213,-22.894929,-0.027213
sh.600152,维科技术,2023-10-28,2023-09-30,0.507732,0.492268,0.528261,-37.889938,0.238288,,0.238288
sh.600153,建发股份,2023-10-31,2023-09-30,0.795355,0.204645,0.051018,14.654866,0.040712,1.620704,0.040712
sh.600155,华创云信,2023-10-31,2023-09-30,,,0.307736,,0.784290,4.842504,0.784290
sh.600156,华升股份,2023-10-27,2023-09-30,0.440049,0.559951,0.302795,-3.528676,-0.069262,,-0.069262
sh.600157,永泰能源,2023-10-26,2023-09-30,0.084960,0.915040,-0.126049,2.344650,0.223301,2.825570,0.223301
sh.600158,中体产业,2023-10-30,2023-09-30,0.818081,0.181919,0.300847,,-0.188040,-106.394407,-0.188040
sh.600159,大龙地产,2023-10-31,2023-09-30,0.905962,0.094038,0.575159,,-0.986697,-93.187851,-0.986697
sh.600160,巨化股份,2023-10-27,2023-09-30,0.298144,0.701856,0.632029,,0.043904,0.927835,0.043904
sh.600161,天坛生物,2023-10-26,2023-09-30,0.556555,0.443445,0.563261,,0.582083,1.938645,0.582083
sh.600162,香江控股,2023-10-31,2023-09-30,0.713578,0.286422,0.267879,1.767302,0.364034,30.560230,0.364034
sh.600163,中闽能源,2023-10-31,2023-09-30,0.315187,0.684813,0.510566,6.987021,0.561207,1.496020,0.561207
sh.600165,*ST宁科,2023-10-28,2023-09-30,0.054834,0.945166,0.103119,-1.471316,-0.181010,,-0.181010
sh.600166,福田汽车,2023-10-31,2023-09-30,0.508767,0.491233,0.137397,,0.051005,2.902885,0.051005
sh.600167,联美控股,2023-10-31,2023-09-30,0.549547,0.450453,0.594114,,-0.076320,-0.238172,-0.076320
sh.600168,武汉控股,2023-10-27,2023-09-30,0.357100,0.642900,0.157074,2.051671,-0.105998,-0.765973,-0.105998
sh.600169,太原重工,2023-10-28,2023-09-30,0.731122,0.268878,0.097589,1.384983,-0.010819,-0.476814,-0.010819
sh.600170,上海建工,2023-10-31,2023-09-30,0.749847,0.250153,0.097959,2.101467,-0.025100,-4.155630,-0.025100
sh.600171,上海贝岭,2023-10-24,2023-09-30,0.494929,0.505071,0.665128,,0.078226,,0.078226
sh.600172,黄河旋风,2023-10-30,2023-09-30,0.294272,0.705728,0.269429,-0.572873,0.184161,,0.184161
sh.600173,卧龙地产,2023-10-24,2023-09-30,0.827653,0.172347,0.599888,,-0.140522,-2.725847,-0.140522
sh.600176,中国巨石,2023-10-24,2023-09-30,0.271724,0.728276,0.500390,40.348932,0.042442,0.174863,0.042442
sh.600177,雅戈尔,2023-10-31,2023-09-30,0.444441,0.555559,0.453570,13.063169,0.475910,1.272443,0.475910
sh.600178,东安动力,2023-10-28,2023-09-30,0.622146,0.377854,0.202672,,-0.019842,-2.471910,-0.019842
sh.600179,安通控股,2023-10-24,2023-09-30,0.540766,0.459234,0.704398,30.387829,0.153429,2.090544,0.153429
sh.600180,瑞茂通,2023-10-27,2023-09-30,0.556885,0.443115,0.241942,2.486112,0.003402,0.297017,0.003402
sh.600182,S佳通,2023-10-28,2023-09-30,0.723813,0.276187,0.291597,23.989657,0.149898,1.758216,0.149898
sh.600183,生益科技,2023-10-27,2023-09-30,0.564165,0.435835,0.520560,12.292850,0.176134,2.449423,0.176134
sh.600184,光电股份,2023-10-27,2023-09-30,0.621860,0.378140,0.589760,,-0.432468,-14.794196,-0.432468
sh.600185,格力地产,2023-10-28,2023-09-30,0.797520,0.202480,0.193873,0.320414,1.803080,,1.803080
sh.600186,莲花控股,2023-10-16,2023-09-30,0.722461,0.277539,0.451806,,0.047332,0.789004,0.047332
sh.600187,国中水务,2023-10-28,2023-09-30,0.289345,0.710655,0.597979,,0.326795,0.852484,0.326795
sh.600188,兖矿能源,2023-10-28,2023-09-30,0.268999,0.731001,-0.022278,11.819885,0.140753,0.910713,0.140753
sh.600189,泉阳泉,2023-10-27,2023-09-30,0.575158,0.424842,0.233935,3.214435,0.246104,3.824824,0.246104
sh.600190,ST锦港,2023-10-28,2023-09-30,0.183326,0.816674,0.358460,1.062783,0.409585,21.306716,0.409585
sh.600191,华资实业,2023-10-31,2023-09-30,0.177052,0.822948,0.715001,3.672916,0.149967,2.273582,0.149967
sh.600192,长城电工,2023-10-28,2023-09-30,0.733500,0.266500,0.260394,-0.497597,-0.002026,,-0.002026
sh.600193,创兴资源,2023-10-30,2023-09-30,0.734309,0.265691,0.423569,-4.380567,-0.288369,,-0.288369
sh.600195,中牧股份,2023-10-31,2023-09-30,0.429322,0.570678,0.530220,61.026351,-0.002318,-0.026524,-0.002318
sh.600196,复星医药,2023-10-31,2023-09-30,0.315203,0.684797,0.156301,5.256743,0.080183,0.927587,0.080183
sh.600197,伊力特,2023-10-28,2023-09-30,0.546273,0.453727,0.767337,110.155785,0.127222,0.890202,0.127222
sh.600198,大唐电信,2023-10-27,2023-09-30,0.599573,0.400427,0.045693,-33.292238,-0.423870,,-0.423870
sh.600199,金种子酒,2023-10-28,2023-09-30,0.615154,0.384846,0.667708,,0.107112,,0.107112
sh.600200,江苏吴中,2023-10-31,2023-09-30,0.699621,0.300379,0.371754,1.200738,-0.190592,-30.279630,-0.190592
sh.600201,生物股份,2023-10-31,2023-09-30,0.469348,0.530652,0.668979,,0.242377,1.033931,0.242377
sh.600202,哈空调,2023-10-31,2023-09-30,0.767689,0.232311,0.245465,2.820294,-0.023847,-1.041410,-0.023847
sh.600203,福日电子,2023-10-27,2023-09-30,0.693652,0.306348,0.160835,-0.579327,-0.030663,,-0.030663
sh.600206,有研新材,2023-10-19,2023-09-30,0.685857,0.314143,0.587575,11.533832,-0.054054,-3.304275,-0.054054
sh.600207,安彩高科,2023-10-28,2023-09-30,0.432093,0.567907,0.407604,2.713560,-0.119622,-6.923667,-0.119622
sh.600208,衢州发展,2023-10-31,2023-09-30,0.556539,0.443461,0.319866,2.801732,-1.122966,-2.168079,-1.122966
sh.600210,紫江企业,2023-10-31,2023-09-30,0.533090,0.466910,0.403961,10.494320,0.095174,1.418102,0.095174
sh.600211,西藏药业,2023-10-27,2023-09-30,0.708242,0.291758,0.617893,,0.330778,0.907083,0.330778
sh.600212,绿能慧充,2023-10-31,2023-09-30,0.845925,0.154075,0.459510,21.543380,-0.152282,-3.273657,-0.152282
sh.600215,派斯林,2023-10-28,2023-09-30,0.372341,0.627659,0.268544,7.730057,-0.192414,-2.383542,-0.192414
sh.600216,浙江医药,2023-10-26,2023-09-30,0.436470,0.563530,0.685423,,0.069889,2.270763,0.069889
sh.600217,中再资环,2023-10-19,2023-09-30,0.828772,0.171228,0.304839,1.271985,-0.114831,-5.834120,-0.114831
sh.600218,全柴动力,2023-10-28,2023-09-30,0.743104,0.256896,0.515378,,-0.042552,-2.313306,-0.042552
sh.600219,南山铝业,2023-10-28,2023-09-30,0.584834,0.415166,0.636321,,0.144960,1.300007,0.144960
sh.600221,海航控股,2023-10-31,2023-09-30,0.214799,0.785201,-0.042735,0.704734,0.207984,11.673805,0.207984
sh.600222,太龙药业,2023-10-27,2023-09-30,0.550031,0.449969,0.292222,0.395313,-0.036517,,-0.036517
sh.600223,福瑞达,2023-10-28,2023-09-30,0.835419,0.164581,0.326792,9.408799,0.096594,1.086834,0.096594
sh.600225,退市卓朗,2023-10-31,2023-09-30,0.444992,0.555008,0.208307,1.241078,0.321056,5.983367,0.321056
sh.600226,亨通股份,2023-10-28,2023-09-30,0.298488,0.701512,0.818513,,-0.142457,-0.392700,-0.142457
sh.600227,赤天化,2023-10-28,2023-09-30,0.296637,0.703363,0.437100,-8.027087,0.096310,,0.096310
sh.600228,返利科技,2023-10-28,2023-09-30,0.817729,0.182271,0.705192,,-0.174335,,-0.174335
sh.600229,城市传媒,2023-10-31,2023-09-30,0.588016,0.411984,0.677440,,0.017953,0.137532,0.017953
sh.600230,沧州大化,2023-10-28,2023-09-30,0.236671,0.763329,0.531789,10.732873,0.155108,2.721653,0.155108
sh.600231,凌钢股份,2023-10-28,2023-09-30,0.334371,0.665629,0.424460,-138.522643,0.040783,,0.040783
sh.600232,金鹰股份,2023-10-27,2023-09-30,0.771183,0.228817,0.570024,7.248920,-0.141187,-4.096448,-0.141187
sh.600233,圆通速递,2023-10-27,2023-09-30,0.349225,0.650775,0.542025,,0.093477,1.414125,0.093477
sh.600234,*ST科新,2023-10-28,2023-09-30,0.444798,0.555202,0.714423,,0.110234,,0.110234
sh.600235,民丰特纸,2023-10-27,2023-09-30,0.444055,0.555945,0.580055,2.683551,-0.002802,-0.121902,-0.002802
sh.600236,桂冠电力,2023-10-28,2023-09-30,0.074907,0.925093,0.391713,4.537102,0.533525,2.455978,0.533525
sh.600237,铜峰电子,2023-10-21,2023-09-30,0.649101,0.350899,0.713338,17.466781,0.162149,2.451367,0.162149
sh.600238,海南椰岛,2023-10-28,2023-09-30,0.537271,0.462729,0.174477,-3.854562,-0.252796,,-0.252796
sh.600239,云南城投,2023-10-28,2023-09-30,0.359828,0.640172,0.078162,1.940439,0.884690,8.387801,0.884690
sh.600241,时代万恒,2023-10-31,2023-09-30,0.677792,0.322208,0.856858,,-0.112506,-1.105481,-0.112506
sh.600243,青海华鼎,2023-10-28,2023-09-30,0.589970,0.410030,0.632707,-8.904011,-0.244117,,-0.244117
sh.600246,万通发展,2023-10-28,2023-09-30,0.391819,0.608181,0.611236,-2.322587,0.150057,,0.150057
sh.600248,陕建股份,2023-10-31,2023-09-30,0.879013,0.120987,0.046147,4.317211,-0.060320,-2.081247,-0.060320
sh.600249,两面针,2023-10-27,2023-09-30,0.720320,0.279680,0.784217,,0.007854,0.133052,0.007854
sh.600250,南京商旅,2023-10-30,2023-09-30,0.350321,0.649679,0.116474,18.475796,0.118157,0.873877,0.118157
sh.600251,冠农股份,2023-10-27,2023-09-30,0.565040,0.434960,0.537086,36.405770,0.452169,2.019164,0.452169
sh.600252,中恒集团,2023-10-28,2023-09-30,0.587476,0.412524,0.475953,,0.178411,6.722070,0.178411
sh.600255,鑫科材料,2023-10-21,2023-09-30,0.486244,0.513756,0.333283,-1.016035,-0.022374,,-0.022374
sh.600256,广汇能源,2023-10-27,2023-09-30,0.234209,0.765791,0.345037,8.164959,0.080728,0.846116,0.080728
sh.600257,大湖股份,2023-10-31,2023-09-30,0.461621,0.538379,0.191816,1.258003,0.049078,2.130280,0.049078
sh.600258,首旅酒店,2023-10-30,2023-09-30,0.141056,0.858944,-0.000381,4.062079,0.571521,4.763741,0.571521
sh.600259,广晟有色,2023-10-31,2023-09-30,0.620856,0.379144,0.285055,5.705138,-0.055830,-4.978557,-0.055830
sh.600261,阳光照明,2023-10-17,2023-09-30,0.693084,0.306916,0.603549,,0.079655,1.253490,0.079655
sh.600262,北方股份,2023-10-24,2023-09-30,0.867677,0.132323,0.350465,,0.144005,2.256773,0.144005
sh.600265,景谷林业,2023-10-31,2023-09-30,0.466299,0.533701,-0.026707,2.646046,0.128165,2.603535,0.128165
sh.600266,城建发展,2023-10-31,2023-09-30,0.873674,0.126326,0.149983,5.147181,0.633615,16.748641,0.633615
sh.600267,海正药业,2023-10-28,2023-09-30,0.364415,0.635585,0.388771,4.909624,0.151829,2.793423,0.151829
sh.600268,国电南自,2023-10-27,2023-09-30,0.725918,0.274082,0.244129,12.190096,-0.089440,-2.107860,-0.089440
sh.600269,赣粤高速,2023-10-27,2023-09-30,0.255731,0.744269,0.487217,6.330908,0.302323,1.362839,0.302323
sh.600271,航天信息,2023-10-31,2023-09-30,0.678890,0.321110,0.432087,,-0.105258,-1.273249,-0.105258
sh.600272,开开实业,2023-10-28,2023-09-30,0.489152,0.510848,0.479463,,-0.068561,-2.279592,-0.068561
sh.600273,嘉化能源,2023-10-28,2023-09-30,0.293729,0.706271,0.741903,90.365367,0.030425,0.220672,0.030425
sh.600276,恒瑞医药,2023-10-26,2023-09-30,0.714418,0.285582,0.839379,,0.253260,1.248575,0.253260
sh.600278,东方创业,2023-10-28,2023-09-30,0.778120,0.221880,0.390784,14.094264,-0.002866,-0.262329,-0.002866
sh.600279,重庆港,2023-10-27,2023-09-30,0.337752,0.662248,0.352741,2.548499,0.112353,3.946961,0.112353
sh.600280,中央商场,2023-10-20,2023-09-30,0.563258,0.436742,0.029628,1.291002,0.190007,57.503796,0.190007
sh.600281,华阳新材,2023-10-28,2023-09-30,0.336373,0.663627,0.186283,-7.763744,-0.683819,,-0.683819
sh.600282,南钢股份,2023-10-28,2023-09-30,0.423642,0.576358,0.237007,5.830531,0.042103,1.303778,0.042103
sh.600283,钱江水利,2023-10-28,2023-09-30,0.265206,0.734794,0.196242,9.370859,0.228906,1.521439,0.228906
sh.600284,浦东建设,2023-10-31,2023-09-30,0.724002,0.275998,0.230019,128.512258,-0.056138,-1.501571,-0.056138
sh.600285,羚锐制药,2023-10-28,2023-09-30,0.528134,0.471866,0.488834,,0.202925,1.091172,0.202925
sh.600287,ST舜天,2023-10-31,2023-09-30,0.663221,0.336779,0.464645,9.274027,-0.047692,-1.391895,-0.047692
sh.600288,大恒科技,2023-10-26,2023-09-30,0.718917,0.281083,0.503861,16.068641,-0.078872,-1.983140,-0.078872
sh.600289,*ST信通,2023-10-28,2023-09-30,0.755562,0.244438,0.344910,,-0.475953,,-0.475953
sh.600292,远达环保,2023-10-27,2023-09-30,0.445150,0.554850,0.332548,3.228996,0.058942,1.827683,0.058942
sh.600293,三峡新材,2023-10-25,2023-09-30,0.266898,0.733102,0.330002,2.108495,0.077464,6.684295,0.077464
sh.600295,鄂尔多斯,2023-10-31,2023-09-30,0.279473,0.720527,0.386098,33.657856,0.176086,1.204606,0.176086
sh.600298,安琪酵母,2023-10-25,2023-09-30,0.387234,0.612766,0.502202,157.853460,0.118519,1.204716,0.118519
sh.600299,安迪苏,2023-10-28,2023-09-30,0.259489,0.740511,0.475478,0.809937,0.186512,,0.186512
sh.600300,维维股份,2023-10-28,2023-09-30,0.363028,0.636972,0.523144,15.879063,0.225758,5.717106,0.225758
sh.600301,华锡有色,2023-10-31,2023-09-30,0.281518,0.718482,0.153312,9.488201,0.236747,1.090785,0.236747
sh.600302,标准股份,2023-10-28,2023-09-30,0.841760,0.158240,0.620301,,-0.095692,,-0.095692
sh.600303,ST曙光,2023-10-28,2023-09-30,0.316569,0.683431,0.352657,-25.673183,-0.181601,,-0.181601
sh.600305,恒顺醋业,2023-10-30,2023-09-30,0.520167,0.479833,0.807387,,0.093096,1.147941,0.093096
