code,stock_name,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.600000,浦发银行,2024-10-31,2024-09-30,0.048669,12.728388,0.014095,0.986998,0.274856,0.953280,,
sh.600004,白云机场,2024-10-31,2024-09-30,0.037446,1.490442,0.199372,0.957823,0.131564,0.730355,0.950426,0.189533
sh.600006,东风股份,2024-10-31,2024-09-30,-0.013943,2.190220,0.443047,1.007579,-0.014261,1.076650,0.658195,-0.020124
sh.600007,中国国贸,2024-10-31,2024-09-30,0.106608,1.308489,0.235993,0.999408,0.345444,0.750028,1.009236,0.456359
sh.600008,首创环保,2024-10-30,2024-09-30,0.107333,3.627644,0.126186,0.880273,0.266368,0.877425,0.789177,0.384678
sh.600009,上海机场,2024-10-31,2024-09-30,0.029553,1.702333,0.132783,0.839915,0.155660,0.855734,0.832891,0.218399
sh.600010,包钢股份,2024-10-31,2024-09-30,-0.010009,2.955879,0.326964,0.742711,-0.013944,1.015578,-1.016701,0.013505
sh.600011,华能国际,2024-10-30,2024-09-30,0.077178,4.098951,0.333428,0.779633,0.072432,0.811437,0.748065,0.119327
sh.600012,皖通高速,2024-10-29,2024-09-30,0.095627,1.744582,0.226398,0.984330,0.245967,0.757733,0.971703,0.334062
sh.600015,华夏银行,2024-10-31,2024-09-30,0.055229,12.830015,0.016542,0.979314,0.265720,0.754722,,
sh.600016,民生银行,2024-10-31,2024-09-30,0.048487,12.225117,0.013226,0.992512,0.302144,0.958168,,
sh.600017,日照港,2024-10-30,2024-09-30,0.046964,2.912847,0.159274,0.866185,0.116866,0.830063,0.670900,0.209856
sh.600018,上港集团,2024-10-31,2024-09-30,0.092980,1.628637,0.140309,0.928551,0.438202,0.861593,0.976678,0.520739
sh.600019,宝钢股份,2024-10-30,2024-09-30,0.029458,1.861057,0.653513,0.853908,0.028364,0.837472,0.906369,0.037368
sh.600020,中原高速,2024-10-30,2024-09-30,0.055074,3.387936,0.092930,1.000025,0.174920,0.754337,0.616188,0.376322
sh.600021,上海电力,2024-10-29,2024-09-30,0.085583,6.046621,0.187478,0.560634,0.134662,0.836555,0.691543,0.232773
sh.600022,山东钢铁,2024-10-31,2024-09-30,-0.071257,3.279317,0.963511,0.919757,-0.024520,1.008780,1.165073,-0.020862
sh.600023,浙能电力,2024-10-30,2024-09-30,0.096096,2.152225,0.441788,0.840742,0.120210,0.891375,0.917978,0.146909
sh.600025,华能水电,2024-10-30,2024-09-30,0.102258,2.824606,0.097288,0.929492,0.400348,0.858725,0.819214,0.569097
sh.600026,中远海能,2024-10-31,2024-09-30,0.097063,2.092851,0.232818,0.935449,0.212949,0.820391,0.832947,0.311629
sh.600027,华电国际,2024-10-31,2024-09-30,0.073415,3.166902,0.381285,0.854218,0.071176,0.821982,0.750747,0.115339
sh.600028,中国石化,2024-10-29,2024-09-30,0.054461,2.538194,1.147607,0.871038,0.021465,0.805320,0.867433,0.030728
sh.600029,南方航空,2024-10-29,2024-09-30,0.052080,8.284783,0.430793,0.533243,0.027365,0.743693,0.542301,0.067852
sh.600030,中信证券,2024-10-30,2024-09-30,0.060498,5.735209,0.028974,0.962635,0.378203,0.795928,,
sh.600031,三一重工,2024-10-31,2024-09-30,0.070067,2.166963,0.387647,0.977726,0.085312,0.879828,1.013820,0.095642
sh.600032,浙江新能,2024-10-29,2024-09-30,0.052404,4.390959,0.072610,0.688856,0.238602,0.851464,0.596235,0.469991
sh.600033,福建高速,2024-10-31,2024-09-30,0.069431,1.489981,0.133248,0.801187,0.436497,0.753986,0.981198,0.590012
sh.600035,楚天高速,2024-10-30,2024-09-30,0.079207,2.346148,0.136675,0.963904,0.256261,0.731575,0.849918,0.412142
sh.600036,招商银行,2024-10-30,2024-09-30,0.101561,10.176893,0.022282,0.992503,0.451266,0.850568,,
sh.600037,歌华有线,2024-10-31,2024-09-30,-0.000940,1.230758,0.099473,1.000000,-0.007678,5.303542,0.018736,-0.077267
sh.600038,中直股份,2024-10-30,2024-09-30,0.027398,3.086436,0.429853,1.022413,0.020199,0.847871,1.032108,0.023082
sh.600039,四川路桥,2024-10-31,2024-09-30,0.105404,5.428402,0.292407,0.976834,0.067979,0.824728,0.733403,0.112389
sh.600048,保利发展,2024-10-29,2024-09-30,0.039132,7.039604,0.130049,0.638187,0.066978,0.735872,0.867311,0.104943
sh.600050,中国联通,2024-10-23,2024-09-30,0.051219,4.098338,0.434844,0.439480,0.065396,0.810168,1.009041,0.079996
sh.600051,宁波联合,2024-10-29,2024-09-30,0.016517,1.624418,0.186894,7.273182,0.007480,0.349443,0.391663,0.054656
sh.600052,东望时代,2024-10-31,2024-09-30,0.031256,1.142171,0.069173,1.019115,0.388190,1.075270,1.188542,0.303748
sh.600053,九鼎投资,2024-10-31,2024-09-30,0.002421,1.153546,0.057103,1.044769,0.035182,0.373372,0.893084,0.105508
sh.600054,黄山旅游,2024-10-31,2024-09-30,0.062525,1.246506,0.248573,0.910941,0.221521,0.698074,1.004567,0.315889
sh.600055,万东医疗,2024-10-26,2024-09-30,0.024491,1.135357,0.203740,0.992344,0.106695,0.838191,1.534397,0.082959
sh.600056,中国医药,2024-10-26,2024-09-30,0.038518,3.242681,0.693332,0.720141,0.023790,0.736746,0.927579,0.034812
sh.600057,厦门象屿,2024-10-31,2024-09-30,0.040218,5.804360,2.318294,0.613558,0.004871,0.895189,0.699803,0.007776
sh.600058,五矿发展,2024-10-31,2024-09-30,0.018120,3.350023,2.038811,0.929660,0.002854,0.719400,0.550119,0.007211
sh.600059,古越龙山,2024-10-26,2024-09-30,0.023135,1.142560,0.194096,0.994102,0.104941,0.749353,1.200054,0.116696
sh.600060,海信视像,2024-10-30,2024-09-30,0.069570,2.307367,0.935388,0.838505,0.038442,0.889745,0.986346,0.043804
sh.600061,国投资本,2024-10-31,2024-09-30,0.038851,5.300544,0.036102,0.842129,0.241085,0.793291,0.904294,0.336068
sh.600062,华润双鹤,2024-10-26,2024-09-30,0.131278,1.502353,0.534662,0.989589,0.165153,0.872888,1.016311,0.186166
sh.600063,皖维高新,2024-10-26,2024-09-30,0.024444,1.804124,0.402446,1.074206,0.031341,0.772270,0.981228,0.041359
sh.600064,南京高科,2024-10-24,2024-09-30,0.100600,2.098047,0.039589,0.991951,1.221002,0.976793,0.921321,1.356760
sh.600066,宇通客车,2024-10-29,2024-09-30,0.180795,2.277805,0.785771,0.989087,0.102127,0.919412,1.034325,0.107392
sh.600067,冠城新材,2024-10-30,2024-09-30,-0.011093,3.179274,0.303975,2.262910,-0.005072,-0.694309,0.230135,0.031746
sh.600070,*ST富润,2024-10-31,2024-09-30,-0.268333,1.696647,0.103778,0.986504,-1.544822,0.980666,1.024786,-1.537177
sh.600071,凤凰光学,2024-10-29,2024-09-30,-0.046685,4.271724,0.665753,0.876134,-0.018737,1.054195,5.069654,-0.003506
sh.600072,中船科技,2024-10-31,2024-09-30,-0.006529,4.516322,0.103796,-15.222233,0.000915,-0.307074,-0.063860,0.046660
sh.600073,光明肉业,2024-10-31,2024-09-30,0.075415,2.881276,1.124554,1.107253,0.021021,0.721917,0.969172,0.030044
sh.600075,新疆天业,2024-10-23,2024-09-30,0.001090,2.245444,0.375072,0.996183,0.001299,0.200912,0.212521,0.030419
sh.600076,康欣新材,2024-10-29,2024-09-30,-0.029302,1.621809,0.071089,0.997414,-0.254816,1.005270,1.848298,-0.137142
sh.600078,澄星股份,2024-10-31,2024-09-30,-0.037712,3.003021,0.449634,3.498045,-0.007984,0.442683,-1.135848,0.015879
sh.600079,人福医药,2024-10-30,2024-09-30,0.091068,2.106726,0.520552,0.754346,0.110084,0.813980,0.918487,0.147244
sh.600080,金花股份,2024-10-30,2024-09-30,0.019486,1.256547,0.211137,1.000000,0.073449,0.948022,1.069373,0.072450
sh.600081,东风科技,2024-10-25,2024-09-30,0.013481,2.227028,0.500597,0.393172,0.030756,0.809415,1.127909,0.033689
sh.600082,海泰发展,2024-10-31,2024-09-30,-0.027766,1.678032,0.011216,1.000000,-1.475296,1.002984,12.355018,-0.119053
sh.600083,*ST博信,2024-10-31,2024-09-30,,-34.421390,0.080207,0.769166,-0.521754,0.978067,2.956024,-0.180464
sh.600084,中信尼雅,2024-10-26,2024-09-30,0.000319,1.093859,0.072816,0.901472,0.004438,0.606282,1.475049,0.004963
sh.600085,同仁堂,2024-10-30,2024-09-30,0.103704,2.355452,0.450680,0.680590,0.143538,0.820149,1.011287,0.173062
sh.600088,中视传媒,2024-10-30,2024-09-30,0.084483,1.340793,0.240180,1.000696,0.262161,0.993440,1.004644,0.262672
sh.600089,特变电工,2024-10-30,2024-09-30,0.065559,3.078636,0.358472,0.956310,0.062119,0.843524,0.857453,0.085884
sh.600094,大名城,2024-10-30,2024-09-30,0.018459,1.870491,0.161587,0.999416,0.061107,0.647650,0.808137,0.116752
sh.600095,湘财股份,2024-10-26,2024-09-30,0.012276,3.103671,0.042082,1.022771,0.091897,0.654469,0.739734,0.189817
sh.600096,云天化,2024-10-15,2024-09-30,0.220054,2.568585,0.904813,0.867383,0.109160,0.849084,0.942537,0.136400
sh.600097,开创国际,2024-10-30,2024-09-30,0.007380,1.488993,0.523437,0.703954,0.013451,0.753871,0.756161,0.023597
sh.600098,广州发展,2024-10-31,2024-09-30,0.061059,2.927225,0.473380,0.923720,0.047702,0.848184,0.747640,0.075224
sh.600099,林海股份,2024-10-26,2024-09-30,0.023815,1.835124,0.808402,1.000000,0.016053,0.870944,2.011091,0.009165
sh.600100,同方股份,2024-10-30,2024-09-30,0.005085,3.580675,0.177622,3.410367,0.002345,0.129580,0.325025,0.055668
sh.600101,明星电力,2024-10-30,2024-09-30,0.076958,1.391740,0.527475,1.000000,0.104832,0.851801,0.950344,0.129502
sh.600103,青山纸业,2024-10-29,2024-09-30,0.022224,1.562154,0.329083,0.893273,0.048395,0.843754,0.929920,0.061679
sh.600104,上汽集团,2024-10-31,2024-09-30,0.023858,3.388207,0.438830,0.819070,0.019590,0.766962,0.936358,0.027279
sh.600105,永鼎股份,2024-10-26,2024-09-30,0.020252,2.949981,0.356116,0.552867,0.034868,0.830291,0.707978,0.059317
sh.600106,重庆路桥,2024-10-30,2024-09-30,0.026375,1.418014,0.012490,1.000000,1.489201,0.961825,0.845617,1.830981
sh.600107,美尔雅,2024-10-31,2024-09-30,-0.090587,1.772472,0.270949,0.991098,-0.190319,0.938420,1.139222,-0.178023
sh.600108,亚盛集团,2024-10-30,2024-09-30,0.008649,2.165079,0.242423,0.975529,0.016892,0.914186,0.283041,0.065283
sh.600109,国金证券,2024-10-31,2024-09-30,0.027297,3.465364,0.037825,0.990028,0.210347,0.877273,,
sh.600110,诺德股份,2024-10-30,2024-09-30,-0.036518,2.584579,0.240986,0.954680,-0.061414,1.013448,4.839076,-0.012523
sh.600111,北方稀土,2024-10-30,2024-09-30,0.018644,1.895262,0.523237,0.493249,0.038115,0.818493,0.873745,0.053296
sh.600113,浙江东日,2024-10-31,2024-09-30,0.044723,1.551988,0.148772,1.122075,0.172624,0.720627,1.038003,0.230777
sh.600114,东睦股份,2024-10-29,2024-09-30,0.106135,2.712914,0.510572,0.896049,0.085513,0.964399,0.801216,0.110669
sh.600115,中国东航,2024-10-31,2024-09-30,-0.003413,6.909041,0.367196,0.750000,-0.001794,-3.607843,0.012624,0.039382
sh.600116,三峡水利,2024-10-25,2024-09-30,0.034169,2.134717,0.338408,1.038007,0.045568,0.798370,0.723533,0.078885
sh.600117,西宁特钢,2024-10-31,2024-09-30,-0.077411,2.601933,0.304221,0.680127,-0.143790,0.996031,1.153916,-0.125107
sh.600118,中国卫星,2024-10-25,2024-09-30,-0.002336,2.146634,0.123610,1.946590,-0.004522,0.218277,0.804135,-0.025765
sh.600119,长江投资,2024-10-31,2024-09-30,-0.145533,3.621161,0.602571,0.689231,-0.096770,1.040085,1.081105,-0.086061
sh.600120,浙江东方,2024-10-26,2024-09-30,0.026737,2.693595,0.235503,0.991965,0.042490,0.776359,0.875670,0.062500
sh.600121,郑州煤电,2024-10-31,2024-09-30,0.007995,8.428059,0.232891,0.158656,0.025672,0.493774,0.559509,0.092923
sh.600123,兰花科创,2024-10-29,2024-09-30,0.043002,1.893997,0.270440,1.281874,0.065493,0.643609,0.836448,0.121655
sh.600125,铁龙物流,2024-10-31,2024-09-30,0.055199,1.390052,1.017336,0.999768,0.039042,0.681857,0.998358,0.057353
sh.600126,杭钢股份,2024-10-30,2024-09-30,-0.022464,1.591147,1.525213,0.999777,-0.009259,1.193274,0.681930,-0.011378
sh.600127,金健米业,2024-10-25,2024-09-30,0.000936,2.582474,1.673524,0.529232,0.000409,0.236965,0.423636,0.004076
sh.600128,苏豪弘业,2024-10-30,2024-09-30,0.017214,2.766923,0.923256,0.594488,0.011335,0.937904,1.006860,0.012003
sh.600129,太极集团,2024-10-25,2024-09-30,0.143005,3.770872,0.725931,0.987892,0.052881,0.828734,0.885003,0.072101
sh.600130,波导股份,2024-10-31,2024-09-30,0.004163,1.175733,0.181549,0.631572,0.030878,0.995346,7.518408,0.004126
sh.600131,国网信通,2024-10-30,2024-09-30,0.046876,2.048714,0.287729,1.000082,0.079515,1.003029,1.058169,0.074917
sh.600132,重庆啤酒,2024-10-31,2024-09-30,0.622964,5.971996,1.023039,0.499500,0.204134,0.804553,1.008499,0.251586
sh.600133,东湖高新,2024-10-31,2024-09-30,0.025034,2.128720,0.066875,1.038338,0.169356,0.837857,0.869894,0.232362
sh.600135,乐凯胶片,2024-10-31,2024-09-30,-0.023249,1.316991,0.338350,1.014942,-0.051406,1.049400,1.525037,-0.032121
sh.600136,ST明诚,2024-10-31,2024-09-30,-0.079307,1.863334,0.230874,0.657076,-0.280563,1.024882,1.010881,-0.270805
sh.600137,浪莎股份,2024-10-30,2024-09-30,0.029076,1.282636,0.344855,1.000000,0.065734,0.926151,1.231004,0.057657
sh.600138,中青旅,2024-10-31,2024-09-30,0.024454,2.753770,0.408896,0.635859,0.034154,0.679971,0.701353,0.071617
sh.600141,兴发集团,2024-10-26,2024-09-30,0.062678,2.186056,0.481021,0.990129,0.060200,0.769803,0.858794,0.091060
sh.600143,金发科技,2024-10-30,2024-09-30,0.040465,3.737013,0.641485,2.130701,0.007922,0.449369,0.469575,0.037544
sh.600148,长春一东,2024-10-22,2024-09-30,-0.007704,2.652228,0.411037,-1.113280,0.006348,0.485865,1.100442,0.011873
sh.600149,廊坊发展,2024-10-31,2024-09-30,0.383826,3.307973,0.494254,0.899019,0.261128,0.923665,0.972935,0.290573
sh.600150,中国船舶,2024-10-31,2024-09-30,0.046390,3.639393,0.315313,0.963399,0.041961,0.945680,1.709955,0.025949
sh.600151,航天机电,2024-10-30,2024-09-30,-0.008141,1.987310,0.423679,0.658911,-0.014674,1.463318,45.447700,-0.000221
sh.600152,维科技术,2024-10-30,2024-09-30,0.000293,1.753508,0.348706,-0.292528,-0.001638,1.781885,0.714592,-0.001287
sh.600153,建发股份,2024-10-31,2024-09-30,0.029499,12.160126,0.591840,0.768386,0.005334,0.633310,0.614381,0.013710
sh.600155,华创云信,2024-10-31,2024-09-30,0.005450,2.757468,0.040121,4.561899,0.010798,0.183966,,
sh.600156,华升股份,2024-10-29,2024-09-30,-0.048229,2.050841,0.533125,0.829809,-0.053158,1.054856,1.136476,-0.044342
sh.600157,永泰能源,2024-10-30,2024-09-30,0.031307,2.286495,0.209277,0.807362,0.081036,0.706321,0.647312,0.177241
sh.600158,中体产业,2024-10-29,2024-09-30,0.008916,2.452764,0.243862,0.245887,0.060620,0.685660,1.156863,0.076424
sh.600159,大龙地产,2024-10-31,2024-09-30,-0.007984,1.806374,0.159431,1.010510,-0.027434,1.735165,2.014955,-0.007847
sh.600160,巨化股份,2024-10-25,2024-09-30,0.075896,1.543626,0.700094,0.904511,0.077644,0.888029,0.966673,0.090448
sh.600161,天坛生物,2024-10-26,2024-09-30,0.102788,1.453377,0.273916,0.736812,0.350421,0.827745,1.019208,0.415366
sh.600162,香江控股,2024-10-31,2024-09-30,0.011162,3.071113,0.171872,-1.307295,-0.016176,-0.779987,0.275604,0.075248
sh.600163,中闽能源,2024-10-30,2024-09-30,0.063801,1.787757,0.095563,0.943424,0.395842,0.858891,0.875254,0.526562
sh.600165,*ST宁科,2024-10-31,2024-09-30,,-28.423092,0.071379,0.961143,-2.703823,1.000420,1.287652,-2.098928
sh.600166,福田汽车,2024-10-31,2024-09-30,0.029952,3.415676,0.725611,1.073736,0.011255,0.871441,1.010256,0.012785
sh.600167,联美控股,2024-10-31,2024-09-30,0.046332,1.563264,0.133998,0.968651,0.228341,0.843530,1.178345,0.229727
sh.600168,武汉控股,2024-10-28,2024-09-30,0.013823,4.379472,0.123909,1.006501,0.025309,0.957673,0.167291,0.157971
sh.600169,太原重工,2024-10-19,2024-09-30,0.013458,6.412214,0.192067,0.512899,0.021306,0.718934,0.374288,0.079177
sh.600170,上海建工,2024-10-31,2024-09-30,0.031213,8.596668,0.575036,0.918694,0.006873,0.639337,0.628125,0.017115
sh.600171,上海贝岭,2024-10-31,2024-09-30,0.057406,1.179438,0.381514,1.000000,0.127578,0.950605,1.098574,0.122165
sh.600172,黄河旋风,2024-10-31,2024-09-30,-0.186494,3.802152,0.108294,1.000000,-0.452929,0.968529,1.826866,-0.255983
sh.600173,卧龙地产,2024-10-24,2024-09-30,0.028385,1.606541,0.395048,0.983729,0.045465,0.677093,0.978990,0.068588
sh.600176,中国巨石,2024-10-25,2024-09-30,0.053179,1.812416,0.222616,0.966487,0.136373,0.849782,0.920646,0.174313
sh.600177,雅戈尔,2024-10-30,2024-09-30,0.062834,1.939789,0.108319,0.997847,0.299689,0.968425,0.858470,0.360478
sh.600178,东安动力,2024-10-29,2024-09-30,-0.000630,3.081776,0.382772,-0.356847,0.001497,1.000000,-0.226945,-0.006594
sh.600179,安通控股,2024-10-22,2024-09-30,0.015741,1.333023,0.390349,1.001004,0.030221,0.642925,0.920228,0.051081
sh.600180,瑞茂通,2024-10-29,2024-09-30,0.015896,4.140692,0.690725,0.936903,0.005932,0.746392,0.551027,0.014424
sh.600182,S佳通,2024-10-30,2024-09-30,0.125090,3.299198,0.830453,0.550120,0.082993,0.777476,0.964630,0.110661
sh.600183,生益科技,2024-10-29,2024-09-30,0.096866,1.808136,0.575632,0.945936,0.098386,0.897299,0.958755,0.114363
sh.600184,光电股份,2024-10-25,2024-09-30,0.000436,1.667672,0.247057,1.000000,0.001059,0.531052,-0.571409,-0.003490
sh.600185,格力地产,2024-10-29,2024-09-30,-0.180738,4.925856,0.097088,0.999242,-0.378210,1.029757,1.915487,-0.191743
sh.600186,莲花控股,2024-10-31,2024-09-30,0.101560,1.752163,0.679011,0.986919,0.086494,0.736575,0.975712,0.120351
sh.600187,国中水务,2024-10-30,2024-09-30,0.002838,1.135882,0.034828,1.429175,0.050188,0.401589,0.661988,0.188784
sh.600188,兖矿能源,2024-10-26,2024-09-30,0.148108,4.666093,0.296766,0.687445,0.155587,0.791122,0.888946,0.221235
sh.600189,泉阳泉,2024-10-29,2024-09-30,0.017793,3.655249,0.204331,0.463115,0.051442,0.639104,0.842810,0.095503
sh.600190,ST锦港,2024-11-01,2024-09-30,-0.375936,2.805880,0.083905,1.001989,-1.593660,1.003642,1.167348,-1.360243
sh.600191,华资实业,2024-10-31,2024-09-30,0.027285,1.206255,0.215496,1.000000,0.104965,0.939432,0.950259,0.117581
sh.600192,长城电工,2024-10-30,2024-09-30,-0.087787,3.576784,0.254510,0.970355,-0.099381,1.001415,1.514667,-0.065520
sh.600193,创兴资源,2024-10-31,2024-09-30,-0.068437,2.533072,0.062971,1.000000,-0.429040,1.070543,1.107257,-0.361947
sh.600195,中牧股份,2024-10-29,2024-09-30,0.014864,1.629229,0.466026,1.032330,0.018964,0.695891,0.880588,0.030947
sh.600196,复星医药,2024-10-30,2024-09-30,0.043246,2.459873,0.270286,0.798344,0.081474,0.819946,0.795798,0.124862
sh.600197,伊力特,2024-10-30,2024-09-30,0.062576,1.299432,0.330390,0.987636,0.147581,0.739858,0.983524,0.202813
sh.600198,大唐电信,2024-10-30,2024-09-30,-0.341780,10.418361,0.164564,1.553398,-0.128330,1.194661,1.385772,-0.077516
sh.600199,金种子酒,2024-10-26,2024-09-30,-0.040322,1.374143,0.237604,1.007881,-0.122532,1.054559,0.976943,-0.118935
sh.600200,江苏吴中,2024-10-22,2024-09-30,0.025468,2.387849,0.389733,0.956642,0.028607,0.980266,0.459420,0.063520
sh.600201,生物股份,2024-10-31,2024-09-30,0.031411,1.276121,0.140944,0.995800,0.175376,0.879484,1.244191,0.160271
sh.600202,哈空调,2024-10-30,2024-09-30,0.001725,3.582642,0.316926,0.581775,0.002611,0.935565,0.101690,0.027442
sh.600203,福日电子,2024-10-31,2024-09-30,-0.067920,3.958911,1.003533,1.017163,-0.016807,1.083017,2.192195,-0.007079
sh.600206,有研新材,2024-10-31,2024-09-30,0.029934,1.717703,1.028027,2.148065,0.007891,0.572397,0.767936,0.017953
sh.600207,安彩高科,2024-10-30,2024-09-30,-0.029358,2.278596,0.495890,0.842597,-0.030835,1.252381,2.415460,-0.010193
sh.600208,衢州发展,2024-10-31,2024-09-30,0.045721,2.441095,0.133381,0.634334,0.221370,0.744025,0.781452,0.380740
sh.600210,紫江企业,2024-10-30,2024-09-30,0.090533,2.422335,0.509196,0.951527,0.077138,0.840235,0.934595,0.098230
sh.600211,西藏药业,2024-10-30,2024-09-30,0.227073,1.327453,0.469940,0.995875,0.365510,0.900683,1.049247,0.386768
sh.600212,绿能慧充,2024-10-30,2024-09-30,-0.005766,2.294078,0.472988,0.779065,-0.006821,0.664774,0.764919,-0.013413
sh.600215,派斯林,2024-10-30,2024-09-30,0.043072,1.892285,0.381316,1.000000,0.059693,1.045559,0.786238,0.072614
sh.600216,浙江医药,2024-10-25,2024-09-30,0.085084,1.312289,0.542775,1.120088,0.106647,0.814948,0.993579,0.131709
sh.600217,中再资环,2024-10-31,2024-09-30,0.020788,2.609498,0.364862,0.930706,0.023459,0.736005,0.486716,0.065488
sh.600218,全柴动力,2024-10-30,2024-09-30,0.019599,1.871829,0.512009,1.033864,0.019780,0.790440,1.122975,0.022283
sh.600219,南山铝业,2024-10-29,2024-09-30,0.071173,1.405064,0.351618,0.828123,0.173962,0.950180,1.021263,0.179271
sh.600221,海航控股,2024-10-31,2024-09-30,0.651867,41.687717,0.372265,1.006109,0.041750,1.000396,0.428250,0.097451
sh.600222,太龙药业,2024-10-25,2024-09-30,0.018353,2.318764,0.367237,0.964883,0.022338,1.226303,0.379378,0.048014
sh.600223,福瑞达,2024-10-29,2024-09-30,0.042267,1.718608,0.402687,0.816820,0.074770,0.860054,1.065942,0.081558
sh.600225,退市卓朗,2024-10-31,2024-09-30,-0.128844,3.909256,0.111147,0.884313,-0.335325,0.983425,1.593757,-0.213945
sh.600226,亨通股份,2024-10-25,2024-09-30,0.056213,1.301857,0.209280,1.145073,0.180182,0.842825,0.970210,0.220347
sh.600227,赤天化,2024-10-30,2024-09-30,-0.013080,1.829543,0.352074,1.000000,-0.020307,1.006006,-6.419452,0.003144
sh.600228,返利科技,2024-10-31,2024-09-30,-0.003329,1.151356,0.169718,1.000000,-0.017035,0.931782,0.506760,-0.036077
sh.600229,城市传媒,2024-10-31,2024-09-30,0.040578,1.360151,0.436855,1.005730,0.067903,0.649762,1.046033,0.099905
sh.600230,沧州大化,2024-10-31,2024-09-30,0.005324,1.547844,0.608746,0.766258,0.007373,0.999994,0.769690,0.009580
sh.600231,凌钢股份,2024-10-31,2024-09-30,-0.203130,2.364480,0.874897,1.000000,-0.098193,0.760869,1.012276,-0.127489
sh.600232,金鹰股份,2024-10-29,2024-09-30,0.051350,1.757364,0.598945,0.830426,0.058748,0.804433,0.888447,0.082199
sh.600233,圆通速递,2024-10-30,2024-09-30,0.098688,1.495862,1.111572,1.006341,0.058978,0.852861,0.991817,0.069724
sh.600234,*ST科新,2024-10-30,2024-09-30,0.026401,1.602232,0.225740,0.942760,0.077426,0.993890,1.029880,0.075642
sh.600235,民丰特纸,2024-10-25,2024-09-30,0.041492,1.804526,0.438700,1.000000,0.052412,0.999972,0.882410,0.059399
sh.600236,桂冠电力,2024-10-31,2024-09-30,0.110319,2.427966,0.154393,0.866095,0.339793,0.858075,0.876933,0.451568
sh.600237,铜峰电子,2024-10-26,2024-09-30,0.035505,1.376268,0.400471,0.951783,0.067682,0.782294,1.073651,0.080583
sh.600238,海南椰岛,2024-10-31,2024-09-30,-0.042197,4.192324,0.162619,1.108795,-0.055821,0.771673,52.001433,-0.001391
sh.600239,云南城投,2024-10-29,2024-09-30,0.013057,8.657580,0.115551,13.235074,0.000986,-0.109932,-0.073729,0.121667
sh.600241,时代万恒,2024-10-31,2024-09-30,0.016257,1.073462,0.240177,0.983943,0.064083,0.940460,1.513513,0.045021
sh.600243,青海华鼎,2024-10-31,2024-09-30,-0.024472,1.404602,0.183309,0.960145,-0.098989,0.985062,0.951106,-0.105656
sh.600246,万通发展,2024-10-31,2024-09-30,-0.020815,1.546689,0.038478,0.918384,-0.380841,1.017836,1.672859,-0.223669
sh.600248,陕建股份,2024-10-31,2024-09-30,0.109006,12.742401,0.292955,0.884259,0.033023,0.842275,0.759904,0.051595
sh.600249,两面针,2024-10-30,2024-09-30,0.039012,1.241458,0.295998,0.991052,0.107124,0.813058,1.408377,0.093550
sh.600250,南京商旅,2024-10-30,2024-09-30,0.066938,2.963022,0.347584,0.503486,0.129090,0.742660,0.859811,0.202162
sh.600251,冠农股份,2024-10-30,2024-09-30,0.089311,1.884198,0.405704,0.902102,0.129513,0.922014,0.970754,0.144699
sh.600252,中恒集团,2024-10-30,2024-09-30,0.001716,1.764334,0.166989,-1.221498,-0.004767,-11.352474,-0.024373,-0.017229
sh.600255,鑫科材料,2024-10-30,2024-09-30,0.028673,2.838605,0.727782,0.743184,0.018676,0.898914,0.776046,0.026771
sh.600256,广汇能源,2024-10-31,2024-09-30,0.072386,2.049753,0.465400,1.047125,0.072465,0.794062,0.765359,0.119236
sh.600257,大湖股份,2024-10-29,2024-09-30,-0.024758,2.322593,0.380592,2.847532,-0.009836,-0.670864,0.290983,0.050387
sh.600258,首旅酒店,2024-10-30,2024-09-30,0.063577,2.229399,0.232214,0.989158,0.124154,0.739419,0.787600,0.213188
sh.600259,广晟有色,2024-10-31,2024-09-30,-0.078338,2.287511,1.086171,0.930225,-0.033894,0.840349,1.212845,-0.033255
sh.600261,阳光照明,2024-10-30,2024-09-30,0.042892,1.488410,0.465452,0.977691,0.063326,0.826828,1.036672,0.073879
sh.600262,北方股份,2024-10-25,2024-09-30,0.071225,2.472815,0.506099,0.847473,0.067155,0.800426,1.046673,0.080158
sh.600265,景谷林业,2024-10-31,2024-09-30,-0.073862,6.056018,0.350486,0.892069,-0.039009,0.929662,13.759659,-0.003050
sh.600266,城建发展,2024-10-31,2024-09-30,0.023016,5.727298,0.086659,1.389272,0.033379,0.541925,0.668812,0.092093
sh.600267,海正药业,2024-10-31,2024-09-30,0.063016,2.070940,0.464982,1.009853,0.064802,0.842722,0.854622,0.089977
sh.600268,国电南自,2024-10-25,2024-09-30,0.033570,3.218140,0.551013,0.366868,0.051603,0.851491,0.986112,0.061456
sh.600269,赣粤高速,2024-10-26,2024-09-30,0.063659,1.994638,0.126338,0.934460,0.270333,0.726874,0.863425,0.430741
sh.600271,航天信息,2024-10-31,2024-09-30,-0.001346,1.567484,0.263114,0.308815,-0.010565,-6.188138,-0.208581,-0.008185
sh.600272,开开实业,2024-10-30,2024-09-30,0.056995,2.264640,0.541777,0.776558,0.059820,0.678815,1.007076,0.087505
sh.600273,嘉化能源,2024-10-29,2024-09-30,0.079714,1.238710,0.575548,1.001490,0.111644,0.896270,0.990816,0.125720
