code,stock_name,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity
sh.600713,南京医药,2024-10-31,2024-09-30,1.502037,1.196509,0.058746,-0.047004,0.007675,4.300667
sh.600714,金瑞矿业,2024-10-22,2024-09-30,9.365259,8.551029,7.045831,0.298900,0.001038,1.115777
sh.600715,*ST文投,2024-10-31,2024-09-30,0.116871,0.091379,0.038671,0.013715,0.015933,
sh.600716,凤凰股份,2024-10-30,2024-09-30,2.843281,0.405689,0.286098,-0.032693,0.003470,1.531277
sh.600717,天津港,2024-10-25,2024-09-30,1.421095,1.406330,0.998978,0.019475,0.002675,1.365231
sh.600718,东软集团,2024-10-26,2024-09-30,1.420782,0.667017,0.318016,-0.011469,0.004984,1.993619
sh.600719,大连热电,2024-10-25,2024-09-30,0.353158,0.290987,0.006499,0.056235,0.008321,5.957359
sh.600720,中交设计,2024-10-31,2024-09-30,1.774938,1.770456,0.594108,2.695623,0.004844,1.939596
sh.600721,百花医药,2024-10-25,2024-09-30,1.814575,1.457871,0.726587,0.154314,0.003435,1.523311
sh.600722,金牛化工,2024-10-25,2024-09-30,8.430417,8.311249,8.162374,-0.090512,0.000920,1.101297
sh.600724,宁波富达,2024-10-30,2024-09-30,1.614883,1.485879,0.988015,-0.233095,0.002115,1.268278
sh.600725,云维股份,2024-10-26,2024-09-30,5.308030,4.732710,1.126018,1.388575,0.002124,1.269689
sh.600726,华电能源,2024-10-16,2024-09-30,0.472313,0.379337,0.226684,-0.034733,0.007809,4.564248
sh.600727,鲁北化工,2024-10-31,2024-09-30,0.930837,0.758797,0.502221,0.167575,0.006194,2.627602
sh.600728,佳都科技,2024-10-31,2024-09-30,1.534784,1.313282,0.139947,0.033129,0.004466,1.807130
sh.600729,重庆百货,2024-10-31,2024-09-30,0.845993,0.650180,0.530753,-0.059598,0.006273,2.683285
sh.600730,中国高科,2024-10-31,2024-09-30,15.585724,15.323547,15.034624,-0.055403,0.001295,1.148792
sh.600731,湖南海利,2024-10-29,2024-09-30,3.640146,3.122943,1.481303,0.016074,0.002659,1.362246
sh.600732,爱旭股份,2024-10-31,2024-09-30,0.532890,0.334427,0.195590,0.338767,0.008290,5.847507
sh.600733,北汽蓝谷,2024-10-31,2024-09-30,0.688853,0.599087,0.160748,0.290681,0.009231,13.010119
sh.600734,实达集团,2024-10-31,2024-09-30,1.116540,0.944310,0.511581,-0.052274,0.005619,2.282356
sh.600735,新华锦,2024-10-31,2024-09-30,2.454790,1.890095,1.225193,-0.137097,0.003001,1.428707
sh.600736,苏州高新,2024-10-30,2024-09-30,2.450762,0.694818,0.241172,0.088906,0.007484,3.974404
sh.600737,中粮糖业,2024-10-23,2024-09-30,1.693358,0.927760,0.313741,-0.446790,0.004186,1.719871
sh.600738,丽尚国潮,2024-10-31,2024-09-30,0.521977,0.465983,0.216306,-0.121592,0.004282,1.748831
sh.600739,辽宁成大,2024-10-31,2024-09-30,1.066239,0.912934,0.682588,0.128957,0.003373,1.509012
sh.600740,山西焦化,2024-10-26,2024-09-30,0.222592,0.167861,0.118618,0.143283,0.004077,1.688452
sh.600741,华域汽车,2024-10-30,2024-09-30,1.061286,0.853391,0.317412,0.044870,0.006448,2.814931
sh.600742,一汽富维,2024-10-30,2024-09-30,1.266463,1.223334,0.690652,0.059655,0.005570,2.257530
sh.600743,华远地产,2024-10-31,2024-09-30,1.616113,0.332540,0.078856,-0.314962,0.009203,12.545255
sh.600744,华银电力,2024-10-30,2024-09-30,0.524859,0.478362,0.156550,0.092498,0.009217,12.777945
sh.600745,闻泰科技,2024-10-26,2024-09-30,1.126638,0.722715,0.316986,0.027882,0.005131,2.053849
sh.600746,江苏索普,2024-10-18,2024-09-30,1.799623,1.402956,0.664245,0.047619,0.001858,1.228151
sh.600748,上实发展,2024-10-31,2024-09-30,2.529610,0.525773,0.404904,-0.162737,0.006292,2.697061
sh.600749,西藏旅游,2024-10-26,2024-09-30,2.895263,2.856684,2.672044,-0.216758,0.002947,1.417899
sh.600750,江中药业,2024-10-26,2024-09-30,1.129695,0.883304,0.505689,0.242133,0.003093,1.447722
sh.600751,海航科技,2024-10-31,2024-09-30,2.723361,2.615560,2.295598,-0.090774,0.002203,1.282594
sh.600753,庚星股份,2024-10-31,2024-09-30,1.482013,1.462394,0.006788,-0.121929,0.004605,1.853496
sh.600754,锦江酒店,2024-10-31,2024-09-30,0.993432,0.989140,0.749751,-0.063185,0.006326,2.722177
sh.600755,厦门国贸,2024-10-31,2024-09-30,1.303033,0.884620,0.278577,-0.153109,0.006671,3.003835
sh.600756,浪潮软件,2024-10-31,2024-09-30,1.150025,0.929917,0.254157,-0.123982,0.004616,1.857292
sh.600757,长江传媒,2024-10-29,2024-09-30,1.577533,1.249649,0.282396,-0.000580,0.003340,1.501528
sh.600758,辽宁能源,2024-10-30,2024-09-30,0.653450,0.620742,0.367859,-0.027338,0.005913,2.446847
sh.600759,洲际油气,2024-10-31,2024-09-30,1.395828,1.291102,0.764543,-0.576801,0.003143,1.458290
sh.600760,中航沈飞,2024-10-31,2024-09-30,1.354091,0.997215,0.277711,0.170079,0.006725,3.053365
sh.600761,安徽合力,2024-10-29,2024-09-30,2.176222,1.680624,1.107881,-0.114074,0.004218,1.729410
sh.600763,通策医疗,2024-10-29,2024-09-30,1.849144,1.800267,1.241944,0.052850,0.002774,1.383920
sh.600764,中国海防,2024-10-30,2024-09-30,3.197072,2.528604,0.786665,0.003539,0.002846,1.397826
sh.600765,中航重机,2024-10-29,2024-09-30,1.776895,1.353961,0.369341,0.098464,0.005161,2.066588
sh.600768,宁波富邦,2024-10-22,2024-09-30,2.040189,1.882821,1.502362,0.300608,0.003472,1.531778
sh.600769,祥龙电业,2024-10-23,2024-09-30,1.054653,1.051624,0.810861,0.147410,0.006855,3.179436
sh.600770,综艺股份,2024-10-14,2024-09-30,4.667783,4.552440,3.994316,-0.096156,0.001416,1.164890
sh.600771,广誉远,2024-10-26,2024-09-30,2.022434,0.987295,0.186284,-0.192778,0.003390,1.512885
sh.600773,西藏城投,2024-10-31,2024-09-30,1.650956,0.271562,0.143653,-0.020493,0.006928,3.255240
sh.600774,汉商集团,2024-10-30,2024-09-30,0.438535,0.268784,0.052833,-0.005639,0.004829,1.933777
sh.600775,南京熊猫,2024-10-30,2024-09-30,2.114635,1.766763,0.716596,-0.034974,0.003418,1.519398
sh.600776,东方通信,2024-10-30,2024-09-30,3.540470,2.677881,1.156104,0.072134,0.001992,1.248798
sh.600777,ST新潮,2024-10-26,2024-09-30,1.606537,1.587034,1.111735,-0.193264,0.003646,1.573752
sh.600778,友好集团,2024-10-23,2024-09-30,0.463536,0.276185,0.151737,-0.045447,0.009366,15.772582
sh.600779,水井坊,2024-10-31,2024-09-30,1.351923,0.595173,0.567876,0.037111,0.004402,1.786274
sh.600780,通宝能源,2024-10-30,2024-09-30,1.715830,1.635586,1.143822,-0.021207,0.002701,1.370089
sh.600782,新钢股份,2024-10-30,2024-09-30,0.961324,0.758930,0.167748,0.004428,0.004909,1.964265
sh.600783,鲁信创投,2024-10-31,2024-09-30,9.366363,9.256798,8.122419,0.078788,0.004565,1.840007
sh.600784,鲁银投资,2024-10-30,2024-09-30,1.291268,0.979342,0.253861,-0.104756,0.003803,1.613647
sh.600785,新华百货,2024-10-23,2024-09-30,0.507252,0.324196,0.130099,0.059012,0.007627,4.214746
sh.600787,中储股份,2024-10-26,2024-09-30,1.815074,1.670787,0.561185,-0.098833,0.003790,1.610211
sh.600789,鲁抗医药,2024-10-30,2024-09-30,1.204237,0.826638,0.260554,0.039241,0.005592,2.268801
sh.600790,轻纺城,2024-10-31,2024-09-30,0.767394,0.766649,0.470798,0.032403,0.004655,1.871059
sh.600791,京能置业,2024-10-30,2024-09-30,2.193837,0.364641,0.274675,0.096521,0.008834,8.577872
sh.600792,云煤能源,2024-10-29,2024-09-30,0.948400,0.872924,0.062284,0.106092,0.006700,3.029904
sh.600793,宜宾纸业,2024-10-31,2024-09-30,0.954690,0.323280,0.200084,-0.021800,0.008119,5.316230
sh.600794,保税科技,2024-10-25,2024-09-30,2.328237,2.290081,1.693236,0.020140,0.002670,1.364275
sh.600795,国电电力,2024-10-25,2024-09-30,0.514587,0.474999,0.139571,0.083969,0.007273,3.667124
sh.600796,钱江生化,2024-10-29,2024-09-30,1.384980,1.279554,0.503241,0.284537,0.005309,2.131850
sh.600797,浙大网新,2024-10-26,2024-09-30,1.622639,1.387049,0.461212,0.009950,0.003873,1.632154
sh.600798,宁波海运,2024-10-29,2024-09-30,1.646743,1.539300,0.814373,-0.163566,0.002132,1.271009
sh.600800,渤海化学,2024-10-30,2024-09-30,1.008604,0.599970,0.438518,0.228673,0.005152,2.062669
sh.600801,华新水泥,2024-10-26,2024-09-30,0.892944,0.700858,0.328649,0.046058,0.005152,2.062682
sh.600802,福建水泥,2024-10-24,2024-09-30,0.204602,0.131381,0.070608,0.042582,0.007159,3.519534
sh.600803,新奥股份,2024-10-26,2024-09-30,0.876256,0.824638,0.370866,-0.125492,0.005705,2.328300
sh.600804,*ST鹏博,2024-10-31,2024-09-30,0.439343,0.388251,0.030901,0.017264,0.009408,16.902612
sh.600805,悦达投资,2024-10-26,2024-09-30,1.067975,0.924356,0.507995,0.320496,0.004659,1.872197
sh.600807,济高发展,2024-10-31,2024-09-30,0.990178,0.551454,0.063260,-0.400760,0.007503,4.004057
sh.600808,马钢股份,2024-10-31,2024-09-30,0.480958,0.290741,0.160324,-0.014439,0.006374,2.757858
sh.600809,山西汾酒,2024-10-31,2024-09-30,2.675748,1.901028,0.733163,0.028466,0.003101,1.449562
sh.600810,神马股份,2024-10-31,2024-09-30,2.306421,2.054641,1.284479,-0.141483,0.006050,2.531856
sh.600811,东方集团,2024-10-31,2024-09-30,1.014060,0.415083,0.126174,-0.112895,0.005375,2.162267
sh.600812,华北制药,2024-10-26,2024-09-30,0.782983,0.560900,0.155411,-0.009471,0.006957,3.286128
sh.600814,杭州解百,2024-10-30,2024-09-30,2.122870,2.093755,2.074847,-0.102236,0.004507,1.820612
sh.600815,厦工股份,2024-10-30,2024-09-30,3.734686,3.237504,1.033835,-0.263561,0.002654,1.361282
sh.600816,建元信托,2024-10-09,2024-09-30,,,,-0.061648,0.003682,1.582753
sh.600817,宇通重工,2024-10-30,2024-09-30,2.024642,1.851090,0.717230,0.204667,0.004393,1.783485
sh.600818,中路股份,2024-10-30,2024-09-30,1.664440,1.393784,0.881689,-0.247815,0.003322,1.497468
sh.600819,耀皮玻璃,2024-10-29,2024-09-30,1.347792,0.838771,0.386399,-0.051362,0.004246,1.738013
sh.600820,隧道股份,2024-10-31,2024-09-30,0.902116,0.886614,0.208540,0.059714,0.007696,4.340633
sh.600821,金开新能,2024-10-31,2024-09-30,1.241260,1.219392,0.156610,0.147746,0.007333,3.748995
sh.600822,上海物贸,2024-10-31,2024-09-30,1.933335,1.634385,0.917281,-0.393359,0.005196,2.081482
sh.600824,益民集团,2024-10-30,2024-09-30,5.196894,4.134259,3.811953,-0.024023,0.001554,1.183955
sh.600825,新华传媒,2024-10-31,2024-09-30,1.575434,1.180513,1.077028,-0.016903,0.004073,1.687253
sh.600826,兰生股份,2024-10-26,2024-09-30,2.703256,2.621242,2.378733,-0.235397,0.002793,1.387499
sh.600827,百联股份,2024-10-31,2024-09-30,1.076733,0.978669,0.916114,-0.056830,0.006235,2.656080
sh.600828,茂业商业,2024-10-26,2024-09-30,0.404945,0.182640,0.039912,-0.069542,0.005955,2.472372
sh.600829,人民同泰,2024-10-22,2024-09-30,1.630146,1.364470,0.198373,-0.090380,0.005913,2.446493
sh.600830,香溢融通,2024-10-31,2024-09-30,2.006360,1.964093,0.778223,1.500093,0.004314,1.758627
sh.600831,ST广网,2024-10-29,2024-09-30,0.810225,0.787810,0.062170,0.045142,0.007706,4.359130
sh.600833,第一医药,2024-10-31,2024-09-30,1.732233,1.177093,0.559085,-0.065662,0.004149,1.709047
sh.600834,申通地铁,2024-10-30,2024-09-30,1.276988,1.214586,0.453859,-0.335461,0.002918,1.411958
sh.600835,上海机电,2024-10-29,2024-09-30,1.489557,1.175058,0.698126,-0.077663,0.005633,2.289853
sh.600837,海通证券,2024-10-31,2024-09-30,,,,-0.057904,0.007555,4.090101
sh.600838,上海九百,2024-10-30,2024-09-30,8.712497,8.368845,8.152654,0.035600,0.000779,1.084515
sh.600839,四川长虹,2024-10-26,2024-09-30,1.042852,0.746654,0.373708,0.063996,0.007417,3.870713
sh.600841,动力新科,2024-10-26,2024-09-30,0.988783,0.866751,0.455620,-0.141001,0.007188,3.555885
sh.600843,上工申贝,2024-10-31,2024-09-30,1.692646,1.148710,0.559944,0.254365,0.004732,1.898235
sh.600844,丹化科技,2024-10-31,2024-09-30,0.182609,0.072059,0.028564,0.265224,0.006116,2.574833
sh.600845,宝信软件,2024-10-30,2024-09-30,1.947675,1.600621,0.583444,-0.063167,0.004435,1.797059
sh.600846,同济科技,2024-10-31,2024-09-30,1.403985,0.720622,0.302053,0.518976,0.006433,2.803767
sh.600847,万里股份,2024-10-31,2024-09-30,10.843566,8.092128,1.133972,-0.174836,0.000711,1.076574
sh.600848,上海临港,2024-10-30,2024-09-30,1.830770,0.351795,0.258669,0.173809,0.006292,2.697180
sh.600850,电科数字,2024-10-26,2024-09-30,1.766599,1.034885,0.202613,0.000142,0.005509,2.226683
sh.600851,海欣股份,2024-10-30,2024-09-30,3.265546,3.008512,2.359778,-0.055022,0.001594,1.189673
sh.600853,龙建股份,2024-10-29,2024-09-30,0.960990,0.893738,0.183621,0.038923,0.008259,5.742653
sh.600854,春兰股份,2024-10-30,2024-09-30,8.852783,7.688007,7.431308,-0.249640,0.000735,1.079353
sh.600855,航天长峰,2024-10-30,2024-09-30,1.723909,1.256404,0.462147,-0.006777,0.005121,2.049768
sh.600857,宁波中百,2024-10-30,2024-09-30,4.752171,4.484443,4.350674,-0.168199,0.001504,1.177041
sh.600858,银座股份,2024-10-29,2024-09-30,0.593886,0.495256,0.421047,-0.033080,0.007709,4.363958
sh.600859,王府井,2024-10-31,2024-09-30,1.604303,1.365365,1.226682,0.035224,0.004959,1.983793
sh.600860,京城股份,2024-10-31,2024-09-30,1.626940,1.249437,0.466525,0.172044,0.005311,2.132841
sh.600861,北京人力,2024-10-29,2024-09-30,1.642659,1.641835,0.767645,0.044948,0.005748,2.352013
sh.600862,中航高科,2024-10-19,2024-09-30,3.018052,2.547118,0.583071,0.152247,0.002827,1.394044
sh.600863,内蒙华电,2024-10-29,2024-09-30,1.069160,1.004371,0.251078,-0.183406,0.003785,1.608980
sh.600864,哈投股份,2024-10-26,2024-09-30,1.366508,1.353049,1.037914,0.318610,0.006992,3.324622
sh.600865,百大集团,2024-10-30,2024-09-30,8.557718,8.552719,8.020173,-0.092850,0.000777,1.084211
sh.600866,星湖科技,2024-10-29,2024-09-30,1.149104,0.823083,0.457255,0.038456,0.004573,1.842711
sh.600867,通化东宝,2024-10-25,2024-09-30,4.295656,2.598347,0.817961,0.879583,0.000974,1.107898
sh.600868,梅雁吉祥,2024-10-31,2024-09-30,3.664284,3.423274,1.880491,0.689887,0.002273,1.294217
sh.600869,远东股份,2024-10-26,2024-09-30,1.024377,0.796262,0.196915,0.021173,0.007868,4.691212
sh.600871,石化油服,2024-10-25,2024-09-30,0.663814,0.617965,0.055315,0.006633,0.008808,8.392582
sh.600872,中炬高新,2024-10-26,2024-09-30,2.502364,1.656244,0.410872,-0.541570,0.002711,1.371920
sh.600873,梅花生物,2024-10-23,2024-09-30,1.189947,0.932692,0.777653,-0.122979,0.003746,1.599049
sh.600874,创业环保,2024-10-26,2024-09-30,1.759978,1.750309,0.653928,0.019532,0.005811,2.387115
sh.600875,东方电气,2024-10-31,2024-09-30,0.965239,0.707014,0.183188,0.109411,0.006934,3.261215
sh.600876,凯盛新能,2024-10-31,2024-09-30,0.869934,0.615023,0.065781,0.153913,0.006216,2.642972
sh.600877,电科芯片,2024-10-29,2024-09-30,6.277572,5.003549,1.836106,-0.226421,0.001495,1.175728
sh.600879,航天电子,2024-10-30,2024-09-30,1.843974,0.816913,0.175585,-0.064570,0.004711,1.890885
sh.600880,博瑞传播,2024-10-31,2024-09-30,1.782082,1.729728,0.721002,0.292271,0.001872,1.230261
sh.600881,亚泰集团,2024-10-30,2024-09-30,0.550455,0.301870,0.024923,0.014290,0.008814,8.428466
sh.600882,妙可蓝多,2024-10-31,2024-09-30,1.749516,1.468194,1.307759,0.251619,0.004336,1.765672
sh.600883,博闻科技,2024-10-31,2024-09-30,7.808152,6.490290,5.121110,0.062639,0.000545,1.057623
sh.600884,杉杉股份,2024-10-31,2024-09-30,1.301021,0.780161,0.280023,-0.014939,0.005174,2.072285
sh.600885,宏发股份,2024-10-31,2024-09-30,2.595479,2.011312,0.747247,0.284250,0.004070,1.686285
sh.600886,国投电力,2024-10-31,2024-09-30,0.706213,0.675124,0.281219,0.069613,0.006216,2.642615
sh.600887,伊利股份,2024-10-31,2024-09-30,0.899051,0.770088,0.636531,-0.025858,0.006019,2.512006
sh.600888,新疆众和,2024-10-30,2024-09-30,1.979229,1.505472,0.669868,-0.148348,0.003715,1.591201
sh.600889,南京化纤,2024-10-30,2024-09-30,0.791025,0.593531,0.111227,0.495606,0.005918,2.449502
sh.600892,大晟文化,2024-10-31,2024-09-30,0.965328,0.817848,0.476373,0.166649,0.005383,2.166058
sh.600893,航发动力,2024-10-31,2024-09-30,1.116226,0.564079,0.050372,0.054452,0.006016,2.510114
sh.600894,广日股份,2024-10-26,2024-09-30,1.592424,1.374339,0.852746,0.156503,0.003896,1.638391
sh.600895,张江高科,2024-10-30,2024-09-30,1.536538,0.274743,0.160998,0.213255,0.007035,3.372200
sh.600897,厦门空港,2024-10-31,2024-09-30,3.619666,3.618860,3.330263,0.106036,0.001686,1.202855
sh.600900,长江电力,2024-10-31,2024-09-30,0.122895,0.118865,0.038483,-0.062421,0.006104,2.566748
sh.600901,江苏金租,2024-10-29,2024-09-30,,,,0.097618,0.008231,5.653887
sh.600903,贵州燃气,2024-10-30,2024-09-30,0.683559,0.557877,0.198204,0.061346,0.006118,2.575820
sh.600905,三峡能源,2024-10-31,2024-09-30,1.064722,1.057259,0.168930,0.246693,0.007027,3.363329
sh.600906,财达证券,2024-10-31,2024-09-30,,,,0.122038,0.007603,4.171880
sh.600908,无锡银行,2024-10-31,2024-09-30,,,,0.083555,0.009100,11.110671
sh.600909,华安证券,2024-10-29,2024-09-30,,,,0.213529,0.007590,4.150163
sh.600916,中国黄金,2024-10-30,2024-09-30,2.456666,1.571680,1.190796,-0.070326,0.004000,1.666763
sh.600917,重庆燃气,2024-10-30,2024-09-30,0.839630,0.815306,0.365909,-0.003453,0.004459,1.804608
sh.600918,中泰证券,2024-10-31,2024-09-30,,,,0.050977,0.007898,4.756673
sh.600919,江苏银行,2024-10-30,2024-09-30,,,,0.149752,0.009191,12.358485
sh.600925,苏能股份,2024-10-30,2024-09-30,1.106096,1.049449,0.585515,0.146985,0.005426,2.186042
sh.600926,杭州银行,2024-10-22,2024-09-30,,,,0.120905,0.009342,15.206830
sh.600927,永安期货,2024-10-30,2024-09-30,,,,-0.035575,0.008056,5.143731
sh.600928,西安银行,2024-10-31,2024-09-30,,,,0.053551,0.009273,13.752858
sh.600929,雪天盐业,2024-10-31,2024-09-30,1.614215,1.448148,0.837282,0.025650,0.002772,1.383554
sh.600933,爱柯迪,2024-10-30,2024-09-30,2.113851,1.784984,0.640698,0.148734,0.004149,1.709141
sh.600935,华塑股份,2024-10-30,2024-09-30,0.383182,0.266025,0.157957,0.513774,0.004006,1.668371
sh.600936,广西广电,2024-10-30,2024-09-30,0.538597,0.467046,0.078528,0.051606,0.008788,8.250603
sh.600938,中国海油,2024-10-29,2024-09-30,1.710703,1.676195,1.391061,-0.044244,0.003324,1.497896
sh.600939,重庆建工,2024-10-30,2024-09-30,0.965367,0.829056,0.059269,0.036361,0.008992,9.923491
sh.600941,中国移动,2024-10-22,2024-09-30,0.896364,0.874658,0.583786,-0.017275,0.003296,1.491697
sh.600955,维远股份,2024-10-26,2024-09-30,0.940521,0.692177,0.641964,0.542794,0.003636,1.571329
sh.600956,新天绿能,2024-10-31,2024-09-30,0.667908,0.586535,0.144235,0.052008,0.006757,3.083412
sh.600958,东方证券,2024-10-31,2024-09-30,,,,0.103623,0.007907,4.776848
sh.600959,江苏有线,2024-10-31,2024-09-30,0.990887,0.855863,0.512330,-0.011603,0.003758,1.602038
sh.600960,渤海汽车,2024-10-30,2024-09-30,1.284975,0.843606,0.321149,0.157252,0.004266,1.744009
sh.600961,株冶集团,2024-10-25,2024-09-30,0.935878,0.436219,0.113393,-0.150140,0.005178,2.073977
sh.600962,国投中鲁,2024-10-31,2024-09-30,1.187341,0.509517,0.110379,0.155907,0.005625,2.285779
sh.600963,岳阳林纸,2024-10-26,2024-09-30,1.679555,0.830009,0.163830,0.149400,0.005094,2.038225
sh.600965,福成股份,2024-10-26,2024-09-30,3.178376,0.728916,0.284930,0.213226,0.001754,1.212712
sh.600966,博汇纸业,2024-10-31,2024-09-30,0.672164,0.494638,0.276763,0.116375,0.007102,3.451084
sh.600967,内蒙一机,2024-10-25,2024-09-30,1.599113,1.235223,0.202755,-0.192923,0.004147,1.708519
sh.600968,海油发展,2024-10-29,2024-09-30,1.569118,1.490301,0.555339,0.066533,0.004162,1.712965
sh.600969,郴电国际,2024-10-29,2024-09-30,0.880305,0.859105,0.481917,-0.030348,0.007381,3.817874
sh.600970,中材国际,2024-10-26,2024-09-30,1.369476,1.269042,0.215255,0.026882,0.006104,2.566655
sh.600971,恒源煤电,2024-10-30,2024-09-30,1.690287,1.626841,1.236740,-0.066338,0.003870,1.631231
sh.600973,宝胜股份,2024-10-31,2024-09-30,1.125798,0.927522,0.264817,0.015736,0.007934,4.840061
sh.600975,新五丰,2024-10-29,2024-09-30,1.217577,0.613558,0.490666,0.082880,0.007433,3.896005
sh.600976,健民集团,2024-10-19,2024-09-30,1.567765,1.378106,0.615602,0.014764,0.004278,1.747649
sh.600977,中国电影,2024-10-29,2024-09-30,2.327554,1.997440,1.694337,-0.046128,0.004118,1.700121
sh.600979,广安爱众,2024-10-31,2024-09-30,0.915943,0.799316,0.285604,0.069069,0.005779,2.369150
sh.600980,北矿科技,2024-10-26,2024-09-30,1.604158,0.799997,0.357333,0.561955,0.004668,1.875306
sh.600981,汇鸿集团,2024-10-30,2024-09-30,1.304975,0.867549,0.443927,0.068044,0.007931,4.832971
sh.600982,宁波能源,2024-10-31,2024-09-30,0.718575,0.678929,0.171820,0.232170,0.006524,2.876800
sh.600983,惠而浦,2024-10-29,2024-09-30,1.412001,1.238732,0.654675,-0.105728,0.004868,1.948383
sh.600984,建设机械,2024-10-30,2024-09-30,1.190534,1.130262,0.230600,0.061656,0.007398,3.842491
sh.600985,淮北矿业,2024-10-30,2024-09-30,0.645627,0.533709,0.261626,-0.058991,0.004809,1.926269
sh.600986,浙文互联,2024-10-31,2024-09-30,2.056510,2.056510,0.308876,-0.049071,0.003787,1.609399
sh.600987,航民股份,2024-10-25,2024-09-30,2.384462,1.572530,1.139888,0.685847,0.003334,1.500175
sh.600988,赤峰黄金,2024-10-31,2024-09-30,1.375727,0.842907,0.533849,-0.057747,0.005074,2.030140
sh.600989,宝丰能源,2024-10-31,2024-09-30,0.356370,0.305493,0.202114,0.459683,0.005265,2.111936
sh.600990,四创电子,2024-10-30,2024-09-30,1.302790,0.866913,0.044352,-0.078694,0.006606,2.946272
sh.600992,贵绳股份,2024-10-30,2024-09-30,1.172983,0.799680,0.181487,-0.014168,0.005620,2.282936
sh.600993,马应龙,2024-10-26,2024-09-30,4.777435,4.398849,3.609999,-0.147267,0.001940,1.240726
sh.600995,南网储能,2024-10-29,2024-09-30,3.310195,3.168373,2.634974,0.218110,0.004834,1.935832
sh.600996,贵广网络,2024-10-30,2024-09-30,0.479047,0.468928,0.021351,-0.026547,0.007616,4.195204
sh.600997,开滦股份,2024-10-31,2024-09-30,1.078852,0.952655,0.581785,-0.145045,0.004428,1.794595
sh.600998,九州通,2024-10-29,2024-09-30,1.265686,0.979364,0.246252,0.055270,0.006752,3.078841
sh.600999,招商证券,2024-10-30,2024-09-30,,,,0.072018,0.008109,5.289522
sh.601000,唐山港,2024-10-30,2024-09-30,3.307668,3.244804,2.826982,-0.094428,0.000930,1.102566
sh.601001,晋控煤业,2024-10-29,2024-09-30,2.095850,2.046199,1.837675,-0.201126,0.003004,1.429412
sh.601002,晋亿实业,2024-10-30,2024-09-30,3.139967,1.715186,0.654701,0.155439,0.002067,1.260539
sh.601003,柳钢股份,2024-10-31,2024-09-30,0.617766,0.339937,0.169260,-0.126326,0.006772,3.097591
sh.601005,重庆钢铁,2024-10-31,2024-09-30,0.318134,0.213387,0.157318,-0.090970,0.004862,1.946147
sh.601006,大秦铁路,2024-10-30,2024-09-30,5.487535,5.356526,4.257136,-0.318472,0.001865,1.229203
sh.601007,金陵饭店,2024-10-31,2024-09-30,1.483789,0.874667,0.640764,-0.135767,0.003604,1.563581
sh.601008,连云港,2024-10-30,2024-09-30,0.829479,0.825952,0.428680,0.544362,0.005634,2.290583
sh.601009,南京银行,2024-10-24,2024-09-30,,,,0.141647,0.009283,13.954371
sh.601010,文峰股份,2024-10-31,2024-09-30,0.755851,0.578924,0.477943,-0.158074,0.003074,1.443872
sh.601011,宝泰隆,2024-10-26,2024-09-30,0.205584,0.133814,0.030197,0.093243,0.004720,1.893892
sh.601012,隆基绿能,2024-10-31,2024-09-30,1.453107,1.147880,0.812150,-0.009219,0.005920,2.450716
sh.601015,陕西黑猫,2024-10-31,2024-09-30,0.352909,0.219995,0.138759,-0.022186,0.005634,2.290492
sh.601016,节能风电,2024-10-31,2024-09-30,2.167181,2.139720,0.519389,0.052056,0.005843,2.405705
sh.601018,宁波港,2024-10-30,2024-09-30,0.918519,0.874380,0.386261,-0.075756,0.002659,1.362125
sh.601019,山东出版,2024-10-31,2024-09-30,1.841052,1.506599,1.121224,0.002111,0.003665,1.578543
sh.601020,华钰矿业,2024-10-29,2024-09-30,0.552937,0.150643,0.086091,-0.059648,0.002755,1.380292
sh.601021,春秋航空,2024-10-31,2024-09-30,1.289325,1.258712,1.112029,-0.144454,0.005867,2.419625
sh.601022,宁波远洋,2024-10-29,2024-09-30,1.234196,1.204385,0.532374,0.178508,0.003038,1.436347
sh.601028,玉龙股份,2024-10-30,2024-09-30,1.465978,1.452732,0.096283,0.074058,0.006326,2.721987
sh.601033,永兴股份,2024-10-30,2024-09-30,1.049547,1.033910,0.397092,-0.126773,0.005756,2.356196
sh.601038,一拖股份,2024-10-30,2024-09-30,1.080596,0.912668,0.629697,0.056622,0.004956,1.982745
sh.601058,赛轮轮胎,2024-10-30,2024-09-30,1.305445,0.931624,0.425313,-0.087298,0.004889,1.956726
sh.601059,信达证券,2024-10-31,2024-09-30,,,,0.170157,0.007541,4.066030
sh.601061,中信金属,2024-10-29,2024-09-30,1.234745,0.664168,0.250762,0.231224,0.005815,2.389586
sh.601065,江盐集团,2024-10-30,2024-09-30,1.522962,1.406742,1.036003,-0.253149,0.002310,1.300353
sh.601066,中信建投,2024-10-31,2024-09-30,,,,0.064457,0.008175,5.480317
sh.601068,中铝国际,2024-10-30,2024-09-30,1.219006,1.139692,0.153759,-0.012325,0.008439,6.406368
sh.601069,西部黄金,2024-10-30,2024-09-30,3.076601,2.081569,0.640596,0.483949,0.003604,1.563368
sh.601077,渝农商行,2024-10-30,2024-09-30,,,,0.045576,0.009130,11.489244
sh.601083,锦江航运,2024-10-31,2024-09-30,4.692368,4.646844,4.208232,-0.075383,0.001802,1.219831
