code,stock_name,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity
sh.600106,重庆路桥,2024-10-30,2024-09-30,3.015122,2.460092,2.433639,-0.052158,0.002868,1.402178
sh.600107,美尔雅,2024-10-31,2024-09-30,2.278152,1.516256,0.673637,-0.382298,0.003623,1.568113
sh.600108,亚盛集团,2024-10-30,2024-09-30,2.086684,1.371838,0.183233,0.057206,0.005411,2.179303
sh.600109,国金证券,2024-10-31,2024-09-30,,,,0.048565,0.006984,3.315848
sh.600110,诺德股份,2024-10-30,2024-09-30,1.188436,0.982391,0.487590,0.170683,0.005297,2.126378
sh.600111,北方稀土,2024-10-30,2024-09-30,3.133665,1.729039,0.709519,-0.019019,0.003473,1.532012
sh.600113,浙江东日,2024-10-31,2024-09-30,1.984938,1.246945,0.999527,-0.266141,0.002941,1.416710
sh.600114,东睦股份,2024-10-29,2024-09-30,1.385579,0.878471,0.151877,0.122889,0.005795,2.378053
sh.600115,中国东航,2024-10-31,2024-09-30,0.186198,0.170934,0.055589,-0.075299,0.008522,6.767853
sh.600116,三峡水利,2024-10-25,2024-09-30,0.606510,0.564493,0.219703,0.083675,0.005272,2.115057
sh.600117,西宁特钢,2024-10-31,2024-09-30,0.826976,0.410278,0.034526,-0.568969,0.004519,1.824390
sh.600118,中国卫星,2024-10-25,2024-09-30,2.005172,1.475646,0.305695,-0.177334,0.004005,1.668132
sh.600119,长江投资,2024-10-31,2024-09-30,1.675055,1.510792,1.080106,-0.256285,0.004993,1.997023
sh.600120,浙江东方,2024-10-26,2024-09-30,1.468801,1.407796,1.044420,0.320098,0.006073,2.546502
sh.600121,郑州煤电,2024-10-31,2024-09-30,0.489491,0.474115,0.327340,0.047034,0.007920,4.806964
sh.600123,兰花科创,2024-10-29,2024-09-30,1.032439,0.914279,0.714906,-0.046541,0.004879,1.952897
sh.600125,铁龙物流,2024-10-31,2024-09-30,3.296103,1.980730,1.263255,-0.059678,0.002609,1.352942
sh.600126,杭钢股份,2024-10-30,2024-09-30,1.388264,0.940768,0.528348,-0.039534,0.003839,1.623118
sh.600127,金健米业,2024-10-25,2024-09-30,1.157086,0.630990,0.165897,0.202296,0.006144,2.593118
sh.600128,苏豪弘业,2024-10-30,2024-09-30,1.260212,1.193856,0.340006,0.078437,0.005267,2.112876
sh.600129,太极集团,2024-10-25,2024-09-30,0.788902,0.466517,0.091425,-0.035962,0.007121,3.473669
sh.600130,波导股份,2024-10-31,2024-09-30,8.423832,8.109071,7.289314,-0.174391,0.000990,1.109845
sh.600131,国网信通,2024-10-30,2024-09-30,1.658947,1.544012,0.377924,0.050896,0.004882,1.954045
sh.600132,重庆啤酒,2024-10-31,2024-09-30,0.695164,0.497437,0.451735,-0.025022,0.006684,3.015543
sh.600133,东湖高新,2024-10-31,2024-09-30,1.707214,0.820542,0.303089,-0.674169,0.004888,1.956003
sh.600135,乐凯胶片,2024-10-31,2024-09-30,4.732538,3.645451,2.215745,-0.309454,0.001559,1.184752
sh.600136,ST明诚,2024-10-31,2024-09-30,1.587341,1.411480,0.372935,-0.952940,0.005235,2.098431
sh.600137,浪莎股份,2024-10-30,2024-09-30,4.055674,3.650069,2.753432,0.223156,0.001955,1.242953
sh.600138,中青旅,2024-10-31,2024-09-30,0.916589,0.669242,0.161437,-0.097203,0.005044,2.017796
sh.600141,兴发集团,2024-10-26,2024-09-30,0.601416,0.389108,0.135336,0.103368,0.005207,2.086397
sh.600143,金发科技,2024-10-30,2024-09-30,1.123520,0.799914,0.163314,0.069906,0.006890,3.215282
sh.600148,长春一东,2024-10-22,2024-09-30,1.766164,1.433301,0.510679,-0.046440,0.005119,2.048860
sh.600149,廊坊发展,2024-10-31,2024-09-30,1.182819,0.954373,0.885904,-0.037505,0.005149,2.061573
sh.600150,中国船舶,2024-10-31,2024-09-30,1.256612,0.927136,0.563106,-0.042618,0.006988,3.319549
sh.600151,航天机电,2024-10-30,2024-09-30,1.906345,1.637974,0.661387,-0.413943,0.003875,1.632737
sh.600152,维科技术,2024-10-30,2024-09-30,1.268327,0.959615,0.524763,-0.065927,0.004181,1.718647
sh.600153,建发股份,2024-10-31,2024-09-30,1.347317,0.547981,0.184040,-0.077018,0.007396,3.839663
sh.600155,华创云信,2024-10-31,2024-09-30,,,,0.190359,0.006332,2.725993
sh.600156,华升股份,2024-10-29,2024-09-30,1.188094,1.005237,0.602968,-0.099638,0.005206,2.085982
sh.600157,永泰能源,2024-10-30,2024-09-30,0.407713,0.372047,0.084645,0.000882,0.005122,2.050098
sh.600158,中体产业,2024-10-29,2024-09-30,2.180318,1.471135,0.906178,-0.402851,0.003963,1.656447
sh.600159,大龙地产,2024-10-31,2024-09-30,1.996802,0.700171,0.225918,0.036731,0.004257,1.741181
sh.600160,巨化股份,2024-10-25,2024-09-30,1.374492,0.932308,0.235084,0.294800,0.003387,1.512143
sh.600161,天坛生物,2024-10-26,2024-09-30,5.506168,3.309285,3.097162,-0.194746,0.001096,1.123119
sh.600162,香江控股,2024-10-31,2024-09-30,1.257844,0.252087,0.128250,-0.226237,0.006673,3.005763
sh.600163,中闽能源,2024-10-30,2024-09-30,2.594325,2.571584,0.829030,-0.073959,0.004104,1.696109
sh.600165,*ST宁科,2024-10-31,2024-09-30,0.160789,0.089159,0.053924,-0.049200,0.010701,
sh.600166,福田汽车,2024-10-31,2024-09-30,0.854957,0.641896,0.259419,0.013917,0.007242,3.625652
sh.600167,联美控股,2024-10-31,2024-09-30,2.755369,2.589929,2.067071,-0.039487,0.002932,1.414913
sh.600168,武汉控股,2024-10-28,2024-09-30,0.881609,0.880125,0.117478,0.153044,0.007665,4.282993
sh.600169,太原重工,2024-10-19,2024-09-30,1.198338,0.610629,0.100437,0.065881,0.008103,5.272630
sh.600170,上海建工,2024-10-31,2024-09-30,1.065897,0.824129,0.320719,0.000517,0.008578,7.030551
sh.600171,上海贝岭,2024-10-31,2024-09-30,6.134870,4.484923,2.923214,-0.072108,0.001382,1.160307
sh.600172,黄河旋风,2024-10-31,2024-09-30,0.492416,0.364140,0.053565,-0.039555,0.007522,4.035138
sh.600173,卧龙地产,2024-10-24,2024-09-30,2.156290,0.437468,0.219597,-0.122941,0.003641,1.572544
sh.600176,中国巨石,2024-10-25,2024-09-30,0.848092,0.584643,0.152872,-0.043813,0.004203,1.724887
sh.600177,雅戈尔,2024-10-30,2024-09-30,0.855626,0.388773,0.291438,-0.223381,0.004504,1.819438
sh.600178,东安动力,2024-10-29,2024-09-30,1.129902,0.884708,0.327801,-0.058850,0.005365,2.157264
sh.600179,安通控股,2024-10-22,2024-09-30,3.223082,3.190607,2.241469,-0.114336,0.002319,1.301967
sh.600180,瑞茂通,2024-10-29,2024-09-30,0.821963,0.766089,0.136820,0.100213,0.007733,4.411905
sh.600182,S佳通,2024-10-30,2024-09-30,1.914232,1.604643,0.534057,0.093176,0.004878,1.952283
sh.600183,生益科技,2024-10-29,2024-09-30,1.637854,1.110321,0.207535,0.075530,0.003960,1.655524
sh.600184,光电股份,2024-10-25,2024-09-30,1.544615,1.141645,0.228368,0.184196,0.004196,1.723027
sh.600185,格力地产,2024-10-29,2024-09-30,1.405846,0.135631,0.066823,-0.148597,0.008065,5.169135
sh.600186,莲花控股,2024-10-31,2024-09-30,1.673477,1.573264,1.252235,0.465924,0.005385,2.166876
sh.600187,国中水务,2024-10-30,2024-09-30,5.164337,4.554182,1.829097,-0.094700,0.001078,1.120814
sh.600188,兖矿能源,2024-10-26,2024-09-30,0.887760,0.811868,0.384386,-0.003892,0.006419,2.792516
sh.600189,泉阳泉,2024-10-29,2024-09-30,1.017613,0.941992,0.230207,0.010428,0.006831,3.155772
sh.600190,ST锦港,2024-11-01,2024-09-30,0.071160,0.069166,0.027572,-0.078516,0.006787,3.112344
sh.600191,华资实业,2024-10-31,2024-09-30,1.505305,1.224282,0.242178,-0.464443,0.001353,1.156504
sh.600192,长城电工,2024-10-30,2024-09-30,1.206799,0.812250,0.143901,-0.017556,0.007240,3.623657
sh.600193,创兴资源,2024-10-31,2024-09-30,1.172597,1.172597,0.014301,0.121510,0.006217,2.643196
sh.600195,中牧股份,2024-10-29,2024-09-30,2.136006,1.541061,0.348745,0.156998,0.002777,1.384424
sh.600196,复星医药,2024-10-30,2024-09-30,0.920296,0.722117,0.416606,0.023460,0.004864,1.947217
sh.600197,伊力特,2024-10-30,2024-09-30,3.038831,0.790987,0.445617,0.276388,0.002224,1.286002
sh.600198,大唐电信,2024-10-30,2024-09-30,1.656136,1.240278,0.233106,0.223456,0.007815,4.576318
sh.600199,金种子酒,2024-10-26,2024-09-30,2.776747,0.683066,0.490990,0.012580,0.002652,1.360856
sh.600200,江苏吴中,2024-10-22,2024-09-30,1.499080,1.457687,0.722001,-0.061658,0.005498,2.221405
sh.600201,生物股份,2024-10-31,2024-09-30,3.529408,3.121330,1.892613,0.144012,0.001961,1.243995
sh.600202,哈空调,2024-10-30,2024-09-30,1.143794,0.885956,0.126479,0.061912,0.007151,3.510373
sh.600203,福日电子,2024-10-31,2024-09-30,0.973873,0.698453,0.275044,0.065525,0.007464,3.943826
sh.600206,有研新材,2024-10-31,2024-09-30,2.447500,1.660034,0.658583,0.176730,0.003413,1.518161
sh.600207,安彩高科,2024-10-30,2024-09-30,1.131053,0.983436,0.294245,0.051769,0.005422,2.184330
sh.600208,衢州发展,2024-10-31,2024-09-30,1.006215,0.228108,0.156681,-0.300447,0.005572,2.258418
sh.600210,紫江企业,2024-10-30,2024-09-30,1.177830,0.794041,0.348617,0.259102,0.005638,2.292556
sh.600211,西藏药业,2024-10-30,2024-09-30,3.577003,3.436192,2.652663,-0.210049,0.002157,1.274941
sh.600212,绿能慧充,2024-10-30,2024-09-30,1.428405,1.214241,0.397756,0.498490,0.005818,2.390969
sh.600215,派斯林,2024-10-30,2024-09-30,1.090412,0.988352,0.014492,-0.246334,0.004410,1.788748
sh.600216,浙江医药,2024-10-25,2024-09-30,2.606584,1.781578,0.832823,0.046992,0.002100,1.265812
sh.600217,中再资环,2024-10-31,2024-09-30,1.760193,1.723306,0.222365,0.016101,0.005796,2.378874
sh.600218,全柴动力,2024-10-30,2024-09-30,1.785045,1.433367,0.662233,-0.047595,0.004460,1.805017
sh.600219,南山铝业,2024-10-29,2024-09-30,3.161555,2.650194,1.999697,-0.257378,0.001892,1.233364
sh.600221,海航控股,2024-10-31,2024-09-30,0.965094,0.911921,0.403846,0.027732,0.009728,36.770075
sh.600222,太龙药业,2024-10-25,2024-09-30,1.074097,0.814600,0.198690,0.139261,0.005651,2.299196
sh.600223,福瑞达,2024-10-29,2024-09-30,3.451610,2.961915,2.378277,-0.783447,0.002203,1.282622
sh.600225,退市卓朗,2024-10-31,2024-09-30,0.759410,0.340134,0.021585,0.086999,0.007207,3.580161
sh.600226,亨通股份,2024-10-25,2024-09-30,2.694938,2.221640,1.480080,1.201696,0.002193,1.280841
sh.600227,赤天化,2024-10-30,2024-09-30,0.614079,0.460114,0.219893,0.062078,0.004701,1.887307
sh.600228,返利科技,2024-10-31,2024-09-30,4.354101,4.354101,3.451568,-0.348550,0.001977,1.246456
sh.600229,城市传媒,2024-10-31,2024-09-30,2.227215,1.653729,1.024339,0.100200,0.002673,1.364769
sh.600230,沧州大化,2024-10-31,2024-09-30,0.810146,0.496332,0.233531,-0.354443,0.002751,1.379487
sh.600231,凌钢股份,2024-10-31,2024-09-30,0.563829,0.357339,0.270647,0.110949,0.006073,2.546403
sh.600232,金鹰股份,2024-10-29,2024-09-30,1.898783,0.970625,0.286954,0.369988,0.004318,1.760057
sh.600233,圆通速递,2024-10-30,2024-09-30,1.135452,1.123087,0.600755,0.152784,0.003158,1.461482
sh.600234,*ST科新,2024-10-30,2024-09-30,1.705595,1.705581,0.361758,0.262068,0.003670,1.579819
sh.600235,民丰特纸,2024-10-25,2024-09-30,1.287483,0.854999,0.258384,0.548773,0.004818,1.929810
sh.600236,桂冠电力,2024-10-31,2024-09-30,0.333782,0.311267,0.103048,-0.002474,0.005019,2.007818
sh.600237,铜峰电子,2024-10-26,2024-09-30,2.889148,2.506742,1.198141,-0.034772,0.002280,1.295312
sh.600238,海南椰岛,2024-10-31,2024-09-30,1.019948,0.452259,0.031619,-0.149005,0.007229,3.608182
sh.600239,云南城投,2024-10-29,2024-09-30,0.930467,0.471301,0.229707,-0.082876,0.008057,5.147853
sh.600241,时代万恒,2024-10-31,2024-09-30,6.092837,5.261337,3.971596,-0.388997,0.001153,1.130310
sh.600243,青海华鼎,2024-10-31,2024-09-30,3.340774,1.847140,0.880715,-0.376907,0.002479,1.329666
sh.600246,万通发展,2024-10-31,2024-09-30,3.403495,2.409979,1.442616,-0.130741,0.003027,1.434119
sh.600248,陕建股份,2024-10-31,2024-09-30,1.091754,1.079895,0.073640,0.033505,0.008812,8.415836
sh.600249,两面针,2024-10-30,2024-09-30,4.208642,3.655218,3.255505,0.124634,0.001984,1.247559
sh.600250,南京商旅,2024-10-30,2024-09-30,1.018563,0.954924,0.594179,0.042322,0.005420,2.183293
sh.600251,冠农股份,2024-10-30,2024-09-30,1.663719,1.204232,0.933595,-0.030073,0.003689,1.584617
sh.600252,中恒集团,2024-10-30,2024-09-30,2.720170,2.394936,1.744386,-0.044448,0.002817,1.392166
sh.600255,鑫科材料,2024-10-30,2024-09-30,1.013122,0.718238,0.390729,0.057215,0.005587,2.266240
sh.600256,广汇能源,2024-10-31,2024-09-30,0.521646,0.481263,0.152518,-0.075797,0.005314,2.134208
sh.600257,大湖股份,2024-10-29,2024-09-30,2.089249,1.051374,0.606730,-0.158651,0.004789,1.919090
sh.600258,首旅酒店,2024-10-30,2024-09-30,0.829734,0.820069,0.479657,-0.030786,0.005394,2.171314
sh.600259,广晟有色,2024-10-31,2024-09-30,1.322591,0.572400,0.248400,-0.052028,0.005636,2.291378
sh.600261,阳光照明,2024-10-30,2024-09-30,2.641670,2.300930,1.659443,-0.037824,0.003204,1.471495
sh.600262,北方股份,2024-10-25,2024-09-30,1.598702,0.807296,0.236369,0.232815,0.006062,2.539478
sh.600265,景谷林业,2024-10-31,2024-09-30,3.208793,1.150515,0.171587,-0.088249,0.006506,2.862366
sh.600266,城建发展,2024-10-31,2024-09-30,1.701671,0.340599,0.194603,-0.057677,0.007990,4.974242
sh.600267,海正药业,2024-10-31,2024-09-30,0.925873,0.649125,0.237541,-0.164889,0.004774,1.913588
sh.600268,国电南自,2024-10-25,2024-09-30,1.358538,1.130307,0.332482,0.021167,0.006081,2.551674
sh.600269,赣粤高速,2024-10-26,2024-09-30,1.061247,0.747008,0.519520,0.015995,0.004359,1.772733
sh.600271,航天信息,2024-10-31,2024-09-30,3.469904,2.992936,1.761088,-0.287834,0.001931,1.239330
sh.600272,开开实业,2024-10-30,2024-09-30,1.398332,1.242826,0.415405,0.298459,0.005462,2.203841
sh.600273,嘉化能源,2024-10-29,2024-09-30,1.415563,1.160619,0.274652,0.548124,0.002204,1.282783
sh.600276,恒瑞医药,2024-10-25,2024-09-30,8.997616,8.336713,5.981217,0.503518,0.000829,1.090378
sh.600278,东方创业,2024-10-30,2024-09-30,1.477220,1.216264,0.492216,0.029630,0.005541,2.242742
sh.600279,重庆港,2024-10-31,2024-09-30,2.016274,1.633967,0.937640,-0.228705,0.003780,1.607632
sh.600280,中央商场,2024-10-31,2024-09-30,0.688432,0.089085,0.042992,-0.051935,0.009263,13.568610
sh.600281,华阳新材,2024-10-30,2024-09-30,0.842776,0.513528,0.192121,0.167106,0.008436,6.394649
sh.600282,南钢股份,2024-10-26,2024-09-30,0.779507,0.544818,0.153914,-0.170355,0.005933,2.458536
sh.600283,钱江水利,2024-10-30,2024-09-30,0.645286,0.454917,0.193609,0.387566,0.006573,2.918416
sh.600284,浦东建设,2024-10-31,2024-09-30,0.993463,0.938035,0.405956,0.033559,0.007482,3.971927
sh.600285,羚锐制药,2024-10-30,2024-09-30,1.179390,0.957880,0.402731,0.036917,0.004061,1.683755
sh.600287,ST舜天,2024-10-31,2024-09-30,2.138846,1.722953,0.742956,-0.381643,0.003314,1.495631
sh.600288,大恒科技,2024-10-25,2024-09-30,2.637500,1.890043,0.907613,-0.315970,0.002779,1.384933
sh.600289,*ST信通,2024-10-29,2024-09-30,3.970780,3.862327,3.260701,-0.435361,0.004791,1.919899
sh.600292,远达环保,2024-10-19,2024-09-30,1.494144,1.391044,0.257816,-0.212538,0.003990,1.663757
sh.600293,三峡新材,2024-10-25,2024-09-30,0.777301,0.537224,0.371644,-0.091220,0.004699,1.886550
sh.600295,鄂尔多斯,2024-10-31,2024-09-30,0.717918,0.516178,0.360148,0.121783,0.005025,2.009975
sh.600298,安琪酵母,2024-10-31,2024-09-30,1.374618,0.779050,0.259134,0.258413,0.004772,1.912648
sh.600299,安迪苏,2024-10-30,2024-09-30,1.764060,1.157558,0.370394,-0.003509,0.002881,1.404658
sh.600300,维维股份,2024-10-26,2024-09-30,1.878666,1.077326,0.746083,-0.255473,0.002514,1.335747
sh.600301,华锡有色,2024-10-31,2024-09-30,1.114410,0.783792,0.648071,0.077099,0.003622,1.567902
sh.600302,标准股份,2024-10-26,2024-09-30,2.416956,1.687773,0.610364,0.048009,0.003728,1.594282
sh.600303,ST曙光,2024-10-31,2024-09-30,0.805350,0.561598,0.079441,0.040600,0.005580,2.262649
sh.600305,恒顺醋业,2024-10-31,2024-09-30,2.957209,2.652915,1.743258,0.348747,0.001907,1.235709
sh.600307,酒钢宏兴,2024-10-31,2024-09-30,0.357021,0.166277,0.114611,0.273753,0.008276,5.801187
sh.600308,华泰股份,2024-10-31,2024-09-30,1.454083,1.004455,0.413654,0.004151,0.003988,1.663218
sh.600309,万华化学,2024-10-29,2024-09-30,0.659368,0.476401,0.295527,0.250277,0.006719,3.047620
sh.600310,广西能源,2024-10-25,2024-09-30,0.509457,0.477269,0.279428,-0.068203,0.007553,4.085820
sh.600312,平高电气,2024-10-22,2024-09-30,1.550736,1.329554,0.507237,0.122727,0.004935,1.974340
sh.600313,农发种业,2024-10-26,2024-09-30,2.123360,1.581698,0.783444,0.001317,0.004395,1.784208
sh.600315,上海家化,2024-10-29,2024-09-30,1.894396,1.629864,1.142792,-0.217526,0.003115,1.452382
sh.600316,洪都航空,2024-10-30,2024-09-30,1.363877,0.989529,0.091621,-0.027753,0.006497,2.854692
sh.600318,新力金融,2024-10-19,2024-09-30,1.287225,1.287206,0.168013,0.008997,0.004949,1.979626
sh.600319,亚星化学,2024-10-31,2024-09-30,0.280735,0.180520,0.070865,0.062217,0.007542,4.067907
sh.600320,振华重工,2024-10-31,2024-09-30,0.975855,0.435663,0.099587,-0.042149,0.007770,4.483759
sh.600322,津投城开,2024-10-31,2024-09-30,1.367228,0.310247,0.023933,0.083536,0.009670,30.348343
sh.600323,瀚蓝环境,2024-10-28,2024-09-30,0.980669,0.951589,0.177896,0.003020,0.006313,2.712380
sh.600325,华发股份,2024-10-30,2024-09-30,2.038954,0.557713,0.163703,-0.055902,0.007015,3.350404
sh.600326,西藏天路,2024-10-30,2024-09-30,1.414922,1.351819,0.531019,-0.062952,0.005465,2.204892
sh.600327,大东方,2024-10-26,2024-09-30,0.548986,0.388821,0.301137,-0.120943,0.003778,1.607268
