code,stock_name,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sh.600000,浦发银行,2024-10-31,2024-09-30,,,,,-1.243063,-4.522599,-1.243063
sh.600004,白云机场,2024-10-31,2024-09-30,0.218478,0.781522,0.637845,19.374174,0.525054,3.990864,0.525054
sh.600006,东风股份,2024-10-31,2024-09-30,0.715201,0.284799,0.431624,,-0.289965,,-0.289965
sh.600007,中国国贸,2024-10-31,2024-09-30,0.328683,0.671317,0.727921,92.700340,0.506550,1.466374,0.506550
sh.600008,首创环保,2024-10-30,2024-09-30,0.268068,0.731932,-0.147999,4.785448,0.141145,0.529887,0.141145
sh.600009,上海机场,2024-10-31,2024-09-30,0.265169,0.734831,0.554853,5.870777,0.413858,2.658733,0.413858
sh.600010,包钢股份,2024-10-31,2024-09-30,0.253402,0.746598,0.312558,0.428758,0.018001,,0.018001
sh.600011,华能国际,2024-10-30,2024-09-30,0.179568,0.820432,0.185593,3.692909,0.233155,3.218946,0.233155
sh.600012,皖通高速,2024-10-29,2024-09-30,0.208782,0.791218,-0.128896,32.595266,0.418112,1.699868,0.418112
sh.600015,华夏银行,2024-10-31,2024-09-30,,,,,-0.104745,-0.394191,-0.104745
sh.600016,民生银行,2024-10-31,2024-09-30,,,,,-1.914224,-6.335460,-1.914224
sh.600017,日照港,2024-10-30,2024-09-30,0.078994,0.921006,0.154473,3.034035,0.301492,2.579797,0.301492
sh.600018,上港集团,2024-10-31,2024-09-30,0.262541,0.737459,0.527522,48.279878,0.256999,0.586486,0.256999
sh.600019,宝钢股份,2024-10-30,2024-09-30,0.366906,0.633094,0.494901,7.869780,0.064394,2.270219,0.064394
sh.600020,中原高速,2024-10-30,2024-09-30,0.131032,0.868968,-0.225602,2.604135,0.346674,1.981904,0.346674
sh.600021,上海电力,2024-10-29,2024-09-30,0.213699,0.786301,0.128187,3.093785,0.230575,1.712251,0.230575
sh.600022,山东钢铁,2024-10-31,2024-09-30,0.234531,0.765470,0.193514,-6.456861,0.024423,,0.024423
sh.600023,浙能电力,2024-10-30,2024-09-30,0.266684,0.733316,0.433282,11.391713,0.148646,1.236557,0.148646
sh.600025,华能水电,2024-10-30,2024-09-30,0.032953,0.967047,0.330737,5.582766,0.738796,1.845386,0.738796
sh.600026,中远海能,2024-10-31,2024-09-30,0.116748,0.883252,0.476452,6.063783,0.336103,1.578325,0.336103
sh.600027,华电国际,2024-10-31,2024-09-30,0.130385,0.869615,0.272414,4.011989,0.141239,1.984369,0.141239
sh.600028,中国石化,2024-10-29,2024-09-30,0.283890,0.716110,0.307261,8.095068,0.042907,1.998917,0.042907
sh.600029,南方航空,2024-10-29,2024-09-30,0.101389,0.898611,0.059939,2.130830,0.199442,7.288195,0.199442
sh.600030,中信证券,2024-10-30,2024-09-30,,,,,2.462309,6.510546,2.462309
sh.600031,三一重工,2024-10-31,2024-09-30,0.656347,0.343653,0.415830,20.105492,0.213769,2.485554,0.212047
sh.600032,浙江新能,2024-10-29,2024-09-30,0.216242,0.783758,0.215342,2.475850,0.561761,2.354387,0.561761
sh.600033,福建高速,2024-10-31,2024-09-30,0.167136,0.832864,0.665951,52.711839,0.672576,1.540850,0.672576
sh.600035,楚天高速,2024-10-30,2024-09-30,0.068296,0.931704,-0.293079,6.601537,0.465815,1.817736,0.465815
sh.600036,招商银行,2024-10-30,2024-09-30,,,,,1.136616,2.518726,1.136616
sh.600037,歌华有线,2024-10-31,2024-09-30,0.581811,0.418189,0.801102,,0.233296,,0.233296
sh.600038,中直股份,2024-10-30,2024-09-30,0.853213,0.146787,0.281884,13.240951,-0.662033,-32.776046,-0.662033
sh.600039,四川路桥,2024-10-31,2024-09-30,0.599742,0.400258,0.042322,3.592021,-0.077997,-1.147367,-0.077997
sh.600048,保利发展,2024-10-29,2024-09-30,0.873593,0.126407,0.132714,6.612737,-0.087440,-1.305510,-0.087440
sh.600050,中国联通,2024-10-23,2024-09-30,0.267517,0.732483,0.194556,,0.200780,3.070210,0.200780
sh.600051,宁波联合,2024-10-29,2024-09-30,0.629507,0.370493,0.623901,1.660563,-0.001745,-0.233301,-0.001745
sh.600052,东望时代,2024-10-31,2024-09-30,0.404195,0.595805,0.794623,,-0.044120,-0.113656,-0.044120
sh.600053,九鼎投资,2024-10-31,2024-09-30,0.677377,0.322623,0.850032,12.450968,-0.295958,-8.412258,-0.295958
sh.600054,黄山旅游,2024-10-31,2024-09-30,0.437227,0.562773,0.734977,399.609481,0.288826,1.303831,0.288826
sh.600055,万东医疗,2024-10-26,2024-09-30,0.824389,0.175611,0.864882,,0.023216,0.217590,0.023216
sh.600056,中国医药,2024-10-26,2024-09-30,0.762422,0.237578,0.225898,7.122685,-0.012277,-0.516053,-0.012277
sh.600057,厦门象屿,2024-10-31,2024-09-30,0.848082,0.151918,0.147400,1.443992,0.001731,0.355370,0.001731
sh.600058,五矿发展,2024-10-31,2024-09-30,0.892440,0.107560,0.231562,1.687805,-0.052245,-18.307213,-0.052245
sh.600059,古越龙山,2024-10-26,2024-09-30,0.617245,0.382755,0.847939,,-0.027584,-0.262849,-0.027584
sh.600060,海信视像,2024-10-30,2024-09-30,0.767368,0.232632,0.378185,29.559118,0.072544,1.887082,0.072544
sh.600061,国投资本,2024-10-31,2024-09-30,0.868370,0.131630,0.166487,10.446641,19.961919,10.483769,2.527477
sh.600062,华润双鹤,2024-10-26,2024-09-30,0.440196,0.559804,0.387776,,0.171223,1.036757,0.171223
sh.600063,皖维高新,2024-10-26,2024-09-30,0.341654,0.658346,0.511250,,0.021598,0.689141,0.021598
sh.600064,南京高科,2024-10-24,2024-09-30,0.474194,0.525806,0.467768,12.681274,-0.420612,-0.343697,-0.419655
sh.600066,宇通客车,2024-10-29,2024-09-30,0.644889,0.355111,0.321856,,0.188383,1.844604,0.188383
sh.600067,冠城新材,2024-10-30,2024-09-30,0.721794,0.278206,0.305271,1.201935,0.108841,,0.108841
sh.600070,*ST富润,2024-10-31,2024-09-30,0.354874,0.645126,0.448284,-40.228384,-0.268063,,-0.268063
sh.600071,凤凰光学,2024-10-29,2024-09-30,0.555688,0.444312,0.164120,-0.245566,0.075766,,0.075766
sh.600072,中船科技,2024-10-31,2024-09-30,0.561952,0.438048,0.182960,0.934028,-0.603292,-659.338070,-0.603292
sh.600073,光明肉业,2024-10-31,2024-09-30,0.563073,0.436927,0.340735,203.343356,0.057226,2.722393,0.057226
sh.600075,新疆天业,2024-10-23,2024-09-30,0.179591,0.820409,0.396190,1.263512,0.132675,102.148514,0.132675
sh.600076,康欣新材,2024-10-29,2024-09-30,0.605784,0.394216,0.361174,-1.136370,0.171279,,0.171279
sh.600078,澄星股份,2024-10-31,2024-09-30,0.371510,0.628490,0.193080,0.468144,0.080402,,0.080402
sh.600079,人福医药,2024-10-30,2024-09-30,0.548577,0.451423,0.378486,8.612863,0.077974,0.708310,0.077974
sh.600080,金花股份,2024-10-30,2024-09-30,0.394160,0.605840,0.752054,,-0.001811,-0.024656,-0.001811
sh.600081,东风科技,2024-10-25,2024-09-30,0.654874,0.345126,0.439559,,0.097041,3.155186,0.097041
sh.600082,海泰发展,2024-10-31,2024-09-30,0.821728,0.178272,0.570949,-0.087996,5.116358,,5.116358
sh.600083,*ST博信,2024-10-31,2024-09-30,0.302625,0.697375,-0.091314,-0.512767,0.374751,,0.374751
sh.600084,中信尼雅,2024-10-26,2024-09-30,0.720450,0.279550,0.908745,,-0.454542,-102.417842,-0.454542
sh.600085,同仁堂,2024-10-30,2024-09-30,0.770110,0.229890,0.376819,,-0.003802,-0.026490,-0.003802
sh.600088,中视传媒,2024-10-30,2024-09-30,0.440963,0.559037,0.664893,,-0.439032,-1.674667,-0.439032
sh.600089,特变电工,2024-10-30,2024-09-30,0.417229,0.582771,0.249143,5.701087,0.102959,1.656077,0.102873
sh.600094,大名城,2024-10-30,2024-09-30,0.677310,0.322690,0.551755,5.212058,-0.025179,-0.412044,-0.025179
sh.600095,湘财股份,2024-10-26,2024-09-30,0.809504,0.190496,0.258659,3.725794,16.191976,46.696279,4.291240
sh.600096,云天化,2024-10-15,2024-09-30,0.320257,0.679743,0.301842,16.514487,0.160645,1.471644,0.160645
sh.600097,开创国际,2024-10-30,2024-09-30,0.452644,0.547356,0.617241,3.104615,0.109689,8.154413,0.109689
sh.600098,广州发展,2024-10-31,2024-09-30,0.220529,0.779471,0.278588,3.852376,0.103844,2.174385,0.103723
sh.600099,林海股份,2024-10-26,2024-09-30,0.700914,0.299086,0.472478,,0.121500,7.568755,0.121500
sh.600100,同方股份,2024-10-30,2024-09-30,0.504666,0.495334,0.214235,1.110567,-0.128815,-54.942015,-0.128815
sh.600101,明星电力,2024-10-30,2024-09-30,0.297831,0.702169,0.650047,,0.197204,1.881146,0.197204
sh.600103,青山纸业,2024-10-29,2024-09-30,0.580919,0.419081,0.602435,11.472835,0.081764,1.689514,0.081764
sh.600104,上汽集团,2024-10-31,2024-09-30,0.614968,0.385032,0.243628,6.587299,0.044540,2.216326,0.043418
sh.600105,永鼎股份,2024-10-26,2024-09-30,0.481142,0.518858,0.277752,2.526389,-0.164803,-4.726487,-0.164803
sh.600106,重庆路桥,2024-10-30,2024-09-30,0.283777,0.716223,0.713176,6.474098,1.339196,0.899271,1.339196
sh.600107,美尔雅,2024-10-31,2024-09-30,0.773340,0.226660,0.556902,-8.500446,-0.239321,,-0.239321
sh.600108,亚盛集团,2024-10-30,2024-09-30,0.480658,0.519342,0.146433,1.391302,-0.043801,-2.593002,-0.043801
sh.600109,国金证券,2024-10-31,2024-09-30,,,,,4.043931,19.225039,4.043931
sh.600110,诺德股份,2024-10-30,2024-09-30,0.407509,0.592491,0.328154,-0.246239,0.037495,,0.037495
sh.600111,北方稀土,2024-10-30,2024-09-30,0.693425,0.306575,0.477144,7.669952,0.071019,1.863280,0.071019
sh.600113,浙江东日,2024-10-31,2024-09-30,0.422641,0.577359,0.541957,,0.009981,0.057821,0.009981
sh.600114,东睦股份,2024-10-29,2024-09-30,0.422973,0.577027,0.216926,5.280378,0.044593,0.521478,0.044593
sh.600115,中国东航,2024-10-31,2024-09-30,0.080545,0.919455,0.057693,1.012785,0.257123,,0.257123
sh.600116,三峡水利,2024-10-25,2024-09-30,0.201916,0.798084,0.283033,3.544014,0.063567,1.394992,0.063567
sh.600117,西宁特钢,2024-10-31,2024-09-30,0.205184,0.794816,0.321442,-4.438899,-0.049726,,-0.049726
sh.600118,中国卫星,2024-10-25,2024-09-30,0.739323,0.260677,0.333401,,-0.520184,,-0.520184
sh.600119,长江投资,2024-10-31,2024-09-30,0.812952,0.187048,0.223746,-9.862455,0.171245,,0.171245
sh.600120,浙江东方,2024-10-26,2024-09-30,0.417422,0.582578,0.315424,7.564400,0.330057,5.454863,0.231775
sh.600121,郑州煤电,2024-10-31,2024-09-30,0.351953,0.648047,0.083630,1.969812,0.103743,4.041134,0.103743
sh.600123,兰花科创,2024-10-29,2024-09-30,0.306135,0.693865,0.346953,6.101610,0.196971,3.007525,0.196971
sh.600125,铁龙物流,2024-10-31,2024-09-30,0.471196,0.528804,0.705710,331.063032,0.043228,1.107218,0.043228
sh.600126,杭钢股份,2024-10-30,2024-09-30,0.519854,0.480146,0.517157,,0.003733,,0.003733
sh.600127,金健米业,2024-10-25,2024-09-30,0.654064,0.345936,0.285807,1.620198,-0.017498,-42.766446,-0.017498
sh.600128,苏豪弘业,2024-10-30,2024-09-30,0.558431,0.441569,0.339874,7.473909,-0.118292,-10.435971,-0.118292
sh.600129,太极集团,2024-10-25,2024-09-30,0.506911,0.493089,0.170893,8.089987,-0.066164,-1.251177,-0.066164
sh.600130,波导股份,2024-10-31,2024-09-30,0.788613,0.211387,0.849141,,-0.024069,-0.779481,-0.024069
sh.600131,国网信通,2024-10-30,2024-09-30,0.780554,0.219446,0.406399,,-0.030889,-0.388473,-0.030889
sh.600132,重庆啤酒,2024-10-31,2024-09-30,0.437575,0.562425,0.005468,,0.265008,1.298204,0.265008
sh.600133,东湖高新,2024-10-31,2024-09-30,0.512239,0.487761,0.334882,7.546190,-0.718250,-4.241064,-0.718250
sh.600135,乐凯胶片,2024-10-31,2024-09-30,0.592622,0.407378,0.784039,,-0.067676,,-0.067676
sh.600136,ST明诚,2024-10-31,2024-09-30,0.573662,0.426338,0.268332,-37.580242,-0.584489,,-0.584489
sh.600137,浪莎股份,2024-10-30,2024-09-30,0.791131,0.208869,0.734110,,-0.147453,-2.243157,-0.147453
sh.600138,中青旅,2024-10-31,2024-09-30,0.385959,0.614041,0.265295,3.128386,0.046467,1.360495,0.046467
sh.600141,兴发集团,2024-10-26,2024-09-30,0.176203,0.823797,0.353515,7.314354,0.035105,0.583135,0.035105
sh.600143,金发科技,2024-10-30,2024-09-30,0.411501,0.588499,0.187609,1.659351,0.036248,4.575486,0.036248
sh.600148,长春一东,2024-10-22,2024-09-30,0.816086,0.183914,0.312014,,0.015432,2.430898,0.015432
sh.600149,廊坊发展,2024-10-31,2024-09-30,0.464273,0.535727,0.217073,35.042627,-0.259543,-0.993930,-0.259543
sh.600150,中国船舶,2024-10-31,2024-09-30,0.752596,0.247404,0.251972,,0.041440,0.987563,0.041440
sh.600151,航天机电,2024-10-30,2024-09-30,0.457258,0.542742,0.523634,-0.013380,-0.048167,,-0.048167
sh.600152,维科技术,2024-10-30,2024-09-30,0.472837,0.527163,0.524003,,0.006540,,0.006540
sh.600153,建发股份,2024-10-31,2024-09-30,0.779698,0.220302,0.058790,2.312296,-0.028105,-5.268673,-0.028105
sh.600155,华创云信,2024-10-31,2024-09-30,,,0.261409,,0.861470,79.780997,0.861470
sh.600156,华升股份,2024-10-29,2024-09-30,0.407382,0.592618,0.330480,-5.338280,-0.107610,,-0.107610
sh.600157,永泰能源,2024-10-30,2024-09-30,0.085613,0.914387,-0.108785,2.735092,0.215008,2.653232,0.215008
sh.600158,中体产业,2024-10-29,2024-09-30,0.787117,0.212883,0.379849,,-0.196872,-3.247616,-0.196872
sh.600159,大龙地产,2024-10-31,2024-09-30,0.849778,0.150222,0.530402,,-0.248871,,-0.248871
sh.600160,巨化股份,2024-10-25,2024-09-30,0.295457,0.704543,0.560410,27.299655,0.044674,0.575373,0.044674
sh.600161,天坛生物,2024-10-26,2024-09-30,0.549206,0.450794,0.591516,,0.318840,0.909878,0.318840
sh.600162,香江控股,2024-10-31,2024-09-30,0.683992,0.316008,0.311680,1.354892,0.051425,,0.051425
sh.600163,中闽能源,2024-10-30,2024-09-30,0.375567,0.624433,0.558614,8.009636,0.480934,1.214965,0.480934
sh.600165,*ST宁科,2024-10-31,2024-09-30,0.130381,0.869619,-0.193967,-3.466963,-0.032290,,-0.032290
sh.600166,福田汽车,2024-10-31,2024-09-30,0.527849,0.472151,0.145114,,-0.021338,-1.895868,-0.021338
sh.600167,联美控股,2024-10-31,2024-09-30,0.533240,0.466760,0.606162,,-0.128419,-0.562400,-0.128419
sh.600168,武汉控股,2024-10-28,2024-09-30,0.380794,0.619206,0.134899,1.207829,-0.101198,-3.998556,-0.101198
sh.600169,太原重工,2024-10-19,2024-09-30,0.651945,0.348055,0.083614,1.317162,0.062175,2.918233,0.062175
sh.600170,上海建工,2024-10-31,2024-09-30,0.735886,0.264114,0.107812,2.428075,-0.100434,-14.612789,-0.100434
sh.600171,上海贝岭,2024-10-31,2024-09-30,0.639879,0.360121,0.688158,,0.032722,0.256483,0.032722
sh.600172,黄河旋风,2024-10-31,2024-09-30,0.359957,0.640043,0.208078,-1.140877,0.099226,,0.099226
sh.600173,卧龙地产,2024-10-24,2024-09-30,0.738745,0.261255,0.627696,46.343173,-0.098818,-2.173504,-0.098818
sh.600176,中国巨石,2024-10-25,2024-09-30,0.245789,0.754211,0.515072,10.399059,0.092131,0.675581,0.092131
sh.600177,雅戈尔,2024-10-30,2024-09-30,0.318153,0.681847,0.537719,6.723993,0.082993,0.276930,0.082993
sh.600178,东安动力,2024-10-29,2024-09-30,0.584876,0.415124,0.191450,,-0.153262,-102.408972,-0.153262
sh.600179,安通控股,2024-10-22,2024-09-30,0.526366,0.473634,0.732682,8.592451,0.102680,3.397578,0.102680
sh.600180,瑞茂通,2024-10-29,2024-09-30,0.602015,0.397985,0.220492,1.551999,-0.016149,-2.722346,-0.016149
sh.600182,S佳通,2024-10-30,2024-09-30,0.729524,0.270476,0.285803,19.305506,0.202613,2.441326,0.202613
sh.600183,生益科技,2024-10-29,2024-09-30,0.584593,0.415407,0.511847,28.337283,0.076577,0.778339,0.076577
sh.600184,光电股份,2024-10-25,2024-09-30,0.632139,0.367861,0.556156,,-0.023321,-22.022039,-0.023321
sh.600185,格力地产,2024-10-29,2024-09-30,0.780986,0.219014,0.176031,-1.094494,0.068558,,0.068558
sh.600186,莲花控股,2024-10-31,2024-09-30,0.608959,0.391041,0.422206,32.111281,0.158720,1.835033,0.158720
sh.600187,国中水务,2024-10-30,2024-09-30,0.259309,0.740691,0.644392,7.946320,-0.332948,-6.634048,-0.332948
sh.600188,兖矿能源,2024-10-26,2024-09-30,0.293432,0.706568,0.025967,8.447002,0.170945,1.098714,0.170945
sh.600189,泉阳泉,2024-10-29,2024-09-30,0.596726,0.403274,0.229125,6.104845,0.200991,3.907144,0.200991
sh.600190,ST锦港,2024-11-01,2024-09-30,0.036979,0.963021,0.287581,-5.535511,-0.594773,,-0.594773
sh.600191,华资实业,2024-10-31,2024-09-30,0.081813,0.918187,0.816051,6.327723,0.165013,1.572072,0.165013
sh.600192,长城电工,2024-10-30,2024-09-30,0.722123,0.277877,0.231211,-1.750327,0.011173,,0.011173
sh.600193,创兴资源,2024-10-31,2024-09-30,0.727826,0.272174,0.367327,-9.156903,0.043015,,0.043015
sh.600195,中牧股份,2024-10-29,2024-09-30,0.423966,0.576034,0.513961,9.082660,-0.074432,-3.924856,-0.074432
sh.600196,复星医药,2024-10-30,2024-09-30,0.299548,0.700452,0.145126,4.516605,0.096618,1.185871,0.096618
sh.600197,伊力特,2024-10-30,2024-09-30,0.557309,0.442691,0.745326,60.292315,0.014534,0.098479,0.014534
sh.600198,大唐电信,2024-10-30,2024-09-30,0.704682,0.295318,-0.040113,-2.519750,-0.581900,,-0.581900
sh.600199,金种子酒,2024-10-26,2024-09-30,0.604394,0.395606,0.659118,,-0.317881,,-0.317881
sh.600200,江苏吴中,2024-10-22,2024-09-30,0.710553,0.289447,0.338079,1.827417,-0.091023,-3.181906,-0.091023
sh.600201,生物股份,2024-10-31,2024-09-30,0.354668,0.645332,0.667166,,0.217632,1.240945,0.217632
sh.600202,哈空调,2024-10-30,2024-09-30,0.768228,0.231772,0.226349,0.891386,0.068688,26.309220,0.068688
sh.600203,福日电子,2024-10-31,2024-09-30,0.688327,0.311673,0.128003,-0.637873,-0.088400,,-0.088400
sh.600206,有研新材,2024-10-31,2024-09-30,0.719707,0.280293,0.531143,4.257900,-0.146253,-18.533044,-0.146253
sh.600207,安彩高科,2024-10-30,2024-09-30,0.389307,0.610693,0.376635,-0.583088,-0.106909,,-0.106909
sh.600208,衢州发展,2024-10-31,2024-09-30,0.437204,0.562796,0.404902,4.242340,0.013708,0.061922,0.013708
sh.600210,紫江企业,2024-10-30,2024-09-30,0.541187,0.458813,0.366645,13.870918,0.105643,1.369529,0.105643
sh.600211,西藏药业,2024-10-30,2024-09-30,0.747691,0.252309,0.706889,,0.343499,0.939779,0.343499
sh.600212,绿能慧充,2024-10-30,2024-09-30,0.788636,0.211364,0.315501,,-0.113801,,-0.113801
sh.600215,派斯林,2024-10-30,2024-09-30,0.412337,0.587663,0.273806,4.678097,0.013478,0.225783,0.013478
sh.600216,浙江医药,2024-10-25,2024-09-30,0.457701,0.542299,0.709410,,0.097298,0.912336,0.097298
sh.600217,中再资环,2024-10-31,2024-09-30,0.855491,0.144509,0.377755,1.813555,-0.141504,-6.031857,-0.141504
sh.600218,全柴动力,2024-10-30,2024-09-30,0.751298,0.248702,0.538029,,-0.061847,-3.126796,-0.061847
sh.600219,南山铝业,2024-10-29,2024-09-30,0.563786,0.436214,0.683232,,0.194391,1.117436,0.194391
sh.600221,海航控股,2024-10-31,2024-09-30,0.249877,0.750123,-0.041351,2.013580,0.224110,5.367932,0.224110
sh.600222,太龙药业,2024-10-25,2024-09-30,0.577304,0.422696,0.291029,1.457618,-0.072139,-3.229476,-0.072139
sh.600223,福瑞达,2024-10-29,2024-09-30,0.700189,0.299811,0.603728,,0.021902,0.292929,0.021902
sh.600225,退市卓朗,2024-10-31,2024-09-30,0.405039,0.594961,0.133599,-1.636200,-0.164948,,-0.164948
sh.600226,亨通股份,2024-10-25,2024-09-30,0.337048,0.662952,0.772106,36.037452,-0.068747,-0.381541,-0.068747
sh.600227,赤天化,2024-10-30,2024-09-30,0.222444,0.777556,0.332116,0.116256,0.174219,,0.174219
sh.600228,返利科技,2024-10-31,2024-09-30,0.749898,0.250102,0.782577,,-0.025754,,-0.025754
sh.600229,城市传媒,2024-10-31,2024-09-30,0.580865,0.419135,0.656974,,0.008898,0.131036,0.008898
sh.600230,沧州大化,2024-10-31,2024-09-30,0.165778,0.834222,0.611999,6.253724,0.057721,7.828450,0.057721
sh.600231,凌钢股份,2024-10-31,2024-09-30,0.249799,0.750201,0.288683,-56.975646,-0.027662,,-0.027662
sh.600232,金鹰股份,2024-10-29,2024-09-30,0.815152,0.184848,0.502272,6.673311,-0.120352,-2.048633,-0.120352
sh.600233,圆通速递,2024-10-30,2024-09-30,0.308182,0.691818,0.530148,38.608350,0.082698,1.402181,0.082698
sh.600234,*ST科新,2024-10-30,2024-09-30,0.399873,0.600127,0.600353,,-0.068762,-0.888100,-0.068762
sh.600235,民丰特纸,2024-10-25,2024-09-30,0.375526,0.624474,0.490619,8.250740,0.128827,2.457958,0.128827
sh.600236,桂冠电力,2024-10-31,2024-09-30,0.094317,0.905683,0.415027,8.090024,0.582188,1.713360,0.582188
sh.600237,铜峰电子,2024-10-26,2024-09-30,0.620332,0.379668,0.731622,,0.093487,1.381266,0.093487
sh.600238,海南椰岛,2024-10-31,2024-09-30,0.521993,0.478007,0.149999,-0.018679,-0.106011,,-0.106011
sh.600239,云南城投,2024-10-29,2024-09-30,0.280819,0.719181,0.081953,0.925741,-0.180971,-183.517764,-0.180971
sh.600241,时代万恒,2024-10-31,2024-09-30,0.678814,0.321186,0.921925,,-0.004295,-0.067028,-0.004295
sh.600243,青海华鼎,2024-10-31,2024-09-30,0.590187,0.409813,0.705378,,-0.299860,,-0.299860
sh.600246,万通发展,2024-10-31,2024-09-30,0.308894,0.691106,0.632140,-1.483937,-0.232169,,-0.232169
sh.600248,陕建股份,2024-10-31,2024-09-30,0.876457,0.123543,0.054907,3.646359,-0.082538,-2.499378,-0.082538
sh.600249,两面针,2024-10-30,2024-09-30,0.733113,0.266887,0.769495,,0.004916,0.045889,0.004916
sh.600250,南京商旅,2024-10-30,2024-09-30,0.402092,0.597908,0.129335,5.837459,0.056159,0.435036,0.056159
sh.600251,冠农股份,2024-10-30,2024-09-30,0.501821,0.498179,0.534676,30.146545,0.532576,4.112160,0.532576
sh.600252,中恒集团,2024-10-30,2024-09-30,0.562823,0.437177,0.487373,,0.231598,,0.231598
sh.600255,鑫科材料,2024-10-30,2024-09-30,0.504646,0.495354,0.327565,3.239405,0.027907,1.494296,0.027907
sh.600256,广汇能源,2024-10-31,2024-09-30,0.195080,0.804920,0.335033,3.912809,0.154099,2.126540,0.154099
sh.600257,大湖股份,2024-10-29,2024-09-30,0.447281,0.552719,0.207281,1.392962,0.046131,,0.046131
sh.600258,首旅酒店,2024-10-30,2024-09-30,0.149421,0.850580,0.036012,4.635646,0.458469,3.692750,0.458469
sh.600259,广晟有色,2024-10-31,2024-09-30,0.535477,0.464523,0.270596,-4.360256,0.003937,,0.003937
sh.600261,阳光照明,2024-10-30,2024-09-30,0.729367,0.270633,0.613186,,0.079799,1.260134,0.079799
sh.600262,北方股份,2024-10-25,2024-09-30,0.874063,0.125937,0.321460,,0.026048,0.387872,0.026048
sh.600265,景谷林业,2024-10-31,2024-09-30,0.437726,0.562274,-0.022833,-0.078372,-0.037627,,-0.037627
sh.600266,城建发展,2024-10-31,2024-09-30,0.852006,0.147994,0.153482,3.211994,0.351722,10.537333,0.351722
sh.600267,海正药业,2024-10-31,2024-09-30,0.355798,0.644202,0.435827,6.987709,0.184846,2.852484,0.184846
sh.600268,国电南自,2024-10-25,2024-09-30,0.781332,0.218668,0.253369,28.612032,0.058236,1.128546,0.058236
sh.600269,赣粤高速,2024-10-26,2024-09-30,0.226438,0.773562,0.496828,7.483823,0.432724,1.600706,0.432724
sh.600271,航天信息,2024-10-31,2024-09-30,0.625604,0.374396,0.439712,,-0.240472,,-0.240472
sh.600272,开开实业,2024-10-30,2024-09-30,0.580926,0.419074,0.424406,18.930706,-0.057697,-0.964515,-0.057697
sh.600273,嘉化能源,2024-10-29,2024-09-30,0.273570,0.726430,0.687692,35.251895,0.132350,1.185463,0.132350
sh.600276,恒瑞医药,2024-10-25,2024-09-30,0.712833,0.287167,0.795814,,0.227123,0.993310,0.227123
sh.600278,东方创业,2024-10-30,2024-09-30,0.775967,0.224033,0.401862,,-0.024776,-2.630079,-0.024776
sh.600279,重庆港,2024-10-31,2024-09-30,0.248619,0.751381,0.411595,3.152807,-0.029540,-0.777890,-0.029540
sh.600280,中央商场,2024-10-31,2024-09-30,0.548602,0.451398,0.014491,1.058747,0.065093,,0.065093
sh.600281,华阳新材,2024-10-30,2024-09-30,0.344879,0.655121,0.055936,-3.447857,-0.015889,,-0.015889
sh.600282,南钢股份,2024-10-26,2024-09-30,0.381466,0.618534,0.301432,6.012548,0.034329,0.957629,0.034329
sh.600283,钱江水利,2024-10-30,2024-09-30,0.245106,0.754894,0.079023,6.625990,0.188366,1.239282,0.188366
sh.600284,浦东建设,2024-10-31,2024-09-30,0.669991,0.330009,0.222222,27.713188,-0.020706,-0.622593,-0.020706
sh.600285,羚锐制药,2024-10-30,2024-09-30,0.463010,0.536990,0.501521,,0.126870,0.609940,0.126870
sh.600287,ST舜天,2024-10-31,2024-09-30,0.621019,0.378981,0.607652,15.062984,0.118035,2.836198,0.118035
sh.600288,大恒科技,2024-10-25,2024-09-30,0.720574,0.279426,0.575194,2.114067,-0.062193,,-0.062193
sh.600289,*ST信通,2024-10-29,2024-09-30,0.779489,0.220511,0.516871,,0.977928,6.567943,0.977928
sh.600292,远达环保,2024-10-19,2024-09-30,0.428663,0.571337,0.377112,5.097475,0.134681,3.779103,0.134681
sh.600293,三峡新材,2024-10-25,2024-09-30,0.262067,0.737933,0.344750,2.345778,-0.017303,-1.443192,-0.017303
sh.600295,鄂尔多斯,2024-10-31,2024-09-30,0.309145,0.690855,0.361053,33.734350,0.109181,1.090120,0.109181
sh.600298,安琪酵母,2024-10-31,2024-09-30,0.442488,0.557512,0.461225,27.621146,0.102532,1.153756,0.102532
sh.600299,安迪苏,2024-10-30,2024-09-30,0.285387,0.714613,0.495741,16.700917,0.195234,2.213105,0.195234
sh.600300,维维股份,2024-10-26,2024-09-30,0.407676,0.592324,0.598769,69.476239,0.038394,0.420464,0.038394
sh.600301,华锡有色,2024-10-31,2024-09-30,0.266574,0.733426,0.149370,35.003599,0.270962,1.082369,0.270962
sh.600302,标准股份,2024-10-26,2024-09-30,0.849063,0.150937,0.574379,-48.786883,-0.062574,,-0.062574
sh.600303,ST曙光,2024-10-31,2024-09-30,0.320003,0.679997,0.265467,-13.678804,-0.013763,,-0.013763
sh.600305,恒顺醋业,2024-10-31,2024-09-30,0.474101,0.525899,0.768014,,0.188780,2.487479,0.188780
sh.600307,酒钢宏兴,2024-10-31,2024-09-30,0.228141,0.771859,0.095803,-3.576505,-0.056297,,-0.056297
