code,stock_name,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sh.601368,绿城水务,2024-10-26,2024-09-30,0.167569,0.832431,0.139425,1.460699,0.195204,2.705895,0.195204
sh.601369,陕鼓动力,2024-10-26,2024-09-30,0.831242,0.168758,0.301667,,0.120866,1.166797,0.120866
sh.601375,中原证券,2024-10-31,2024-09-30,,,,,4.038860,36.941079,4.038860
sh.601377,兴业证券,2024-10-31,2024-09-30,,,,,3.888534,18.574889,3.888534
sh.601388,怡球资源,2024-10-30,2024-09-30,0.578339,0.421661,0.650573,98.684800,-0.098396,-6.417656,-0.098396
sh.601390,中国中铁,2024-10-31,2024-09-30,0.563151,0.436849,0.051441,9.118947,-0.087061,-3.172533,-0.086869
sh.601398,工商银行,2024-10-31,2024-09-30,,,,,1.719684,3.982801,1.719684
sh.601399,国机重装,2024-10-26,2024-09-30,0.707470,0.292530,0.306430,,0.059856,1.196413,0.059856
sh.601456,国联证券,2024-10-31,2024-09-30,,,,,6.472811,32.292858,6.472811
sh.601500,通用股份,2024-10-29,2024-09-30,0.339151,0.660849,0.370951,5.517188,0.104307,1.367399,0.104307
sh.601512,中新集团,2024-10-29,2024-09-30,0.472288,0.527712,0.399333,7.936698,0.321313,0.826561,0.321313
sh.601515,东峰集团,2024-10-31,2024-09-30,0.441852,0.558148,0.655782,,0.006646,,0.006646
sh.601519,大智慧,2024-10-25,2024-09-30,0.744394,0.255606,0.559650,,-0.503211,,-0.503211
sh.601528,瑞丰银行,2024-10-31,2024-09-30,,,,,-1.036746,-2.357309,-1.036746
sh.601555,东吴证券,2024-10-30,2024-09-30,,,,,2.728627,12.535267,2.728627
sh.601566,九牧王,2024-10-29,2024-09-30,0.533662,0.466338,0.614870,2092.981727,0.003045,0.052190,0.003045
sh.601567,三星医疗,2024-10-25,2024-09-30,0.528868,0.471132,0.418178,27.376644,0.098643,0.564639,0.098643
sh.601568,北元集团,2024-10-30,2024-09-30,0.384204,0.615796,0.763171,,0.130201,4.074395,0.130201
sh.601577,长沙银行,2024-10-30,2024-09-30,,,,,-2.381455,-7.322983,-2.381455
sh.601579,会稽山,2024-10-29,2024-09-30,0.451532,0.548468,0.696236,,-0.031670,-0.298838,-0.031670
sh.601588,北辰实业,2024-10-31,2024-09-30,0.776880,0.223120,0.195218,-0.630267,0.109118,,0.109118
sh.601595,上海电影,2024-10-30,2024-09-30,0.365184,0.634817,0.562565,36.429027,0.033475,0.134627,0.033475
sh.601598,中国外运,2024-10-26,2024-09-30,0.500528,0.499472,0.362989,15.427084,0.004836,0.136702,0.004836
sh.601599,浙文影业,2024-10-29,2024-09-30,0.828198,0.171802,0.404631,,-0.000170,-0.003184,-0.000170
sh.601600,中国铝业,2024-10-30,2024-09-30,0.283044,0.716956,0.203511,9.193754,0.135912,1.571785,0.135912
sh.601601,中国太保,2024-10-31,2024-09-30,,,,,0.414559,3.262804,0.414559
sh.601606,长城军工,2024-10-29,2024-09-30,0.628839,0.371161,0.492589,-14.692960,-0.155654,,-0.155654
sh.601607,上海医药,2024-10-30,2024-09-30,0.776735,0.223265,0.229020,6.672449,0.013276,0.554011,0.013276
sh.601608,中信重工,2024-10-30,2024-09-30,0.597942,0.402058,0.369992,10.879022,0.053548,1.121169,0.053548
sh.601609,金田股份,2024-10-29,2024-09-30,0.742373,0.257627,0.279061,1.222850,-0.003523,-1.122184,-0.003523
sh.601611,中国核建,2024-10-31,2024-09-30,0.685659,0.314341,-0.006699,2.327685,-0.173087,-6.969842,-0.173087
sh.601615,明阳智能,2024-10-31,2024-09-30,0.562060,0.437940,0.273759,4.233238,-0.229161,-5.365148,-0.229161
sh.601616,广电电气,2024-10-31,2024-09-30,0.552943,0.447057,0.653503,,0.084468,0.986988,0.084468
sh.601618,中国中冶,2024-10-30,2024-09-30,0.745337,0.254663,0.168430,9.316367,-0.074489,-3.992035,-0.074489
sh.601619,嘉泽新能,2024-10-26,2024-09-30,0.198615,0.801385,0.232342,2.726555,0.665461,2.176577,0.665461
sh.601628,中国人寿,2024-10-31,2024-09-30,,,,,0.811370,3.272785,0.811370
sh.601633,长城汽车,2024-10-26,2024-09-30,0.592207,0.407793,0.235318,51.442527,0.099810,1.361416,0.099810
sh.601636,旗滨集团,2024-10-30,2024-09-30,0.286944,0.713056,0.300920,4.473583,0.025733,0.433593,0.025733
sh.601658,邮储银行,2024-10-31,2024-09-30,,,,,1.079278,3.698051,1.079278
sh.601665,齐鲁银行,2024-10-31,2024-09-30,,,,,1.729182,4.791738,1.729182
sh.601666,平煤股份,2024-10-26,2024-09-30,0.222895,0.777105,0.251792,4.118832,0.257235,2.716740,0.257235
sh.601668,中国建筑,2024-10-26,2024-09-30,0.722050,0.277950,0.119744,5.456238,-0.047345,-1.476273,-0.047345
sh.601669,中国电建,2024-10-31,2024-09-30,0.425396,0.574604,-0.087300,2.669521,-0.110240,-3.969279,-0.110064
sh.601677,明泰铝业,2024-10-29,2024-09-30,0.634173,0.365827,0.708044,,0.002138,0.035785,0.002138
sh.601678,滨化股份,2024-10-31,2024-09-30,0.174996,0.825004,0.442115,1.426763,0.042575,1.702071,0.042575
sh.601686,友发集团,2024-10-30,2024-09-30,0.714828,0.285172,0.222478,3.966499,0.047247,15.217030,0.047247
sh.601688,华泰证券,2024-10-31,2024-09-30,,,,,3.019486,7.448887,3.019486
sh.601689,拓普集团,2024-10-29,2024-09-30,0.472370,0.527630,0.484858,22.780848,0.058848,0.507784,0.058848
sh.601696,中银证券,2024-10-31,2024-09-30,,,,,7.674953,22.311291,7.674953
sh.601698,中国卫通,2024-10-31,2024-09-30,0.401572,0.598428,0.592598,,0.421107,1.329537,0.421107
sh.601699,潞安环能,2024-10-31,2024-09-30,0.395262,0.604738,0.255037,61.880979,0.140099,1.084461,0.140099
sh.601700,风范股份,2024-10-30,2024-09-30,0.686317,0.313683,0.212696,2.693984,-0.045844,-0.993385,-0.045844
sh.601702,华峰铝业,2024-10-29,2024-09-30,0.744084,0.255916,0.658115,60.230159,0.087522,0.774526,0.087522
sh.601717,郑煤机,2024-10-29,2024-09-30,0.737368,0.262632,0.408929,25.690075,0.084549,0.709943,0.084497
sh.601718,际华集团,2024-10-26,2024-09-30,0.577283,0.422717,0.577805,,-0.172822,,-0.172822
sh.601727,上海电气,2024-10-31,2024-09-30,0.667844,0.332156,0.101506,8.258377,0.000487,0.014477,0.000484
sh.601728,中国电信,2024-10-23,2024-09-30,0.226446,0.773554,0.426887,73.425641,0.248521,3.320096,0.248521
sh.601766,中国中车,2024-10-31,2024-09-30,0.676213,0.323787,0.281772,81.756951,0.049954,0.804859,0.049954
sh.601777,力帆科技,2024-10-26,2024-09-30,0.359753,0.640247,0.344882,-1.911622,0.112296,,0.112296
sh.601778,晶科科技,2024-10-31,2024-09-30,0.425370,0.574630,0.349038,1.548806,0.151864,2.607836,0.151864
sh.601788,光大证券,2024-10-31,2024-09-30,,,,,5.470838,17.458472,5.470838
sh.601789,宁波建工,2024-10-25,2024-09-30,0.743992,0.256008,0.130027,2.638101,-0.123422,-7.640391,-0.123422
sh.601798,蓝科高新,2024-10-29,2024-09-30,0.606768,0.393232,0.505719,-0.852917,0.239674,,0.239674
sh.601799,星宇股份,2024-10-26,2024-09-30,0.691491,0.308509,0.568381,407.482208,0.047820,0.451448,0.047820
sh.601800,中国交建,2024-10-31,2024-09-30,0.434360,0.565640,0.046657,19.529928,-0.143539,-3.669381,-0.143539
sh.601801,皖新传媒,2024-10-30,2024-09-30,0.760799,0.239201,0.539004,,0.032627,0.330050,0.032627
sh.601808,中海油服,2024-10-30,2024-09-30,0.362402,0.637598,0.483520,5.487862,0.152042,1.941185,0.152042
sh.601811,新华文轩,2024-10-31,2024-09-30,0.612187,0.387813,0.540152,,0.091379,0.825312,0.091379
sh.601816,京沪高铁,2024-10-31,2024-09-30,0.033598,0.966402,0.501202,10.848042,0.486547,1.577622,0.486547
sh.601818,光大银行,2024-10-31,2024-09-30,,,,,-0.346917,-0.920502,-0.346917
sh.601825,沪农商行,2024-10-26,2024-09-30,,,,,1.509485,2.885803,1.509485
sh.601827,三峰环境,2024-10-30,2024-09-30,0.249238,0.750762,-0.218280,6.412068,0.348583,1.476711,0.348583
sh.601828,美凯龙,2024-10-31,2024-09-30,0.085915,0.914085,0.367983,-0.134245,-0.087042,,-0.087042
sh.601838,成都银行,2024-10-30,2024-09-30,,,,,-1.156825,-2.206601,-1.156825
sh.601857,中国石油,2024-10-30,2024-09-30,0.244864,0.755136,0.486655,20.466248,0.150215,2.286208,0.150215
sh.601858,中国科传,2024-10-29,2024-09-30,0.517146,0.482854,0.703697,,0.022065,0.185393,0.022065
sh.601860,紫金银行,2024-10-30,2024-09-30,,,,,2.505070,6.416334,2.505070
sh.601865,福莱特,2024-10-30,2024-09-30,0.350739,0.649261,0.349742,5.220694,0.206588,2.318113,0.206588
sh.601866,中远海发,2024-10-31,2024-09-30,0.173658,0.826342,0.238231,1.597177,0.217043,3.104284,0.217043
sh.601868,中国能建,2024-10-31,2024-09-30,0.554493,0.445507,0.013848,2.915675,-0.042415,-2.050350,-0.042415
sh.601869,长飞光纤,2024-10-31,2024-09-30,0.485345,0.514655,0.283755,5.501886,0.085564,1.431395,0.085564
sh.601872,招商轮船,2024-10-29,2024-09-30,0.143946,0.856054,0.537670,5.503713,0.331783,1.859163,0.331783
sh.601877,正泰电器,2024-10-31,2024-09-30,0.587386,0.412614,0.283497,5.212459,0.161600,1.625259,0.161600
sh.601878,浙商证券,2024-10-31,2024-09-30,,,,,0.671591,6.103243,0.671591
sh.601880,辽港股份,2024-10-31,2024-09-30,0.154308,0.845693,0.554661,6.300639,0.296310,2.153556,0.296310
sh.601881,中国银河,2024-10-31,2024-09-30,,,,,2.143413,8.336652,2.143413
sh.601882,海天精工,2024-10-31,2024-09-30,0.781096,0.218904,0.478174,,0.094788,0.585223,0.094788
sh.601886,江河集团,2024-10-29,2024-09-30,0.805221,0.194779,0.177490,6.341574,-0.012044,-0.350350,-0.012044
sh.601888,中国中免,2024-10-31,2024-09-30,0.723226,0.276774,0.648933,,0.118633,1.183833,0.118633
sh.601890,亚星锚链,2024-10-29,2024-09-30,0.829452,0.170548,0.656439,,0.012889,0.095712,0.012889
sh.601898,中煤能源,2024-10-24,2024-09-30,0.341304,0.658696,0.254691,14.036879,0.183437,1.354339,0.183437
sh.601899,紫金矿业,2024-10-19,2024-09-30,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726
sh.601900,南方传媒,2024-10-30,2024-09-30,0.474573,0.525427,0.267753,,-0.092805,-0.987762,-0.092805
sh.601901,方正证券,2024-10-30,2024-09-30,,,,,1.051454,2.979653,1.051454
sh.601908,京运通,2024-10-30,2024-09-30,0.347602,0.652398,0.415595,-5.431680,-0.087130,,-0.087130
sh.601916,浙商银行,2024-10-30,2024-09-30,,,,,-1.614696,-6.361228,-1.614696
sh.601918,新集能源,2024-10-26,2024-09-30,0.099224,0.900776,0.195974,8.243675,0.276870,1.253884,0.276870
sh.601919,中远海控,2024-10-31,2024-09-30,0.442815,0.557185,0.424459,,0.295836,1.192569,0.295836
sh.601921,浙版传媒,2024-10-30,2024-09-30,0.758484,0.241516,0.531508,,-0.007300,-0.118408,-0.007300
sh.601928,凤凰传媒,2024-10-31,2024-09-30,0.377349,0.622651,0.551031,,0.122413,0.858404,0.122413
sh.601929,吉视传媒,2024-10-25,2024-09-30,0.112822,0.887178,0.350131,-1.493246,0.086510,,0.086510
sh.601933,永辉超市,2024-10-31,2024-09-30,0.380340,0.619660,0.047887,0.741348,0.069214,,0.069214
sh.601939,建设银行,2024-10-31,2024-09-30,,,,,1.678088,3.713825,1.678088
sh.601949,中国出版,2024-10-31,2024-09-30,0.596206,0.403794,0.507682,,-0.024705,-0.300084,-0.024705
sh.601952,苏垦农发,2024-10-29,2024-09-30,0.547190,0.452810,0.428953,4.088798,0.049464,0.777590,0.049464
sh.601956,东贝集团,2024-10-26,2024-09-30,0.677067,0.322933,0.316048,24.145088,0.044866,1.982935,0.044866
sh.601958,金钼股份,2024-10-29,2024-09-30,0.515530,0.484471,0.640123,,0.131773,0.540398,0.131773
sh.601963,重庆银行,2024-10-31,2024-09-30,,,,,-3.045273,-6.882345,-3.045273
sh.601965,中国汽研,2024-10-26,2024-09-30,0.488974,0.511026,0.662306,,-0.047496,-0.202111,-0.047496
sh.601966,玲珑轮胎,2024-10-30,2024-09-30,0.336782,0.663218,0.440838,17.834768,0.088086,0.820813,0.088086
sh.601968,宝钢包装,2024-10-31,2024-09-30,0.407981,0.592019,0.369661,33.653737,0.125189,4.515835,0.125189
sh.601969,海南矿业,2024-10-31,2024-09-30,0.424174,0.575826,0.411820,33.427821,0.264145,1.551874,0.264145
sh.601975,招商南油,2024-10-26,2024-09-30,0.453113,0.546887,0.790197,,0.415959,1.249781,0.415959
sh.601985,中国核电,2024-10-30,2024-09-30,0.121556,0.878444,0.136009,4.700842,0.576368,2.013448,0.576368
sh.601988,中国银行,2024-10-31,2024-09-30,,,,,0.351499,0.896794,0.351499
sh.601989,中国重工,2024-10-31,2024-09-30,0.715900,0.284100,0.352195,,0.152083,5.693511,0.152083
sh.601990,南京证券,2024-10-31,2024-09-30,,,,,2.535842,8.573762,2.535842
sh.601991,大唐发电,2024-10-30,2024-09-30,0.145462,0.854538,0.227380,3.003902,0.242713,3.431983,0.242713
sh.601992,金隅集团,2024-10-31,2024-09-30,0.517972,0.482028,0.185970,0.989191,-0.122757,,-0.122757
sh.601995,中金公司,2024-10-31,2024-09-30,,,,,1.812207,8.522182,1.812207
sh.601996,丰林集团,2024-10-29,2024-09-30,0.457783,0.542217,0.703228,-88.990599,-0.166008,,-0.166008
sh.601997,贵阳银行,2024-10-29,2024-09-30,,,,,1.036118,2.795588,1.036118
sh.601998,中信银行,2024-10-31,2024-09-30,,,,,-1.371044,-4.233633,-1.371044
sh.601999,出版传媒,2024-10-30,2024-09-30,0.670183,0.329817,0.519830,,-0.102624,-4.670516,-0.102624
sh.603000,人民网,2024-10-31,2024-09-30,0.653877,0.346123,0.671599,,-0.096407,-1.868908,-0.096407
sh.603001,奥康国际,2024-10-30,2024-09-30,0.593490,0.406510,0.654994,-14.107728,0.030028,,0.030028
sh.603002,宏昌电子,2024-10-30,2024-09-30,0.646279,0.353721,0.720674,,0.073064,3.221642,0.073064
sh.603003,*ST龙宇,2024-10-31,2024-09-30,0.471999,0.528001,0.726333,-19.140223,0.029516,,0.029516
sh.603004,鼎龙科技,2024-10-31,2024-09-30,0.632726,0.367274,0.869435,,0.325029,1.448516,0.325029
sh.603005,晶方科技,2024-10-30,2024-09-30,0.576149,0.423851,0.812956,,0.278500,1.241676,0.278500
sh.603006,联明股份,2024-10-26,2024-09-30,0.577880,0.422120,0.588289,,0.015772,0.192502,0.015772
sh.603007,ST花王,2024-10-29,2024-09-30,0.508440,0.491560,0.141227,-2.675554,-0.060949,,-0.060949
sh.603008,喜临门,2024-10-30,2024-09-30,0.519274,0.480726,0.318869,16.203277,0.006774,0.106705,0.006774
sh.603009,北特科技,2024-10-25,2024-09-30,0.445376,0.554624,0.375768,4.673026,0.085918,1.980087,0.085918
sh.603010,万盛股份,2024-10-30,2024-09-30,0.415404,0.584596,0.497594,,0.116362,2.246705,0.116362
sh.603011,合锻智能,2024-10-30,2024-09-30,0.687764,0.312236,0.365786,2.310623,0.127359,25.098810,0.127359
sh.603012,创力集团,2024-10-26,2024-09-30,0.714955,0.285045,0.412847,8.436066,-0.012265,-0.203238,-0.012265
sh.603013,亚普股份,2024-10-31,2024-09-30,0.751885,0.248115,0.577768,,0.132381,1.874823,0.132381
sh.603015,弘讯科技,2024-10-28,2024-09-30,0.566069,0.433931,0.509175,208.370207,0.070819,0.958607,0.070819
sh.603016,新宏泰,2024-10-29,2024-09-30,0.847867,0.152133,0.758515,,0.167138,1.456061,0.167138
sh.603017,中衡设计,2024-10-30,2024-09-30,0.561975,0.438025,0.309914,19.467818,0.085343,1.156384,0.085343
sh.603018,华设集团,2024-10-31,2024-09-30,0.861604,0.138396,0.356122,114.185877,-0.227354,-2.680701,-0.227354
sh.603019,中科曙光,2024-10-29,2024-09-30,0.371872,0.628128,0.451038,,-0.158777,-1.586136,-0.158777
sh.603020,爱普股份,2024-10-31,2024-09-30,0.680205,0.319795,0.784307,,0.115848,2.020390,0.115848
sh.603021,山东华鹏,2024-10-26,2024-09-30,0.196407,0.803593,-0.004296,-0.917509,0.101945,,0.101945
sh.603022,新通联,2024-10-29,2024-09-30,0.532482,0.467518,0.605517,17.043278,0.119816,2.239137,0.119816
sh.603023,*ST威帝,2024-10-26,2024-09-30,0.856366,0.143634,0.963226,,0.293287,3.819559,0.293287
sh.603025,大豪科技,2024-10-24,2024-09-30,0.768721,0.231279,0.423703,305.583168,0.064065,0.235672,0.064065
sh.603026,石大胜华,2024-10-29,2024-09-30,0.406322,0.593678,0.373890,-49.079300,-0.078622,,-0.078622
sh.603027,千禾味业,2024-10-31,2024-09-30,0.560865,0.439135,0.790691,,0.164938,1.073519,0.164938
sh.603028,赛福天,2024-10-31,2024-09-30,0.374233,0.625767,0.198582,-5.736880,0.033386,,0.033386
sh.603029,天鹅股份,2024-10-31,2024-09-30,0.776852,0.223148,0.338968,,-0.367777,-3.887736,-0.367777
sh.603030,全筑股份,2024-10-31,2024-09-30,0.639666,0.360334,0.348212,-0.389137,-0.347784,,-0.347784
sh.603031,安孚科技,2024-10-30,2024-09-30,0.273197,0.726803,-0.214710,26.722099,0.196398,1.043669,0.196398
sh.603032,德新科技,2024-10-30,2024-09-30,0.339346,0.660654,0.360015,7.099314,0.491045,6.988702,0.491045
sh.603033,三维股份,2024-10-25,2024-09-30,0.209844,0.790157,0.219900,2.056307,0.098249,5.391471,0.098249
sh.603035,常熟汽饰,2024-10-26,2024-09-30,0.408521,0.591479,0.431158,11.139846,0.055987,0.548055,0.055987
sh.603036,如通股份,2024-10-30,2024-09-30,0.881367,0.118633,0.852368,,0.194712,0.778927,0.194712
sh.603037,凯众股份,2024-10-30,2024-09-30,0.619853,0.380147,0.669382,47.645693,0.105353,0.931310,0.105353
sh.603038,华立股份,2024-10-31,2024-09-30,0.292441,0.707559,0.586538,4.184600,0.138632,2.464671,0.138632
sh.603039,泛微网络,2024-10-29,2024-09-30,0.831051,0.168949,0.532840,,0.009062,0.145610,0.009062
sh.603040,新坐标,2024-10-28,2024-09-30,0.568789,0.431211,0.798860,,0.396271,1.170785,0.396271
sh.603041,美思德,2024-10-26,2024-09-30,0.567459,0.432541,0.779064,,0.134992,0.802618,0.134992
sh.603042,华脉科技,2024-10-31,2024-09-30,0.621961,0.378039,0.444207,-1.660932,0.026146,,0.026146
sh.603043,广州酒家,2024-10-30,2024-09-30,0.362847,0.637153,0.415189,,0.272827,2.353753,0.272827
sh.603045,福达合金,2024-10-30,2024-09-30,0.713347,0.286653,0.343775,1.865695,-0.047227,-3.055437,-0.047227
sh.603048,浙江黎明,2024-10-29,2024-09-30,0.382285,0.617715,0.742448,36.809207,0.105099,1.324523,0.105099
sh.603050,科林电气,2024-10-29,2024-09-30,0.804455,0.195545,0.270983,7.129869,-0.002594,-0.044970,-0.002594
sh.603051,鹿山新材,2024-10-30,2024-09-30,0.740910,0.259090,0.452684,1.762284,0.146684,7.586860,0.146684
sh.603052,可川科技,2024-10-31,2024-09-30,0.725097,0.274903,0.664415,,0.285843,2.949421,0.285843
sh.603053,成都燃气,2024-10-30,2024-09-30,0.462867,0.537133,0.470804,,0.189605,1.649654,0.189605
sh.603055,台华新材,2024-10-31,2024-09-30,0.436487,0.563513,0.388151,8.846245,0.058885,0.493563,0.058885
sh.603056,德邦股份,2024-10-31,2024-09-30,0.547439,0.452561,0.450449,7.995898,0.081158,4.429355,0.081158
sh.603057,紫燕食品,2024-10-25,2024-09-30,0.592471,0.407529,0.533677,108.099431,0.154628,1.180625,0.154628
sh.603058,永吉股份,2024-10-18,2024-09-30,0.409340,0.590660,0.482422,26.352336,0.253276,1.138467,0.253276
sh.603059,倍加洁,2024-10-30,2024-09-30,0.236154,0.763846,0.424248,7.584214,0.114664,2.678139,0.114664
sh.603060,国检集团,2024-10-31,2024-09-30,0.405691,0.594309,0.166692,3.874578,-0.007081,-0.146120,-0.007081
sh.603061,金海通,2024-10-29,2024-09-30,0.764532,0.235468,0.773358,,0.087504,0.499239,0.087504
sh.603062,麦加芯彩,2024-10-29,2024-09-30,0.897564,0.102436,0.660389,,-0.106764,-1.063191,-0.106764
sh.603063,禾望电气,2024-10-29,2024-09-30,0.678116,0.321884,0.511848,13.637972,-0.017298,-0.147073,-0.017298
sh.603065,宿迁联盛,2024-10-29,2024-09-30,0.357540,0.642460,0.513195,0.706763,0.011256,1.013778,0.011256
sh.603066,音飞储存,2024-10-29,2024-09-30,0.697959,0.302041,0.303450,87.976022,0.105829,0.898859,0.105829
sh.603067,振华股份,2024-10-30,2024-09-30,0.462077,0.537923,0.560026,17.298173,0.052776,0.433983,0.052776
sh.603068,博通集成,2024-10-30,2024-09-30,0.815189,0.184811,0.743443,,-0.193028,,-0.193028
sh.603069,海汽集团,2024-10-29,2024-09-30,0.362230,0.637770,0.234385,0.785087,0.019787,,0.019787
sh.603070,万控智造,2024-10-30,2024-09-30,0.719530,0.280470,0.661603,,0.012195,0.301273,0.012195
sh.603071,物产环能,2024-10-29,2024-09-30,0.644005,0.355995,0.357987,98.403620,-0.011387,-0.552353,-0.011387
sh.603072,天和磁材,2024-12-12,2024-09-30,0.775548,0.224452,0.422815,7.926130,0.045477,0.826876,0.045477
sh.603073,彩蝶实业,2024-10-29,2024-09-30,0.584149,0.415851,0.728684,,0.128962,1.105525,0.128962
sh.603075,热威股份,2024-10-30,2024-09-30,0.613290,0.386710,0.619211,,0.098193,0.609292,0.098193
sh.603076,乐惠国际,2024-10-31,2024-09-30,0.767533,0.232467,0.312612,5.127862,0.297747,7.181918,0.297747
sh.603077,和邦生物,2024-10-31,2024-09-30,0.416868,0.583132,0.559546,9.022802,-0.020139,-0.701774,-0.020139
sh.603078,江化微,2024-10-26,2024-09-30,0.471735,0.528265,0.563193,,0.069962,0.796275,0.069962
sh.603079,圣达生物,2024-10-26,2024-09-30,0.383341,0.616659,0.577699,,0.133483,2.965208,0.133483
sh.603080,新疆火炬,2024-10-25,2024-09-30,0.231632,0.768368,0.319283,70.332430,0.150490,1.107393,0.150490
sh.603081,大丰实业,2024-10-30,2024-09-30,0.469747,0.530253,0.319573,,-0.092867,-2.166286,-0.092867
sh.603082,北自科技,2024-10-30,2024-09-30,0.942570,0.057430,0.334675,,0.074595,0.889797,0.074595
sh.603083,剑桥科技,2024-10-19,2024-09-30,0.702513,0.297487,0.313997,5.463422,0.146603,2.624565,0.146603
sh.603085,天成自控,2024-10-28,2024-09-30,0.523914,0.476086,0.197133,,0.038700,2.148272,0.038700
sh.603086,先达股份,2024-10-26,2024-09-30,0.598444,0.401556,0.477542,5.104072,0.019827,5.124193,0.019827
sh.603087,甘李药业,2024-10-23,2024-09-30,0.530897,0.469103,0.812426,,0.207278,0.917351,0.207278
sh.603088,宁波精达,2024-10-29,2024-09-30,0.766951,0.233049,0.480495,,0.167433,0.803180,0.167433
sh.603089,正裕工业,2024-10-30,2024-09-30,0.430688,0.569312,0.210095,5.552387,0.015465,0.439811,0.015465
sh.603090,宏盛股份,2024-10-31,2024-09-30,0.662234,0.337766,0.558916,172.371169,0.168667,1.800181,0.168667
sh.603091,众鑫股份,2024-10-29,2024-09-30,0.552675,0.447325,0.705848,,0.153310,0.745958,0.153310
sh.603093,南华期货,2024-10-19,2024-09-30,,,,,1.515888,18.862683,1.515888
sh.603095,越剑智能,2024-10-26,2024-09-30,0.677019,0.322981,0.696077,,0.125386,1.567593,0.125386
sh.603096,新经典,2024-10-29,2024-09-30,0.804202,0.195798,0.892511,,0.057346,0.283802,0.057346
sh.603097,江苏华辰,2024-10-31,2024-09-30,0.753727,0.246273,0.430482,9.944332,-0.058572,-0.987797,-0.058572
sh.603098,森特股份,2024-10-31,2024-09-30,0.871686,0.128314,0.435296,4.231408,0.033638,0.881233,0.033638
sh.603099,长白山,2024-10-29,2024-09-30,0.309506,0.690494,0.710825,132.936058,0.383408,1.542375,0.383408
sh.603100,川仪股份,2024-10-30,2024-09-30,0.795098,0.204902,0.488331,,-0.025343,-0.254740,-0.025343
sh.603101,汇嘉时代,2024-10-25,2024-09-30,0.204490,0.795510,0.201479,2.096017,0.138443,5.096482,0.138443
sh.603102,百合股份,2024-10-25,2024-09-30,0.747941,0.252059,0.869766,,0.161793,0.840856,0.161793
sh.603103,横店影视,2024-10-24,2024-09-30,0.373481,0.626519,0.151728,1.367413,0.285153,26.499597,0.285153
sh.603105,芯能科技,2024-10-25,2024-09-30,0.187287,0.812713,0.487139,4.167173,0.458453,1.394694,0.458453
sh.603106,恒银科技,2024-10-29,2024-09-30,0.678871,0.321129,0.618739,,-0.323078,,-0.323078
sh.603107,上海汽配,2024-10-30,2024-09-30,0.715572,0.284428,0.732592,11.587082,-0.014779,-0.171633,-0.014779
sh.603108,润达医疗,2024-10-30,2024-09-30,0.658330,0.341670,0.126115,2.059318,0.033756,1.467163,0.033756
sh.603109,神驰机电,2024-10-30,2024-09-30,0.683686,0.316314,0.465870,52.536930,0.080934,1.170699,0.080934
sh.603110,东方材料,2024-10-30,2024-09-30,0.651076,0.348924,0.779693,,0.072776,1.727766,0.072776
sh.603111,康尼机电,2024-10-31,2024-09-30,0.897433,0.102567,0.573148,,-0.010963,-0.115608,-0.010963
sh.603112,华翔股份,2024-10-23,2024-09-30,0.644956,0.355044,0.508149,8.838182,0.117239,1.002032,0.117239
sh.603113,金能科技,2024-10-31,2024-09-30,0.393542,0.606458,0.376860,0.183779,0.059112,,0.059112
sh.603115,海星股份,2024-10-23,2024-09-30,0.669054,0.330946,0.763391,,0.068301,0.924736,0.068301
sh.603116,红蜻蜓,2024-10-30,2024-09-30,0.621155,0.378845,0.691217,,-0.022088,,-0.022088
sh.603117,万林物流,2024-10-31,2024-09-30,0.134734,0.865266,0.534037,5.197578,0.647301,6.790123,0.647301
sh.603118,共进股份,2024-10-30,2024-09-30,0.624798,0.375202,0.500924,2.705577,-0.050023,-105.634213,-0.050023
sh.603119,浙江荣泰,2024-10-30,2024-09-30,0.652534,0.347466,0.790246,,0.197335,0.958496,0.197335
sh.603121,华培动力,2024-10-30,2024-09-30,0.486550,0.513450,0.400403,6.209903,0.230116,3.603604,0.230116
sh.603122,合富中国,2024-10-24,2024-09-30,0.859959,0.140041,0.756812,,-0.003586,-0.093516,-0.003586
sh.603123,翠微股份,2024-10-31,2024-09-30,0.326044,0.673956,0.299501,-5.077926,-0.150570,,-0.150570
sh.603125,常青科技,2024-10-26,2024-09-30,0.756403,0.243597,0.908319,,0.164146,0.852879,0.164146
sh.603126,中材节能,2024-10-31,2024-09-30,0.709506,0.290494,0.357046,,-0.288937,-12.251846,-0.288937
sh.603127,昭衍新药,2024-10-31,2024-09-30,0.560001,0.439999,0.783958,,0.144047,,0.144047
sh.603128,华贸物流,2024-10-26,2024-09-30,0.704223,0.295777,0.421359,13.738754,-0.009842,-0.290305,-0.009842
sh.603129,春风动力,2024-10-18,2024-09-30,0.798853,0.201147,0.406613,,0.196174,1.998651,0.196174
sh.603130,云中马,2024-10-29,2024-09-30,0.602505,0.397495,0.412344,9.225125,-0.082586,-2.263825,-0.082586
sh.603131,上海沪工,2024-10-29,2024-09-30,0.795806,0.204194,0.520205,16.344477,0.092249,1.487445,0.092249
sh.603132,金徽股份,2024-10-25,2024-09-30,0.144391,0.855609,0.332627,6.957568,0.494342,1.556969,0.494342
