code(股票代码),stock_name(股票名称),pubDate(发布日期),statDate(统计截止日),roeAvg(平均净资产收益率),npMargin(净利率),gpMargin(毛利率),netProfit(净利润),epsTTM(每股收益(TTM)),MBRevenue(主营业务收入),totalShare(总股本),liqaShare(流通股本)
sh.600756,浪潮软件,2023-10-28,2023-09-30,-0.007388,-0.012555,0.363451,-17001684.77,0.246017,,324098753.0,324098753.0
sh.600757,长江传媒,2023-10-27,2023-09-30,0.097014,0.166724,0.377339,840835716.27,0.713507,,1213650273.0,1213497103.0
sh.600758,辽宁能源,2023-10-28,2023-09-30,0.01177,0.015498,0.197088,62766044.96,0.033045,,1322017394.0,1320743394.0
sh.600759,洲际油气,2023-10-31,2023-09-30,0.01522,0.035839,0.630317,73270908.97,-0.328432,,2263507518.0,2258184018.0
sh.600760,中航沈飞,2023-10-28,2023-09-30,0.17318,0.067491,0.108481,2337307266.98,1.062847,,2755699513.0,2744736813.0
sh.600761,安徽合力,2023-10-24,2023-09-30,0.138575,0.08346,0.202403,1096001461.71,1.624969,,740203705.0,740203705.0
sh.600763,通策医疗,2023-10-25,2023-09-30,0.143561,0.280122,0.425826,612022632.84,1.699205,,320640000.0,320640000.0
sh.600764,中国海防,2023-10-28,2023-09-30,0.015821,0.06325,0.330477,122692905.41,0.669902,,710629386.0,710629386.0
sh.600765,中航重机,2023-10-30,2023-09-30,0.095157,0.136187,0.333942,1085115496.14,0.892392,,1472049090.0,1466537803.0
sh.600768,宁波富邦,2023-10-31,2023-09-30,0.00167,0.002895,0.01366,656203.38,1.284689,,133747200.0,133747200.0
sh.600769,祥龙电业,2023-10-20,2023-09-30,0.123137,0.198794,0.336376,10233812.01,0.035657,,374977200.0,374977200.0
sh.600770,综艺股份,2023-10-28,2023-09-30,-0.032719,-0.514084,0.392982,-140232398.32,-0.078672,,1300000000.0,1300000000.0
sh.600771,广誉远,2023-10-25,2023-09-30,0.014284,0.025355,0.724447,23778488.63,-0.662762,,489491141.0,489491141.0
sh.600773,西藏城投,2023-10-31,2023-09-30,0.016166,0.010367,0.34799,14864340.63,0.112983,,819660744.0,819660744.0
sh.600774,汉商集团,2023-10-28,2023-09-30,0.041158,0.063123,0.604596,64147398.45,0.310958,,295032402.0,294842131.0
sh.600775,南京熊猫,2023-10-31,2023-09-30,-0.008979,0.000195,0.153859,379949.86,0.005028,,913838529.0,671838529.0
sh.600776,东方通信,2023-10-30,2023-09-30,0.033922,0.058529,0.108453,112634675.38,0.145294,,1256000064.0,956000064.0
sh.600777,ST新潮,2023-10-28,2023-09-30,0.103628,0.288976,0.538907,1873552900.37,0.346705,,6800495825.0,6366152391.0
sh.600778,友好集团,2023-10-25,2023-09-30,-0.334738,-0.065648,0.326488,-92366736.0,-0.791082,,311491352.0,311214882.0
sh.600779,水井坊,2023-10-31,2023-09-30,0.268909,0.284944,0.831827,1022488267.79,2.422998,,488361398.0,488361398.0
sh.600780,通宝能源,2023-10-28,2023-09-30,0.077964,0.066531,0.09669,538410415.54,0.594244,,1146502523.0,1146502523.0
sh.600782,新钢股份,2023-10-28,2023-09-30,0.018032,0.00767,0.019514,477709885.77,-0.010399,,3188722696.0,3188722696.0
sh.600783,鲁信创投,2023-10-31,2023-09-30,0.006579,0.387276,0.311462,30094367.01,0.629195,,744359294.0,744359294.0
sh.600784,鲁银投资,2023-10-28,2023-09-30,0.09201,0.09728,0.230104,268574984.21,0.542263,,675652277.0,568177846.0
sh.600785,新华百货,2023-10-27,2023-09-30,0.065699,0.025672,0.27218,119392951.63,0.490778,,225631280.0,225631280.0
sh.600787,中储股份,2023-10-28,2023-09-30,0.026017,0.007707,0.027859,385586635.92,0.238029,,2180728668.0,2170079582.0
sh.600789,鲁抗医药,2023-10-26,2023-09-30,0.055943,0.042255,0.231956,199946241.92,0.26822,,890926241.0,890926241.0
sh.600790,轻纺城,2023-10-27,2023-09-30,0.039328,0.395761,0.492977,253380812.12,0.508162,,1465790928.0,1465790928.0
sh.600791,京能置业,2023-10-28,2023-09-30,-0.077548,-0.165687,0.074658,-357067379.33,-0.334919,,452880000.0,452313696.0
sh.600792,云煤能源,2023-10-20,2023-09-30,0.071094,0.043026,0.029772,236747769.73,0.150419,,989923600.0,989923600.0
sh.600793,宜宾纸业,2023-10-28,2023-09-30,-0.094695,-0.035382,0.042191,-59489998.92,-0.323577,,176904002.0,176904002.0
sh.600794,保税科技,2023-10-26,2023-09-30,0.082554,0.177432,0.287663,212836809.47,0.191043,,1212152157.0,1212152157.0
sh.600795,国电电力,2023-10-27,2023-09-30,0.118743,0.078489,0.150883,10808685401.46,0.191089,,17835619082.0,17835619082.0
sh.600796,钱江生化,2023-10-27,2023-09-30,0.04591,0.095727,0.246373,127157866.81,0.248884,,866585766.0,301402144.0
sh.600797,浙大网新,2023-10-28,2023-09-30,0.001522,0.002386,0.246997,5851677.69,0.066888,,1027527102.0,1027527102.0
sh.600798,宁波海运,2023-10-25,2023-09-30,0.031085,0.100938,0.177517,169982938.42,0.108612,,1206534201.0,1206534201.0
sh.600800,渤海化学,2023-10-28,2023-09-30,-0.145299,-0.160848,-0.052876,-394457840.2,-0.131113,,1185787580.0,794337361.0
sh.600801,华新水泥,2023-10-28,2023-09-30,0.067314,0.092017,0.263085,2223585882.0,1.12965,,2078995649.0,1344275649.0
sh.600802,福建水泥,2023-10-25,2023-09-30,-0.16142,-0.19608,-0.070146,-293105929.06,-0.593252,,458248400.0,458248400.0
sh.600803,新奥股份,2023-10-28,2023-09-30,0.168648,0.071722,0.145687,6878930000.0,1.86794,,3098397607.0,2831908568.0
sh.600804,*ST鹏博,2023-10-31,2023-09-30,0.088738,0.034806,0.26074,88645588.13,-0.241873,,1657463906.0,1392629959.0
sh.600805,悦达投资,2023-10-20,2023-09-30,0.02056,0.031146,0.05723,69027583.88,-0.025126,,850894494.0,850275368.0
sh.600807,济高发展,2023-10-28,2023-09-30,-0.177523,-0.0858,0.240206,-43256298.07,0.24031,,884634731.0,787018464.0
sh.600808,马钢股份,2023-10-28,2023-09-30,-0.056385,-0.024956,0.011408,-1844672073.0,-0.401621,,7769787186.0,5967751186.0
sh.600809,山西汾酒,2023-10-27,2023-09-30,0.39237,0.353428,0.759357,9452231631.83,8.540242,,1219964222.0,1219964222.0
sh.600810,神马股份,2023-10-12,2023-09-30,0.00932,0.014945,0.122381,140955654.73,0.007313,,1044177811.0,1044177811.0
sh.600811,东方集团,2023-10-28,2023-09-30,-0.005638,-0.024094,0.024162,-154624642.95,-0.275467,,3658744935.0,3658744935.0
sh.600812,华北制药,2023-10-27,2023-09-30,0.005263,0.006318,0.317329,50382686.42,-0.40752,,1715730370.0,1630804729.0
sh.600814,杭州解百,2023-10-26,2023-09-30,0.075096,0.296331,0.78738,459334022.52,0.348652,,735729238.0,715026758.0
sh.600815,厦工股份,2023-10-28,2023-09-30,-0.027674,-0.04942,0.153924,-31353166.22,0.152162,,1774094480.0,1774094480.0
sh.600816,建元信托,2023-10-31,2023-09-30,0.005273,0.403322,,34096705.63,0.025325,,9844448254.0,5264290520.0
sh.600817,宇通重工,2023-10-25,2023-09-30,0.051865,0.072193,0.233762,145371662.01,0.506042,,541508407.0,194678292.0
sh.600818,中路股份,2023-10-28,2023-09-30,0.016381,0.012658,0.160041,9260263.07,-0.289436,,321447910.0,237957910.0
sh.600819,耀皮玻璃,2023-10-28,2023-09-30,-0.026569,-0.029435,0.109056,-116726070.23,-0.112096,,934916069.0,747416067.0
sh.600820,隧道股份,2023-10-28,2023-09-30,0.054446,0.03409,0.118686,1599060737.8,0.92897,,3144096094.0,3144096094.0
sh.600821,金开新能,2023-10-31,2023-09-30,0.085395,0.304676,0.60056,788493894.21,0.413195,,1997263453.0,1997263453.0
sh.600822,上海物贸,2023-10-31,2023-09-30,0.119314,0.022217,0.04474,128245840.38,0.332888,,495972914.0,396147908.0
sh.600824,益民集团,2023-10-28,2023-09-30,0.031919,0.092488,0.409444,77321047.28,-0.210258,,1054027073.0,1054027073.0
sh.600825,新华传媒,2023-10-27,2023-09-30,0.011251,0.036212,0.322276,28221386.2,0.039398,,1044887850.0,1044887850.0
sh.600826,兰生股份,2023-10-28,2023-09-30,0.065587,0.281988,0.259366,271643328.55,0.686261,,528623958.0,417482448.0
sh.600827,百联股份,2023-10-31,2023-09-30,0.019354,0.010511,0.265169,247641066.9,0.683032,,1784168117.0,1604449920.0
sh.600828,茂业商业,2023-10-28,2023-09-30,0.025989,0.07569,0.608597,184427940.9,0.259477,,1731982546.0,1731360181.0
sh.600829,人民同泰,2023-10-25,2023-09-30,0.093089,0.030752,0.094218,240631596.05,0.538305,,579888597.0,579888597.0
sh.600830,香溢融通,2023-10-31,2023-09-30,0.011196,0.233697,0.705765,33399934.35,0.028228,,454322747.0,454322747.0
sh.600831,ST广网,2023-10-27,2023-09-30,-0.014034,-0.034623,0.325833,-61344230.13,-0.087537,,710514640.0,710514640.0
sh.600833,第一医药,2023-10-28,2023-09-30,0.058923,0.043046,0.188603,57500776.14,0.567144,,223086347.0,223086347.0
sh.600834,申通地铁,2023-10-28,2023-09-30,0.037183,0.232132,0.352442,62643164.64,0.162515,,477381905.0,477381905.0
sh.600835,上海机电,2023-10-28,2023-09-30,0.061892,0.072988,0.156277,1260023866.15,1.00579,,1022739308.0,806504300.0
sh.600837,海通证券,2023-10-31,2023-09-30,0.02631,0.199983,,4514382251.78,0.369835,,13064200000.0,8873381180.0
sh.600838,上海九百,2023-10-28,2023-09-30,0.030974,0.701408,0.261503,45021080.69,0.165565,,400881981.0,400881981.0
sh.600839,四川长虹,2023-10-26,2023-09-30,0.034728,0.017742,0.113774,1242964052.41,0.156077,,4616244222.0,4614958631.0
sh.600841,动力新科,2023-10-26,2023-09-30,-0.14455,-0.164644,0.065981,-1074518429.07,-1.503804,,1387821784.0,920144118.0
sh.600843,上工申贝,2023-10-31,2023-09-30,0.028607,0.040383,0.237427,108742128.18,0.10877,,713166480.0,469222730.0
sh.600844,丹化科技,2023-10-28,2023-09-30,-0.208038,-0.349754,-0.14788,-227215054.31,-0.417842,,1016524240.0,822730634.0
sh.600845,宝信软件,2023-10-21,2023-09-30,0.182656,0.21701,0.395663,1913650128.69,1.051985,,2402590537.0,1735107582.0
sh.600846,同济科技,2023-10-31,2023-09-30,0.076671,0.066362,0.091059,299527661.68,0.719315,,624761516.0,624761516.0
sh.600847,万里股份,2023-10-28,2023-09-30,-0.01946,-0.033427,0.095135,-13380418.92,-0.133883,,153287400.0,153287400.0
sh.600848,上海临港,2023-10-28,2023-09-30,0.043746,0.318736,0.655239,1056326653.96,0.405421,,2522487004.0,2393912273.0
sh.600850,电科数字,2023-10-31,2023-09-30,0.066681,0.041263,0.192982,285842135.05,0.739736,,685074346.0,603967373.0
sh.600851,海欣股份,2023-10-28,2023-09-30,0.032065,0.139029,0.464542,131618732.09,0.099202,,1207056692.0,738206110.0
sh.600853,龙建股份,2023-10-31,2023-09-30,0.064746,0.01885,0.126817,201561307.81,0.350675,,1014902546.0,1004901546.0
sh.600854,春兰股份,2023-10-28,2023-09-30,0.058915,0.948299,0.476671,140149127.44,0.275828,,519458538.0,519458538.0
sh.600855,航天长峰,2023-10-28,2023-09-30,-0.039182,-0.092298,0.274765,-79328447.66,-0.095459,,474192298.0,439053354.0
sh.600857,宁波中百,2023-10-28,2023-09-30,0.084683,0.072894,0.197863,70380040.25,0.32701,,224319919.0,224319919.0
sh.600858,银座股份,2023-10-27,2023-09-30,0.097,0.048189,0.389285,217091098.06,0.232599,,520066589.0,517548029.0
sh.600859,王府井,2023-10-28,2023-09-30,0.03337,0.075531,0.411526,699824139.52,0.376949,,1135049451.0,1093469526.0
sh.600860,京城股份,2023-10-31,2023-09-30,-0.047428,-0.059444,0.117008,-60380155.02,-0.096319,,542265988.0,428196883.0
sh.600861,北京人力,2023-10-31,2023-09-30,0.087528,0.021026,0.066159,604225951.93,-0.326946,,566112718.0,316804949.0
sh.600862,中航高科,2023-10-24,2023-09-30,0.147031,0.234281,0.374406,848699551.78,0.673835,,1393049107.0,1393049107.0
sh.600863,内蒙华电,2023-10-27,2023-09-30,0.120483,0.149074,0.224325,2531928658.33,0.364797,,6526887811.0,6526887811.0
sh.600864,哈投股份,2023-10-27,2023-09-30,0.002977,-0.016681,0.096737,-17618782.46,-0.141921,,2080570520.0,2080570520.0
sh.600865,百大集团,2023-10-28,2023-09-30,0.008902,0.135973,0.879994,20670484.36,0.195124,,376240316.0,376240316.0
sh.600866,星湖科技,2023-10-31,2023-09-30,0.068576,0.038881,0.12693,494907154.94,0.359645,,1661472616.0,739019166.0
sh.600867,通化东宝,2023-10-31,2023-09-30,0.11368,0.363583,0.787992,760430940.61,0.471139,,1993617453.0,1991734053.0
sh.600868,梅雁吉祥,2023-10-31,2023-09-30,0.012894,0.1331,0.415663,30059205.66,0.022973,,1898148679.0,1898148679.0
sh.600869,远东股份,2023-10-27,2023-09-30,0.085185,0.023094,0.126135,401623098.32,0.201754,,2219352746.0,2219352746.0
sh.600871,石化油服,2023-10-30,2023-09-30,0.056522,0.007944,0.070302,443605000.0,0.032763,,18984340033.0,13569378551.0
sh.600872,中炬高新,2023-10-19,2023-09-30,-0.536244,-0.313135,0.325779,-1237802632.73,-2.90748,,785375950.0,785375950.0
sh.600873,梅花生物,2023-10-19,2023-09-30,0.156013,0.105257,0.184488,2160513951.07,1.061118,,2943426102.0,2943426102.0
sh.600874,创业环保,2023-10-26,2023-09-30,0.076015,0.212651,0.358302,693660000.0,0.496403,,1570418085.0,1230418085.0
sh.600875,东方电气,2023-10-31,2023-09-30,0.08123,0.069249,0.174035,3041465619.14,1.047429,,3118533797.0,2015134163.0
sh.600876,凯盛新能,2023-10-28,2023-09-30,0.045681,0.051861,0.115039,245368995.6,0.535742,,645674963.0,382445239.0
sh.600877,电科芯片,2023-10-28,2023-09-30,0.046485,0.121353,0.3306,102794969.39,0.17441,,1184167119.0,921979452.0
sh.600879,航天电子,2023-10-28,2023-09-30,0.028673,0.040753,0.196834,528104440.34,0.187477,,3299299334.0,2719271284.0
sh.600880,博瑞传播,2023-10-31,2023-09-30,0.013186,0.12262,0.440043,49949921.34,0.037594,,1093332092.0,1093030175.0
sh.600881,亚泰集团,2023-10-28,2023-09-30,-0.149168,-0.217398,0.148871,-1721287773.24,-1.171886,,3248913588.0,3248913588.0
sh.600882,妙可蓝多,2023-10-28,2023-09-30,0.007702,0.016325,0.30587,50202950.03,0.049869,,513791647.0,512053647.0
sh.600883,博闻科技,2023-10-27,2023-09-30,0.095895,9.517221,0.03302,81418296.09,0.436084,,236088000.0,236088000.0
sh.600884,杉杉股份,2023-10-31,2023-09-30,0.051947,0.085771,0.177252,1261628378.51,0.744073,,2263973358.0,1757236492.0
sh.600885,宏发股份,2023-10-31,2023-09-30,0.13612,0.145496,0.355871,1444842642.77,1.292208,,1042675674.0,1042675674.0
sh.600886,国投电力,2023-10-28,2023-09-30,0.106963,0.255589,0.391515,10874966131.41,0.805703,,7454179797.0,6965873347.0
sh.600887,伊利股份,2023-10-31,2023-09-30,0.183248,0.09651,0.329025,9370223499.38,1.688587,,6366305105.0,6275520559.0
sh.600888,新疆众和,2023-10-20,2023-09-30,0.130236,0.238497,0.163688,1159023859.01,1.072041,,1350024855.0,1332337255.0
sh.600889,南京化纤,2023-10-26,2023-09-30,-0.096234,-0.305417,-0.077502,-107316786.5,-0.504493,,366346010.0,366346010.0
sh.600892,大晟文化,2023-10-28,2023-09-30,0.054797,0.0158,0.896608,2599294.92,0.02528,,559464188.0,559319536.0
sh.600893,航发动力,2023-10-28,2023-09-30,0.026619,0.04235,0.120976,1114119018.99,0.499076,,2665594238.0,2665124758.0
sh.600894,广日股份,2023-10-28,2023-09-30,0.056138,0.09428,0.137981,505658272.21,0.678912,,859946895.0,859946895.0
sh.600895,张江高科,2023-10-26,2023-09-30,0.063639,0.440699,0.659434,769617562.91,0.548073,,1548689550.0,1548689550.0
sh.600897,厦门空港,2023-10-31,2023-09-30,0.068026,0.229726,0.333097,286596706.33,0.652133,,416934000.0,416934000.0
sh.600900,长江电力,2023-10-31,2023-09-30,0.112488,0.378522,0.578916,21899460509.99,0.905806,,24468217716.0,22741859230.0
sh.600901,江苏金租,2023-10-28,2023-09-30,0.123007,0.560628,,2040943755.71,0.618804,,4244927639.0,4231860943.0
sh.600903,贵州燃气,2023-10-28,2023-09-30,0.055638,0.05238,0.17422,233575916.28,0.2605,,1150001038.0,1150001038.0
sh.600905,三峡能源,2023-10-30,2023-09-30,0.069074,0.321146,0.552849,6194606491.97,0.225159,,28623749200.0,13573000000.0
sh.600906,财达证券,2023-10-25,2023-09-30,0.048882,0.314652,,554245430.71,0.148637,,3245000000.0,1312454400.0
sh.600908,无锡银行,2023-10-31,2023-09-30,0.083684,0.481914,,1682748000.0,1.038493,,2151172192.0,1866734771.0
sh.600909,华安证券,2023-10-27,2023-09-30,0.046952,0.358247,,974589198.38,0.251952,,4697663136.0,4697663136.0
sh.600916,中国黄金,2023-10-31,2023-09-30,0.105281,0.018018,0.042302,744398016.39,0.531065,,1680000000.0,822150000.0
sh.600917,重庆燃气,2023-10-28,2023-09-30,0.05478,0.039675,0.08212,284318413.49,0.189493,,1571340000.0,1561039760.0
sh.600918,中泰证券,2023-10-31,2023-09-30,0.048443,0.220324,,2043639835.32,0.223184,,6968625756.0,3972809819.0
sh.600919,江苏银行,2023-10-28,2023-09-30,0.112975,0.45288,,26574024000.0,1.699658,,17974914077.0,17893312144.0
sh.600925,苏能股份,2023-10-31,2023-09-30,0.142809,0.240106,0.454513,2073742555.96,0.318191,,6888888889.0,688888889.0
sh.600926,杭州银行,2023-10-28,2023-09-30,0.112984,0.426194,,11691537000.0,2.37695,,5930284189.0,5362743936.0
sh.600927,永安期货,2023-10-27,2023-09-30,0.046025,0.029751,,559081235.9,0.521481,,1455555556.0,527518004.0
sh.600928,西安银行,2023-10-31,2023-09-30,0.063941,0.3782,,1906355000.0,0.573934,,4444444445.0,3377395435.0
sh.600929,雪天盐业,2023-10-26,2023-09-30,0.073264,0.115606,0.304136,511234684.58,0.39365,,1659173900.0,1069346992.0
sh.600933,爱柯迪,2023-10-31,2023-09-30,0.104896,0.144845,0.289603,613378726.02,0.93605,,896085972.0,896085972.0
sh.600935,华塑股份,2023-10-28,2023-09-30,-0.007342,-0.011877,0.124458,-46904253.64,-0.023645,,3507401812.0,1854701224.0
sh.600936,广西广电,2023-10-28,2023-09-30,-0.190688,-0.355753,0.088116,-388355416.31,-0.611019,,1671026239.0,1671026239.0
sh.600938,中国海油,2023-10-25,2023-09-30,0.157416,0.318297,0.495967,97659000000.0,2.745131,,47566763984.0,2841851853.0
sh.600939,重庆建工,2023-10-30,2023-09-30,0.021325,0.005885,0.052663,190293069.41,0.031993,,1901788174.0,1901788174.0
sh.600941,中国移动,2023-10-21,2023-09-30,0.083016,0.136174,0.287474,105611000000.0,6.192013,,21387711862.0,758622867.0
sh.600955,维远股份,2023-10-26,2023-09-30,0.010148,0.017784,0.036954,87634411.19,0.37144,,550000000.0,364900000.0
sh.600956,新天绿能,2023-10-28,2023-09-30,0.072333,0.138947,0.253526,1823476809.4,0.509937,,4187093073.0,2165403424.0
sh.600958,东方证券,2023-10-31,2023-09-30,0.036614,0.208632,,2857216149.36,0.454957,,8496645292.0,7469482864.0
sh.600959,江苏有线,2023-10-31,2023-09-30,0.011884,0.058859,0.25306,318075379.05,0.06714,,5000717686.0,5000717686.0
sh.600960,渤海汽车,2023-10-28,2023-09-30,-0.023722,-0.028686,0.079288,-100701063.54,-0.122728,,950515518.0,950515518.0
sh.600961,株冶集团,2023-10-28,2023-09-30,0.214124,0.036367,0.08965,538467638.77,0.152741,,1072872703.0,527457914.0
sh.600962,国投中鲁,2023-10-28,2023-09-30,0.046081,0.047548,0.218833,46987479.21,0.424409,,262210000.0,262210000.0
sh.600963,岳阳林纸,2023-10-28,2023-09-30,0.012695,0.018009,0.087966,119221142.56,0.142925,,1803010109.0,1778472163.0
sh.600965,福成股份,2023-10-28,2023-09-30,0.062926,0.162808,0.390109,136379829.41,0.134888,,818700955.0,818700955.0
sh.600966,博汇纸业,2023-10-28,2023-09-30,-0.014404,-0.006793,0.085377,-92912577.59,-0.357202,,1336844288.0,1336844288.0
sh.600967,内蒙一机,2023-10-26,2023-09-30,0.053162,0.075127,0.133723,589197176.25,0.478277,,1703779257.0,1695271857.0
sh.600968,海油发展,2023-10-27,2023-09-30,0.09311,0.070276,0.13766,2220256191.12,0.267639,,10165104199.0,10165104199.0
sh.600969,郴电国际,2023-10-28,2023-09-30,-0.010582,0.002588,0.061342,7818495.23,-0.157657,,370050484.0,370050484.0
sh.600970,中材国际,2023-10-26,2023-09-30,0.12241,0.068768,0.18619,2166859241.34,0.883441,,2642317423.0,1742598393.0
sh.600971,恒源煤电,2023-10-28,2023-09-30,0.135619,0.273453,0.494325,1631748086.8,2.115614,,1200004884.0,1200004884.0
sh.600973,宝胜股份,2023-10-31,2023-09-30,0.024678,0.003227,0.053246,108548704.72,0.10624,,1371366248.0,1371366248.0
sh.600975,新五丰,2023-10-28,2023-09-30,-0.244595,-0.204069,-0.078851,-790576285.75,-0.549108,,1261292033.0,652675584.0
sh.600976,健民集团,2023-10-21,2023-09-30,0.20768,0.133657,0.472092,416690389.61,3.310634,,153398600.0,152901317.0
sh.600977,中国电影,2023-10-28,2023-09-30,0.042587,0.119538,0.263861,503310377.34,0.136774,,1867000000.0,1867000000.0
sh.600979,广安爱众,2023-10-27,2023-09-30,0.035184,0.074228,0.275788,149646051.35,0.144775,,1232259790.0,1232259790.0
sh.600980,北矿科技,2023-10-26,2023-09-30,0.057431,0.107602,0.260801,71492965.63,0.478182,,189263526.0,155974242.0
sh.600981,汇鸿集团,2023-10-31,2023-09-30,0.009057,0.002663,0.038708,90886964.9,-0.117103,,2242433192.0,2242433192.0
sh.600982,宁波能源,2023-10-28,2023-09-30,0.063589,0.057708,0.081172,297014595.58,0.388877,,1117627485.0,1107203493.0
sh.600983,惠而浦,2023-10-31,2023-09-30,0.004719,0.004776,0.153966,14153102.61,0.153118,,766439000.0,766439000.0
sh.600984,建设机械,2023-10-27,2023-09-30,-0.060132,-0.143881,0.130341,-350836897.95,-0.277991,,1257043925.0,1257043925.0
sh.600985,淮北矿业,2023-10-28,2023-09-30,0.144463,0.086805,0.200734,4820964969.98,2.769534,,2481038470.0,2481038470.0
sh.600986,浙文互联,2023-10-31,2023-09-30,0.025382,0.013761,0.060869,113402224.64,0.047035,,1487374062.0,1322425609.0
sh.600987,航民股份,2023-10-26,2023-09-30,0.076889,0.069394,0.130478,508885163.59,0.632993,,1050818859.0,1050818859.0
sh.600988,赤峰黄金,2023-10-28,2023-09-30,0.095971,0.10968,0.307694,555234201.98,0.345485,,1663911378.0,1663911378.0
sh.600989,宝丰能源,2023-10-28,2023-09-30,0.110147,0.190719,0.301704,3890795736.08,0.657362,,7333360000.0,7333360000.0
sh.600990,四创电子,2023-10-28,2023-09-30,-0.032649,-0.080435,0.182516,-86646091.71,0.105085,,276009092.0,269012696.0
sh.600992,贵绳股份,2023-10-28,2023-09-30,0.015393,0.01507,0.113347,22846710.89,0.142269,,245090000.0,245090000.0
sh.600993,马应龙,2023-10-28,2023-09-30,0.115978,0.175934,0.433808,430377694.99,1.11664,,431053891.0,430307016.0
sh.600995,南网储能,2023-10-28,2023-09-30,0.040366,0.246267,0.485085,1001524626.26,0.363632,,3196005805.0,1109101643.0
sh.600996,贵广网络,2023-10-28,2023-09-30,-0.093304,-0.280795,0.070134,-472002037.05,-0.152786,,1207667997.0,1207667997.0
sh.600997,开滦股份,2023-10-31,2023-09-30,0.070087,0.04266,0.147416,726904709.47,0.642828,,1587799851.0,1587799851.0
sh.600998,九州通,2023-10-27,2023-09-30,0.075494,0.016415,0.081165,1877289969.19,0.777179,,2792065467.0,2792065467.0
sh.600999,招商证券,2023-10-27,2023-09-30,0.054548,0.430723,,6405341672.98,0.941926,,8696526806.0,7422005272.0
sh.601000,唐山港,2023-10-28,2023-09-30,0.083113,0.384728,0.486874,1711763384.22,0.323529,,5925928614.0,5925928614.0
sh.601001,晋控煤业,2023-10-28,2023-09-30,0.141344,0.270665,0.462605,3046346872.34,1.090783,,1673700000.0,1673700000.0
sh.601002,晋亿实业,2023-10-28,2023-09-30,-6.1e-05,0.000455,0.139358,764728.24,0.006618,,956739920.0,954440720.0
sh.601003,柳钢股份,2023-10-28,2023-09-30,-0.05395,-0.01724,0.020353,-982787721.57,-0.10403,,2562793200.0,2562793200.0
sh.601005,重庆钢铁,2023-10-28,2023-09-30,-0.028142,-0.019736,-0.003865,-592322396.82,-0.150294,,8918602267.0,8380475067.0
sh.601006,大秦铁路,2023-10-27,2023-09-30,0.084238,0.205027,0.246832,12465076310.0,0.747964,,15371393847.0,15371393847.0
sh.601007,金陵饭店,2023-10-30,2023-09-30,0.03506,0.06977,0.268126,94368602.46,0.171182,,390000000.0,390000000.0
sh.601008,连云港,2023-10-28,2023-09-30,0.031581,0.117159,0.244761,193168446.39,0.140063,,1240638006.0,1240638006.0
sh.601009,南京银行,2023-10-31,2023-09-30,0.094698,0.430774,,15375251000.0,1.809932,,10343732928.0,9212624666.0
sh.601010,文峰股份,2023-10-31,2023-09-30,0.028304,0.074216,0.454648,120445383.9,0.093373,,1848000000.0,1848000000.0
sh.601011,宝泰隆,2023-10-28,2023-09-30,-0.002889,-0.010497,0.104451,-26944096.36,0.00965,,1915664539.0,1915664539.0
sh.601012,隆基绿能,2023-10-31,2023-09-30,0.174945,0.123779,0.196103,11647588877.48,2.048331,,7581402400.0,7578034854.0
sh.601015,陕西黑猫,2023-10-28,2023-09-30,-0.031917,-0.022778,0.025258,-315814045.32,-0.110648,,2042497639.0,2042497639.0
sh.601016,节能风电,2023-10-31,2023-09-30,0.074167,0.328571,0.547041,1256952468.54,0.23415,,6474892824.0,5951590905.0
sh.601018,宁波港,2023-10-28,2023-09-30,0.055066,0.230165,0.309275,4423039000.0,0.244026,,19454388399.0,15807417370.0
sh.601019,山东出版,2023-10-31,2023-09-30,0.09242,0.155802,0.36932,1254461273.12,0.860651,,2086900000.0,2086900000.0
sh.601020,华钰矿业,2023-10-28,2023-09-30,0.042366,0.159833,0.498384,112453520.15,0.169334,,787290460.0,787290460.0
sh.601021,春秋航空,2023-10-31,2023-09-30,0.178884,0.189847,0.210112,2677359925.0,1.409024,,978548805.0,978548805.0
sh.601022,宁波远洋,2023-10-27,2023-09-30,0.074214,0.116504,0.170397,386419132.23,0.394153,,1308633334.0,130863334.0
sh.601028,玉龙股份,2023-10-28,2023-09-30,0.124258,0.049967,0.102373,363815211.9,0.660478,,783025760.0,783025760.0
sh.601033,永兴股份,2023-12-29,2023-09-30,0.084018,0.248535,0.486707,673846634.64,0.939485,2677673882.27,750000000.0,
sh.601038,一拖股份,2023-10-28,2023-09-30,0.170233,0.106608,0.165625,1092324002.62,0.863655,,1123645275.0,593910000.0
sh.601058,赛轮轮胎,2023-10-30,2023-09-30,0.15586,0.110644,0.254572,2103522865.7,0.734554,,3120051053.0,3120051053.0
sh.601059,信达证券,2023-10-28,2023-09-30,0.070106,0.414056,,1133954912.7,0.490257,,3243000000.0,324300000.0
sh.601061,中信金属,2023-10-28,2023-09-30,0.097227,0.016593,0.017779,1572705063.64,0.388645,,4900000000.0,486115605.0
sh.601065,江盐集团,2023-10-27,2023-09-30,0.116668,0.166899,0.358533,368353406.78,0.676723,,642776079.0,155196855.0
sh.601066,中信建投,2023-10-27,2023-09-30,0.060006,0.310179,,5702258416.52,0.871856,,7756694797.0,3811362018.0
sh.601068,中铝国际,2023-10-28,2023-09-30,-0.111404,-0.049281,0.108514,-741154250.0,-0.272114,,2959066667.0,2559590667.0
