code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600000,2023-10-28,2023-09-30,0.039596,0.215277,,28592000000.000000,1.318301,,29352176396.00,29352176396.00
