code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.600000,2023-10-28,2023-09-30,0.039596,12.389205,0.015168,0.978805,0.215277,0.899035,,
